  Wavelength(um)        Flux(Jy)
       362.71375       101.39281
       362.58224       101.46035
       362.45082       101.51338
       362.31950       101.60378
       362.18827       101.76011
       362.05714       101.97359
       361.92610       102.20534
       361.79515       102.40937
       361.66431       102.55704
       361.53355       102.64938
       361.40289       102.71135
       361.27233       102.77264
       361.14186       102.84625
       361.01148       102.92760
       360.88120       102.99320
       360.75101       103.01935
       360.62092       102.99924
       360.49092       102.94872
       360.36101       102.89800
       360.23120       102.87441
       360.10148       102.88680
       359.97185       102.92085
       359.84232       102.94795
       359.71288       102.94242
       359.58353       102.89704
       359.45428       102.82812
       359.32512       102.76789
       359.19605       102.74884
       359.06708       102.78928
       358.93819       102.88758
       358.80940       103.02654
       358.68071       103.18312
       358.55210       103.34495
       358.42359       103.50632
       358.29517       103.66476
       358.16684       103.81401
       358.03860       103.94031
       357.91045       104.02649
       357.78240       104.06194
       357.65444       104.05191
       357.52657       104.01927
       357.39879       103.99555
       357.27110       104.00515
       357.14350       104.05117
       357.01600       104.11173
       356.88858       104.15002
       356.76126       104.13411
       356.63403       104.05616
       356.50688       103.94044
       356.37983       103.83490
       356.25287       103.78901
       356.12600       103.83554
       355.99922       103.97171
       355.87253       104.16317
       355.74593       104.36249
       355.61942       104.53323
       355.49300       104.66781
       355.36667       104.79063
       355.24043       104.94523
       355.11428       105.17239
       354.98822       105.48972
       354.86225       105.88201
       354.73636       106.30587
       354.61057       106.70567
       354.48487       107.03339
       354.35925       107.26462
       354.23373       107.40563
       354.10829       107.49020
       353.98294       107.56842
       353.85768       107.69093
       353.73251       107.89148
       353.60743       108.17438
       353.48243       108.50872
       353.35753       108.83398
       353.23271       109.07805
       353.10798       109.18401
       352.98334       109.13668
       352.85879       108.97709
       352.73432       108.79516
       352.60995       108.69901
       352.48566       108.77047
       352.36145       109.02543
       352.23734       109.39867
       352.11331       109.76442
       351.98937       109.98788
       351.86552       109.98689
       351.74175       109.77533
       351.61808       109.46615
       351.49448       109.22950
       351.37098       109.21119
       351.24756       109.47158
       351.12423       109.95055
       351.00099       110.48795
       350.87783       110.89174
       350.75476       111.02308
       350.63177       110.85924
       350.50887       110.50433
       350.38606       110.14218
       350.26333       109.95259
       350.14069       110.02965
       350.01813       110.33986
       349.89566       110.73903
       349.77328       111.03938
       349.65098       111.09535
       349.52877       110.86861
       349.40664       110.44347
       349.28460       109.98780
       349.16264       109.67949
       349.04077       109.62331
       348.91898       109.81439
       348.79728       110.14226
       348.67567       110.44030
       348.55413       110.55620
       348.43269       110.41250
       348.31132       110.03348
       348.19004       109.53008
       348.06885       109.05249
       347.94774       108.73146
       347.82672       108.63166
       347.70577       108.73359
       347.58492       108.94817
       347.46414       109.15598
       347.34346       109.25495
       347.22285       109.19862
       347.10233       109.01144
       346.98189       108.77685
       346.86154       108.60376
       346.74126       108.57793
       346.62108       108.73231
       346.50097       109.03329
       346.38095       109.39574
       346.26101       109.72045
       346.14116       109.93791
       346.02139       110.03898
       345.90170       110.07789
       345.78209       110.14536
       345.66257       110.32337
       345.54313       110.64300
       345.42377       111.06614
       345.30449       111.50141
       345.18530       111.84781
       345.06619       112.04533
       344.94716       112.10719
       344.82821       112.11635
       344.70934       112.18631
       344.59056       112.40425
       344.47186       112.78816
       344.35324       113.27287
       344.23470       113.74033
       344.11624       114.07665
       343.99787       114.22800
       343.87958       114.22741
       343.76136       114.17868
       343.64323       114.20523
       343.52518       114.38944
       343.40721       114.73299
       343.28933       115.15782
       343.17152       115.54661
       343.05379       115.80189
       342.93615       115.89360
       342.81858       115.87167
       342.70110       115.83819
       342.58370       115.89457
       342.46637       116.08974
       342.34913       116.39359
       342.23197       116.72859
       342.11488       116.99693
       341.99788       117.13372
       341.88096       117.13883
       341.76412       117.07458
       341.64735       117.03357
       341.53067       117.09408
       341.41407       117.28523
       341.29755       117.57745
       341.18110       117.90039
       341.06474       118.17718
       340.94845       118.35767
       340.83225       118.43581
       340.71612       118.44573
       340.60007       118.44133
       340.48410       118.47068
       340.36821       118.55668
       340.25240       118.68887
       340.13667       118.82466
       340.02102       118.92608
       339.90544       118.95352
       339.78994       118.88399
       339.67453       118.72066
       339.55919       118.49394
       339.44393       118.25504
       339.32874       118.06239
       339.21364       117.96342
       339.09861       117.97703
       338.98366       118.08378
       338.86879       118.22994
       338.75400       118.34636
       338.63928       118.37645
       338.52465       118.30173
       338.41009       118.15291
       338.29560       117.99967
       338.18120       117.92219
       338.06687       117.97446
       337.95262       118.15347
       337.83845       118.42354
       337.72435       118.70929
       337.61033       118.93601
       337.49639       119.06375
       337.38253       119.10250
       337.26874       119.10397
       337.15503       119.13562
       337.04139       119.25020
       336.92783       119.46533
       336.81435       119.76093
       336.70095       120.09278
       336.58762       120.41301
       336.47436       120.68651
       336.36119       120.89704
       336.24809       121.04366
       336.13506       121.13371
       336.02211       121.17852
       335.90924       121.19121
       335.79644       121.18031
       335.68372       121.18979
       335.57108       121.24896
       335.45851       121.36803
       335.34601       121.53087
       335.23359       121.69601
       335.12125       121.81221
       335.00898       121.84281
       334.89679       121.78704
       334.78467       121.68573
       334.67263       121.60615
       334.56066       121.61189
       334.44877       121.73214
       334.33695       121.94659
       334.22520       122.19415
       334.11353       122.40167
       334.00194       122.51773
       333.89042       122.53430
       333.77897       122.48410
       333.66760       122.41442
       333.55631       122.37709
       333.44508       122.38823
       333.33394       122.43131
       333.22286       122.47546
       333.11186       122.49837
       333.00094       122.50036
       332.89008       122.50141
       332.77930       122.52411
       332.66860       122.57517
       332.55797       122.63874
       332.44741       122.68725
       332.33693       122.70293
       332.22651       122.69529
       332.11618       122.70095
       332.00591       122.76308
       331.89572       122.90158
       331.78560       123.09319
       331.67556       123.27750
       331.56559       123.38982
       331.45569       123.39816
       331.34586       123.33482
       331.23611       123.28708
       331.12643       123.35278
       331.01682       123.58202
       330.90728       123.93756
       330.79782       124.30083
       330.68843       124.52690
       330.57911       124.52352
       330.46986       124.31263
       330.36069       124.03739
       330.25159       123.90455
       330.14256       124.08657
       330.03360       124.63209
       329.92471       125.43271
       329.81590       126.26722
       329.70716       126.90427
       329.59849       127.21434
       329.48989       127.23580
       329.38136       127.13235
       329.27290       127.12313
       329.16452       127.36194
       329.05621       127.85657
       328.94796       128.46853
       328.83979       128.99108
       328.73169       129.26334
       328.62366       129.25884
       328.51571       129.10113
       328.40782       128.99874
       328.30000       129.13558
       328.19226       129.57605
       328.08458       130.23543
       327.97698       130.92896
       327.86945       131.47011
       327.76198       131.76284
       327.65459       131.83822
       327.54727       131.82301
       327.44002       131.86907
       327.33283       132.02222
       327.22572       132.24527
       327.11868       132.43927
       327.01171       132.50941
       326.90481       132.42451
       326.79798       132.22733
       326.69121       131.99104
       326.58452       131.75636
       326.47790       131.50198
       326.37135       131.18423
       326.26486       130.83708
       326.15845       130.67523
       326.05211       131.12276
       325.94583       132.71412
       325.83962       135.87710
       325.73349       140.67808
       325.62742       146.65031
       325.52142       152.81189
       325.41549       157.90869
       325.30963       160.74758
       325.20384       160.63288
       325.09812       157.59821
       324.99246       152.39286
       324.88688       146.22257
       324.78136       140.34768
       324.67591       135.70051
       324.57053       132.66729
       324.46522       131.09936
       324.35998       130.51566
       324.25480       130.38131
       324.14969       130.33028
       324.04466       130.24643
       323.93969       130.19794
       323.83478       130.29275
       323.72995       130.55155
       323.62518       130.86973
       323.52048       131.08009
       323.41585       131.06806
       323.31129       130.84898
       323.20679       130.58450
       323.10236       130.49740
       322.99800       130.74593
       322.89371       131.32883
       322.78948       132.07567
       322.68532       132.73071
       322.58123       133.08602
       322.47720       133.09253
       322.37325       132.88892
       322.26935       132.73206
       322.16553       132.86464
       322.06177       133.38827
       321.95808       134.20667
       321.85446       135.06677
       321.75090       135.67592
       321.64741       135.83654
       321.54399       135.53298
       321.44063       134.93203
       321.33734       134.30640
       321.23412       133.91177
       321.13096       133.88594
       321.02787       134.20781
       320.92484       134.72696
       320.82188       135.24183
       320.71899       135.58583
       320.61616       135.68469
       320.51340       135.56704
       320.41070       135.33439
       320.30807       135.11140
       320.20551       135.00011
       320.10301       135.05262
       320.00058       135.26501
       319.89821       135.58692
       319.79591       135.93950
       319.69367       136.23738
       319.59150       136.41058
       319.48940       136.42157
       319.38735       136.30446
       319.28538       136.13906
       319.18347       136.03343
       319.08162       136.08562
       318.97984       136.34016
       318.87813       136.76112
       318.77648       137.23733
       318.67489       137.62230
       318.57337       137.79440
       318.47191       137.71136
       318.37052       137.43334
       318.26919       137.10208
       318.16793       136.88368
       318.06673       136.89957
       317.96560       137.17596
       317.86453       137.63382
       317.76352       138.12262
       317.66258       138.48453
       317.56170       138.62440
       317.46089       138.51592
       317.36014       138.23518
       317.25946       137.92023
       317.15884       137.71628
       317.05828       137.72479
       316.95778       137.97093
       316.85735       138.39790
       316.75699       138.88718
       316.65668       139.29762
       316.55644       139.51191
       316.45627       139.47764
       316.35616       139.23019
       316.25611       138.88755
       316.15612       138.61416
       316.05620       138.56159
       315.95634       138.80532
       315.85654       139.30359
       315.75681       139.90046
       315.65714       140.38001
       315.55753       140.55028
       315.45798       140.33471
       315.35850       139.81765
       315.25908       139.22273
       315.15973       138.82582
       315.06043       138.83636
       314.96120       139.29973
       314.86203       140.06801
       314.76292       140.85760
       314.66388       141.37171
       314.56490       141.43348
       314.46598       141.06747
       314.36712       140.48957
       314.26832       140.00753
       314.16959       139.87730
       314.07092       140.18235
       313.97231       140.79318
       313.87376       141.42650
       313.77528       141.77631
       313.67685       141.65508
       313.57849       141.07897
       313.48019       140.25861
       313.38195       139.50191
       313.28377       139.07666
       313.18566       139.09748
       313.08760       139.48768
       312.98961       140.02921
       312.89168       140.47213
       312.79381       140.64947
       312.69600       140.54447
       312.59825       140.28335
       312.50056       140.06381
       312.40294       140.05790
       312.30537       140.33681
       312.20787       140.84963
       312.11043       141.46020
       312.01304       142.38669
       311.91572       144.60065
       311.81846       145.23298
       311.72126       145.15602
       311.62412       144.89577
       311.52704       144.64141
       311.43002       144.37452
       311.33307       144.02953
       311.23617       143.60397
       311.13933       143.18083
       311.04255       142.87730
       310.94584       142.76997
       310.84918       142.84884
       310.75258       143.02688
       310.65604       143.19488
       310.55957       143.28560
       310.46315       143.31019
       310.36679       143.35027
       310.27050       143.48816
       310.17426       143.77370
       310.07808       144.19253
       309.98196       144.67841
       309.88590       145.15729
       309.78990       145.59316
       309.69396       146.00753
       309.59808       146.46057
       309.50226       147.00540
       309.40650       147.64277
       309.31080       148.30353
       309.21515       148.87062
       309.11957       149.23016
       309.02404       149.32522
       308.92858       149.18416
       308.83317       148.90933
       308.73782       148.63257
       308.64253       148.46024
       308.54730       148.43457
       308.45213       148.52875
       308.35702       148.67523
       308.26196       148.79353
       308.16697       148.83672
       308.07203       148.80068
       307.97715       148.71212
       307.88233       148.60575
       307.78757       148.50514
       307.69286       148.41807
       307.59822       148.34584
       307.50363       148.29729
       307.40910       148.29543
       307.31463       148.37015
       307.22022       148.54038
       307.12586       148.79649
       307.03157       149.09517
       306.93733       149.37237
       306.84314       149.57014
       306.74902       149.66483
       306.65495       149.68279
       306.56095       149.69533
       306.46700       149.79493
       306.37310       150.06369
       306.27927       150.53961
       306.18549       151.20957
       306.09177       152.01332
       305.99811       152.86135
       305.90450       153.65740
       305.81095       154.31748
       305.71746       154.78171
       305.62402       155.01990
       305.53065       155.03360
       305.43733       154.85643
       305.34406       154.55161
       305.25086       154.20393
       305.15771       153.90387
       305.06461       153.72561
       304.97158       153.70447
       304.87860       153.82272
       304.78568       154.01134
       304.69281       154.17119
       304.60000       154.20964
       304.50725       154.08188
       304.41455       153.82214
       304.32191       153.56046
       304.22933       153.49546
       304.13680       153.84550
       304.04433       154.78036
       303.95192       156.35325
       303.85956       158.45631
       303.76726       160.81889
       303.67501       163.05643
       303.58282       164.76203
       303.49069       165.61644
       303.39861       165.48241
       303.30658       164.45045
       303.21462       162.81711
       303.12271       160.99937
       303.03085       159.41202
       302.93905       158.34954
       302.84731       157.91279
       302.75562       158.00432
       302.66399       158.38949
       302.57241       158.79408
       302.48089       158.99594
       302.38942       158.91364
       302.29801       158.58300
       302.20665       158.12066
       302.11535       157.66182
       302.02410       157.30515
       301.93291       157.08805
       301.84178       156.99540
       301.75070       156.98836
       301.65967       157.03269
       301.56870       157.11105
       301.47778       157.21656
       301.38692       157.33746
       301.29612       157.44773
       301.20536       157.51327
       301.11467       157.51215
       301.02402       157.45621
       300.93344       157.39906
       300.84290       157.42143
       300.75242       157.59801
       300.66200       157.95875
       300.57163       158.46072
       300.48131       159.02939
       300.39105       159.55652
       300.30084       159.95036
       300.21069       160.17153
       300.12059       160.24215
       300.03055       160.22841
       299.94055       160.20778
       299.85062       160.23786
       299.76073       160.34128
       299.67090       160.51028
       299.58113       160.72332
       299.49141       160.96079
       299.40174       161.20942
       299.31212       161.45454
       299.22256       161.66815
       299.13306       161.80486
       299.04360       161.81281
       298.95420       161.65719
       298.86486       161.34427
       298.77556       160.93021
       298.68632       160.50421
       298.59714       160.17820
       298.50800       160.02765
       298.41892       160.07016
       298.32989       160.26493
       298.24092       160.53460
       298.15200       160.79987
       298.06313       161.00993
       297.97432       161.15527
       297.88555       161.26012
       297.79685       161.36207
       297.70819       161.49203
       297.61959       161.66522
       297.53103       161.88521
       297.44254       162.15438
       297.35409       162.48049
       297.26570       162.87277
       297.17736       163.32874
       297.08907       163.82113
       297.00083       164.29556
       296.91265       164.68457
       296.82452       164.93371
       296.73644       165.02648
       296.64842       164.99639
       296.56044       164.91635
       296.47252       164.87021
       296.38465       164.91927
       296.29683       165.07948
       296.20907       165.31945
       296.12135       165.57806
       296.03369       165.79127
       295.94608       165.91403
       295.85852       165.92812
       295.77102       165.83588
       295.68356       165.64826
       295.59616       165.37773
       295.50881       165.04141
       295.42151       164.67121
       295.33426       164.32122
       295.24706       164.06257
       295.15992       163.96343
       295.07283       164.06279
       294.98578       164.35334
       294.89879       164.76644
       294.81185       165.20915
       294.72497       165.59751
       294.63813       165.88827
       294.55134       166.09180
       294.46461       166.25873
       294.37792       166.44818
       294.29129       166.69500
       294.20471       166.99374
       294.11818       167.30685
       294.03170       167.59092
       293.94527       167.82428
       293.85889       168.01890
       293.77256       168.20948
       293.68629       168.42683
       293.60006       168.67238
       293.51389       168.91094
       293.42776       169.08798
       293.34169       169.16247
       293.25566       169.13804
       293.16969       169.07548
       293.08377       169.04767
       292.99789       169.12337
       292.91207       169.32475
       292.82630       169.61219
       292.74058       169.90316
       292.65490       170.11407
       292.56928       170.20275
       292.48371       170.18822
       292.39819       170.13747
       292.31272       170.12728
       292.22730       170.20319
       292.14192       170.35902
       292.05660       170.54791
       291.97133       170.71690
       291.88611       170.84310
       291.80094       170.94864
       291.71581       171.08444
       291.63074       171.29284
       291.54572       171.57259
       291.46074       171.87192
       291.37582       172.12007
       291.29094       172.24689
       291.20612       172.25121
       291.12134       172.20318
       291.03661       172.20927
       290.95194       172.35401
       290.86731       172.64953
       290.78273       173.02380
       290.69820       173.35774
       290.61372       173.55218
       290.52929       173.58555
       290.44491       173.52581
       290.36057       173.48517
       290.27629       173.54182
       290.19205       173.67829
       290.10786       173.78388
       290.02373       173.73688
       289.93964       173.53464
       289.85560       173.40194
       289.77160       173.80308
       289.68766       175.32077
       289.60377       178.42906
       289.51992       183.21939
       289.43612       189.25850
       289.35237       195.60458
       289.26867       201.02820
       289.18502       204.37102
       289.10142       204.91132
       289.01786       202.59706
       288.93436       198.05623
       288.85090       192.38232
       288.76749       186.78105
       288.68412       182.21443
       288.60081       179.16999
       288.51754       177.62291
       288.43433       177.17587
       288.35116       177.29410
       288.26803       177.52780
       288.18496       177.63846
       288.10193       177.60139
       288.01895       177.51573
       287.93602       177.48722
       287.85314       177.54652
       287.77030       177.64174
       287.68752       177.67833
       287.60478       177.58522
       287.52208       177.35850
       287.43944       177.06107
       287.35684       176.78476
       287.27429       176.60190
       287.19179       176.53538
       287.10933       176.56176
       287.02693       176.64054
       286.94456       176.74804
       286.86225       176.89379
       286.77999       177.11022
       286.69777       177.42404
       286.61559       177.82913
       286.53347       178.27902
       286.45139       178.70504
       286.36936       179.05009
       286.28738       179.29843
       286.20544       179.48280
       286.12355       179.66200
       286.04171       179.90748
       285.95991       180.25010
       285.87816       180.67155
       285.79646       181.11754
       285.71480       181.52623
       285.63319       181.85664
       285.55163       182.10197
       285.47011       182.28233
       285.38864       182.42398
       285.30722       182.53911
       285.22584       182.61902
       285.14451       182.64431
       285.06323       182.60485
       284.98199       182.51629
       284.90080       182.42174
       284.81965       182.37624
       284.73856       182.42183
       284.65750       182.56698
       284.57650       182.78159
       284.49554       183.00868
       284.41462       183.18367
       284.33375       183.28249
       284.25293       183.30699
       284.17215       183.28429
       284.09142       183.25194
       284.01074       183.24105
       283.93010       183.26830
       283.84951       183.33918
       283.76896       183.45745
       283.68846       183.63200
       283.60800       183.87467
       283.52759       184.18922
       283.44722       184.55862
       283.36691       184.94001
       283.28663       185.27338
       283.20640       185.50234
       283.12622       185.59771
       283.04608       185.57249
       282.96599       185.47998
       282.88594       185.39547
       282.80594       185.38835
       282.72598       185.49508
       282.64607       185.73015
       282.56621       186.07114
       282.48639       186.47799
       282.40661       186.90937
       282.32688       187.33026
       282.24719       187.71080
       282.16755       188.02149
       282.08796       188.23192
       282.00841       188.31743
       281.92890       188.27227
       281.84944       188.12153
       281.77002       187.92322
       281.69065       187.75585
       281.61132       187.69404
       281.53204       187.78210
       281.45280       188.01723
       281.37361       188.35026
       281.29446       188.70394
       281.21536       189.00064
       281.13630       189.18707
       281.05728       189.24552
       280.97831       189.19993
       280.89938       189.09377
       280.82050       188.97509
       280.74166       188.88507
       280.66287       188.85367
       280.58412       188.90086
       280.50542       189.03844
       280.42675       189.26859
       280.34814       189.57920
       280.26957       189.93995
       280.19104       190.30428
       280.11255       190.61943
       280.03411       190.84253
       279.95571       190.95577
       279.87736       190.97379
       279.79905       190.93903
       279.72079       190.90686
       279.64256       190.92693
       279.56439       191.02876
       279.48625       191.21785
       279.40816       191.48357
       279.33011       191.79417
       279.25211       192.12017
       279.17415       192.43494
       279.09623       192.71287
       279.01836       192.92773
       278.94053       193.05477
       278.86275       193.07794
       278.78500       192.99946
       278.70730       192.84597
       278.62965       192.66584
       278.55204       192.51654
       278.47447       192.44619
       278.39694       192.47726
       278.31946       192.59995
       278.24202       192.77856
       278.16462       192.96768
       278.08727       193.13052
       278.00995       193.25090
       277.93269       193.33422
       277.85546       193.39974
       277.77828       193.47138
       277.70114       193.55211
       277.62404       193.63917
       277.54699       193.72682
       277.46998       193.81364
       277.39301       193.90750
       277.31609       194.02326
       277.23920       194.17434
       277.16236       194.36325
       277.08557       194.57673
       277.00881       194.78871
       276.93210       194.97013
       276.85543       195.10060
       276.77880       195.17635
       276.70222       195.21106
       276.62567       195.22981
       276.54917       195.25983
       276.47271       195.32252
       276.39630       195.42935
       276.31992       195.58182
       276.24359       195.77465
       276.16730       196.00189
       276.09106       196.23599
       276.01485       196.45052
       275.93869       196.61945
       275.86257       196.72255
       275.78649       196.75336
       275.71045       196.72408
       275.63446       196.66372
       275.55850       196.60904
       275.48259       196.59170
       275.40672       196.62779
       275.33089       196.71534
       275.25511       196.84135
       275.17936       196.99446
       275.10366       197.17583
       275.02800       197.40121
       274.95238       197.69190
       274.87680       198.05884
       274.80127       198.48854
       274.72577       198.93978
       274.65032       199.35536
       274.57491       199.68566
       274.49954       199.89670
       274.42421       199.99299
       274.34892       200.00881
       274.27367       199.98874
       274.19847       199.96694
       274.12330       199.95635
       274.04818       199.95472
       273.97310       199.96427
       273.89806       200.01344
       273.82306       200.16579
       273.74810       200.50675
       273.67318       201.10963
       273.59831       201.99404
       273.52347       203.09616
       273.44868       204.26704
       273.37392       205.30435
       273.29921       206.00865
       273.22454       206.24423
       273.14991       205.98212
       273.07532       205.30932
       273.00077       204.40146
       272.92626       203.47258
       272.85179       202.71415
       272.77736       202.24994
       272.70297       202.11625
       272.62863       202.27002
       272.55432       202.61742
       272.48006       203.05049
       272.40583       203.47934
       272.33165       203.85139
       272.25750       204.15535
       272.18340       204.41198
       272.10934       204.65752
       272.03531       204.92570
       271.96133       205.23390
       271.88739       205.57651
       271.81348       205.92638
       271.73962       206.24278
       271.66580       206.48260
       271.59202       206.61126
       271.51828       206.60913
       271.44457       206.47124
       271.37091       206.22343
       271.29729       205.90249
       271.22371       205.55505
       271.15016       205.23243
       271.07666       204.98174
       271.00320       204.83458
       270.92978       204.79579
       270.85639       204.83722
       270.78305       204.90195
       270.70975       204.92166
       270.63648       204.84348
       270.56326       204.65677
       270.49008       204.40692
       270.41693       204.18680
       270.34382       204.10571
       270.27076       204.24757
       270.19773       204.63759
       270.12475       205.23583
       270.05180       205.96437
       269.97889       206.75631
       269.90602       207.60016
       269.83319       208.58279
       269.76040       209.83890
       269.68765       211.48590
       269.61494       213.54062
       269.54227       215.85944
       269.46963       218.13766
       269.39704       219.97888
       269.32448       221.01390
       269.25197       221.02462
       269.17949       220.02234
       269.10705       218.24753
       269.03465       216.08976
       268.96229       213.96049
       268.88997       212.16971
       268.81769       210.85369
       268.74545       209.97638
       268.67324       209.39418
       268.60108       208.94793
       268.52895       208.53856
       268.45686       208.15494
       268.38481       207.84776
       268.31280       207.69646
       268.24083       207.73754
       268.16889       207.94457
       268.09700       208.24161
       268.02514       208.54053
       267.95332       208.78091
       267.88155       208.95182
       267.80980       209.08726
       267.73810       209.24202
       267.66644       209.46377
       267.59481       209.77635
       267.52322       210.17962
       267.45167       210.66053
       267.38016       211.20413
       267.30869       211.79567
       267.23725       212.41304
       267.16586       213.01726
       267.09450       213.55138
       267.02318       213.95321
       266.95190       214.17887
       266.88065       214.22602
       266.80945       214.13237
       266.73828       213.97095
       266.66715       213.81946
       266.59606       213.72917
       266.52500       213.70776
       266.45399       213.72398
       266.38301       213.73048
       266.31207       213.69192
       266.24116       213.60329
       266.17030       213.48939
       266.09947       213.38793
       266.02868       213.32737
       265.95793       213.31337
       265.88721       213.33128
       265.81654       213.36220
       265.74590       213.40158
       265.67529       213.46801
       265.60473       213.59619
       265.53420       213.81799
       265.46371       214.14390
       265.39326       214.55754
       265.32285       215.01642
       265.25247       215.48196
       265.18213       215.93775
       265.11183       216.39545
       265.04156       216.88280
       264.97133       217.41934
       264.90114       217.99379
       264.83099       218.55647
       264.76087       219.03256
       264.69079       219.35015
       264.62075       219.46903
       264.55074       219.39577
       264.48077       219.17846
       264.41084       218.88507
       264.34095       218.57795
       264.27109       218.29722
       264.20127       218.05917
       264.13149       217.86650
       264.06174       217.72036
       263.99203       217.62584
       263.92236       217.58937
       263.85272       217.59495
       263.78312       217.61370
       263.71356       217.60962
       263.64403       217.55883
       263.57454       217.47095
       263.50509       217.39808
       263.43567       217.42276
       263.36629       217.62747
       263.29695       218.05929
       263.22764       218.70682
       263.15837       219.50158
       263.08914       220.34313
       263.01994       221.13504
       262.95078       221.81387
       262.88165       222.35803
       262.81256       222.77577
       262.74351       223.08313
       262.67450       223.28764
       262.60552       223.38789
       262.53657       223.38815
       262.46767       223.31661
       262.39880       223.21482
       262.32996       223.13367
       262.26116       223.10112
       262.19240       223.09697
       262.12367       223.05203
       262.05498       222.87681
       261.98633       222.50850
       261.91771       221.95187
       261.84912       221.29043
       261.78058       220.65848
       261.71207       220.18652
       261.64359       219.94845
       261.57515       219.93895
       261.50675       220.09310
       261.43838       220.33493
       261.37005       220.62381
       261.30175       220.96787
       261.23349       221.39472
       261.16527       221.89938
       261.09708       222.41106
       261.02892       222.81707
       260.96081       223.05263
       260.89272       223.22236
       260.82468       223.68568
       260.75666       225.03731
       260.68869       227.95179
       260.62075       232.92407
       260.55284       239.99841
       260.48497       248.60347
       260.41714       257.58422
       260.34934       265.45003
       260.28157       270.76934
       260.21385       272.57665
       260.14615       270.64558
       260.07849       265.53065
       260.01087       258.36925
       259.94328       250.52551
       259.87573       243.21156
       259.80821       237.21708
       259.74073       232.82188
       259.67328       229.88554
       259.60587       228.04113
       259.53849       226.90835
       259.47115       226.21324
       259.40384       225.81936
       259.33657       225.67979
       259.26933       225.76440
       259.20213       226.01360
       259.13496       226.34045
       259.06783       226.66794
       259.00073       226.96811
       258.93366       227.27207
       258.86663       227.64190
       258.79964       228.12145
       258.73268       228.69687
       258.66575       229.29260
       258.59886       229.80744
       258.53201       230.17164
       258.46519       230.39327
       258.39840       230.56675
       258.33165       230.83687
       258.26493       231.33236
       258.19825       232.09746
       258.13160       233.09113
       258.06498       234.17116
       257.99840       235.15051
       257.93186       235.86209
       257.86535       236.20796
       257.79887       236.17863
       257.73242       235.84117
       257.66602       235.30795
       257.59964       234.70182
       257.53330       234.12976
       257.46699       233.66846
       257.40072       233.35905
       257.33448       233.20634
       257.26828       233.18098
       257.20211       233.22654
       257.13598       233.27424
       257.06987       233.26467
       257.00381       233.17025
       256.93777       233.00887
       256.87177       232.83981
       256.80581       232.74004
       256.73987       232.78635
       256.67398       233.01431
       256.60811       233.40851
       256.54228       233.91128
       256.47648       234.44615
       256.41072       234.94542
       256.34499       235.36918
       256.27929       235.70935
       256.21363       235.98011
       256.14800       236.20299
       256.08241       236.39558
       256.01685       236.56875
       255.95132       236.73052
       255.88583       236.89036
       255.82037       237.05841
       255.75494       237.23839
       255.68954       237.41895
       255.62418       237.57073
       255.55886       237.65426
       255.49356       237.63691
       255.42830       237.51106
       255.36308       237.30901
       255.29788       237.09426
       255.23272       236.94309
       255.16760       236.91894
       255.10250       237.05134
       255.03744       237.32877
       254.97241       237.70716
       254.90742       238.12836
       254.84246       238.53897
       254.77753       238.90139
       254.71264       239.19495
       254.64777       239.41089
       254.58294       239.54770
       254.51815       239.61128
       254.45339       239.61931
       254.38866       239.60443
       254.32396       239.61025
       254.25930       239.67821
       254.19466       239.82956
       254.13007       240.05254
       254.06550       240.30461
       254.00097       240.51317
       253.93647       240.61595
       253.87200       240.58334
       253.80757       240.43028
       253.74316       240.21050
       253.67879       239.99480
       253.61446       239.84407
       253.55015       239.78931
       253.48588       239.82691
       253.42164       239.92875
       253.35744       240.05983
       253.29326       240.19311
       253.22912       240.31487
       253.16501       240.42057
       253.10094       240.50708
       253.03689       240.56888
       252.97288       240.60185
       252.90890       240.61245
       252.84496       240.62508
       252.78104       240.68331
       252.71716       240.84558
       252.65331       241.12646
       252.58949       241.52048
       252.52571       241.99034
       252.46196       242.47651
       252.39824       242.92027
       252.33455       243.28632
       252.27089       243.57400
       252.20727       243.81175
       252.14367       244.03820
       252.08011       244.28007
       252.01658       244.53799
       251.95309       244.78686
       251.88962       244.98913
       251.82619       245.11304
       251.76279       245.14611
       251.69942       245.09782
       251.63609       244.99219
       251.57278       244.85634
       251.50951       244.71229
       251.44627       244.57775
       251.38306       244.47593
       251.31988       244.41555
       251.25674       244.41442
       251.19362       244.48628
       251.13054       244.62849
       251.06749       244.81565
       251.00447       245.00364
       250.94148       245.14413
       250.87853       245.20403
       250.81560       245.18045
       250.75271       245.10351
       250.68985       245.02538
       250.62702       245.00062
       250.56422       245.06733
       250.50145       245.23726
       250.43872       245.49817
       250.37602       245.82478
       250.31334       246.19110
       250.25070       246.57731
       250.18809       246.96937
       250.12551       247.35453
       250.06297       247.71880
       250.00045       248.04903
       249.93797       248.34214
       249.87551       248.61248
       249.81309       248.89190
       249.75070       249.21901
       249.68834       249.62081
       249.62601       250.09531
       249.56372       250.60514
       249.50145       251.08744
       249.43921       251.47710
       249.37701       251.73323
       249.31484       251.85629
       249.25269       251.88755
       249.19058       251.89111
       249.12850       251.92732
       249.06645       252.03019
       249.00443       252.19873
       248.94245       252.40448
       248.88049       252.60929
       248.81856       252.78011
       248.75667       252.88945
       248.69480       252.95241
       248.63297       252.97781
       248.57117       252.96817
       248.50940       252.92109
       248.44765       252.83548
       248.38594       252.72042
       248.32426       252.59954
