  Wavelength(um)        Flux(Jy)
       248.26261       252.50638
       248.20099       252.47236
       248.13941       252.51375
       248.07785       252.62578
       248.01632       252.78782
       247.95482       252.97733
       247.89336       253.18458
       247.83192       253.41958
       247.77052       253.70672
       247.70914       254.06994
       247.64780       254.51694
       247.58648       255.03149
       247.52520       255.57301
       247.46395       256.07500
       247.40272       256.53563
       247.34153       256.95016
       247.28037       257.32199
       247.21924       257.65455
       247.15813       257.93872
       247.09706       258.15021
       247.03602       258.26027
       246.97501       258.25447
       246.91403       258.14852
       246.85308       257.99043
       246.79215       257.84528
       246.73126       257.76855
       246.67040       257.78112
       246.60957       257.85886
       246.54877       257.94314
       246.48800       257.96737
       246.42726       257.88692
       246.36655       257.69787
       246.30586       257.43634
       246.24521       257.15422
       246.18459       256.87567
       246.12400       256.66662
       246.06344       256.54297
       246.00290       256.49915
       245.94240       256.52885
       245.88193       256.63350
       245.82149       256.81903
       245.76107       257.08344
       245.70069       257.40462
       245.64034       257.73852
       245.58001       258.03189
       245.51972       258.24492
       245.45945       258.37208
       245.39922       258.44918
       245.33901       258.54116
       245.27883       258.71550
       245.21869       259.01351
       245.15857       259.43329
       245.09848       259.93155
       245.03842       260.44193
       244.97839       260.89378
       244.91840       261.21378
       244.85843       261.40493
       244.79848       261.46506
       244.73857       261.39314
       244.67869       261.19191
       244.61884       260.87551
       244.55901       260.48218
       244.49922       260.08110
       244.43945       259.76354
       244.37972       259.61709
       244.32001       259.69191
       244.26033       259.97523
       244.20069       260.38861
       244.14107       260.81252
       244.08148       261.12946
       244.02192       261.26708
       243.96238       261.22193
       243.90288       261.05364
       243.84341       260.85328
       243.78396       260.70223
       243.72454       260.63767
       243.66516       260.63483
       243.60580       260.67107
       243.54647       260.70762
       243.48717       260.72498
       243.42790       260.73462
       243.36866       260.76814
       243.30944       260.85541
       243.25026       261.00537
       243.19110       261.19996
       243.13197       261.40332
       243.07288       261.57922
       243.01381       261.70592
       242.95476       261.77977
       242.89575       261.80711
       242.83677       261.79090
       242.77781       261.72202
       242.71889       261.58137
       242.65999       261.35237
       242.60112       261.03610
       242.54228       260.65989
       242.48346       260.27564
       242.42468       259.95121
       242.36593       259.72493
       242.30720       259.62128
       242.24850       259.64352
       242.18983       259.77946
       242.13119       260.01170
       242.07258       260.32339
       242.01399       260.69666
       241.95543       261.10741
       241.89691       261.52306
       241.83841       261.90886
       241.77993       262.24175
       241.72149       262.52464
       241.66308       262.79079
       241.60469       263.09224
       241.54633       263.47467
       241.48800       263.94980
       241.42970       264.48010
       241.37142       264.98560
       241.31318       265.37204
       241.25496       265.57116
       241.19677       265.57858
       241.13861       265.41451
       241.08047       265.14888
       241.02237       264.85743
       240.96429       264.58727
       240.90624       264.34473
       240.84822       264.10675
       240.79023       263.84756
       240.73226       263.56380
       240.67432       263.28291
       240.61641       263.04971
       240.55853       262.89967
       240.50068       262.83520
       240.44285       262.82034
       240.38505       262.79855
       240.32728       262.72471
       240.26954       262.59387
       240.21182       262.45013
       240.15413       262.36993
       240.09647       262.42774
       240.03884       262.66710
       239.98124       263.09921
       239.92366       263.64375
       239.86611       264.22542
       239.80859       264.79026
       239.75109       265.31802
       239.69363       265.81822
       239.63619       266.31044
       239.57878       266.80304
       239.52139       267.28421
       239.46403       267.73047
       239.40671       268.12555
       239.34940       268.47551
       239.29213       268.80777
       239.23488       269.15236
       239.17766       269.51586
       239.12047       269.86479
       239.06331       270.13136
       239.00617       270.24164
       238.94906       270.15237
       238.89198       269.87590
       238.83492       269.48221
       238.77789       269.08180
       238.72089       268.72562
       238.66392       268.43294
       238.60697       268.17660
       238.55005       267.90621
       238.49316       267.58882
       238.43629       267.23806
       238.37945       266.91344
       238.32264       266.68931
       238.26586       266.61173
       238.20910       266.67042
       238.15237       266.80478
       238.09567       266.94305
       238.03899       267.05228
       237.98234       267.16787
       237.92572       267.38137
       237.86913       267.78923
       237.81256       268.42981
       237.75602       269.24633
       237.69950       270.10089
       237.64302       270.83819
       237.58655       271.36742
       237.53012       271.68166
       237.47371       271.86828
       237.41733       272.03249
       237.36098       272.21252
       237.30465       272.34399
       237.24835       272.31133
       237.19208       272.07799
       237.13583       271.83262
       237.07961       272.06023
       237.02342       273.46535
       236.96725       276.73678
       236.91111       282.22593
       236.85500       289.67049
       236.79891       298.10070
       236.74285       306.00491
       236.68682       311.72748
       236.63081       313.96900
       236.57483       312.20493
       236.51888       306.86093
       236.46295       299.17500
       236.40705       290.79945
       236.35117       283.29571
       236.29532       277.70974
       236.23950       274.37203
       236.18371       272.96592
       236.12794       272.79888
       236.07219       273.14005
       236.01648       273.48203
       235.96079       273.64060
       235.90512       273.69069
       235.84948       273.80828
       235.79387       274.11577
       235.73829       274.60501
       235.68273       275.15785
       235.62719       275.62951
       235.57169       275.93334
       235.51621       276.07644
       235.46075       276.13252
       235.40532       276.17772
       235.34992       276.23458
       235.29454       276.25874
       235.23919       276.17296
       235.18387       275.94157
       235.12857       275.60044
       235.07330       275.25802
       235.01805       275.04749
       234.96283       275.05798
       234.90764       275.28548
       234.85247       275.63206
       234.79733       275.95513
       234.74221       276.14057
       234.68712       276.16106
       234.63205       276.08938
       234.57701       276.06128
       234.52200       276.20936
       234.46701       276.60257
       234.41205       277.22105
       234.35711       277.97452
       234.30220       278.74921
       234.24732       279.45536
       234.19246       280.05071
       234.13763       280.53082
       234.08282       280.89666
       234.02804       281.15407
       233.97328       281.28572
       233.91855       281.27535
       233.86385       281.13742
       233.80917       280.93277
       233.75451       280.75719
       233.69989       280.70449
       233.64528       280.82207
       233.59070       281.08338
       233.53615       281.39409
       233.48163       281.63096
       233.42713       281.69521
       233.37265       281.55404
       233.31820       281.25064
       233.26378       280.87960
       233.20938       280.54258
       233.15500       280.30789
       233.10065       280.19357
       233.04633       280.17857
       232.99203       280.23024
       232.93776       280.32742
       232.88351       280.48339
       232.82929       280.71811
       232.77509       281.03801
       232.72092       281.42038
       232.66678       281.81666
       232.61266       282.17554
       232.55856       282.47338
       232.50449       282.73333
       232.45044       283.02012
       232.39642       283.41103
       232.34243       283.95681
       232.28846       284.65265
       232.23451       285.43416
       232.18059       286.20011
       232.12670       286.84979
       232.07283       287.31601
       232.01898       287.57856
       231.96516       287.65470
       231.91137       287.57625
       231.85760       287.36947
       231.80385       287.05118
       231.75013       286.63276
       231.69643       286.14575
       231.64276       285.65077
       231.58912       285.22876
       231.53550       284.95464
       231.48190       284.86481
       231.42833       284.93599
       231.37478       285.08838
       231.32126       285.21399
       231.26776       285.21859
       231.21429       285.05833
       231.16084       284.75505
       231.10742       284.38481
       231.05402       284.04676
       231.00065       283.82772
       230.94730       283.77776
       230.89398       283.90454
       230.84068       284.18399
       230.78740       284.57795
       230.73415       285.05050
       230.68092       285.57977
       230.62772       286.12847
       230.57455       286.66948
       230.52139       287.18132
       230.46827       287.65223
       230.41516       288.08648
       230.36208       288.50481
       230.30903       288.93579
       230.25600       289.40051
       230.20299       289.89794
       230.15001       290.39928
       230.09706       290.85504
       230.04412       291.21220
       229.99122       291.43296
       229.93833       291.50604
       229.88547       291.44549
       229.83264       291.27919
       229.77983       291.03474
       229.72704       290.73127
       229.67428       290.38125
       229.62154       290.00270
       229.56883       289.63643
       229.51614       289.31195
       229.46347       289.07413
       229.41083       288.95866
       229.35821       288.97358
       229.30562       289.09325
       229.25305       289.26609
       229.20051       289.43284
       229.14799       289.54731
       229.09549       289.59048
       229.04302       289.57312
       228.99057       289.52820
       228.93814       289.49886
       228.88574       289.52814
       228.83337       289.65375
       228.78101       289.90623
       228.72868       290.30662
       228.67638       290.86089
       228.62410       291.55223
       228.57184       292.33633
       228.51961       293.14764
       228.46740       293.92097
       228.41521       294.58343
       228.36305       295.10480
       228.31092       295.49957
       228.25880       295.81644
       228.20671       296.11619
       228.15464       296.44545
       228.10260       296.81849
       228.05058       297.21459
       227.99859       297.59074
       227.94662       297.90186
       227.89467       298.11750
       227.84275       298.22790
       227.79084       298.23850
       227.73897       298.15966
       227.68711       297.99965
       227.63529       297.76655
       227.58348       297.47718
       227.53170       297.16619
       227.47994       296.88714
       227.42820       296.70234
       227.37649       296.66518
       227.32480       296.80326
       227.27314       297.11362
       227.22150       297.57072
       227.16988       298.14272
       227.11828       298.80525
       227.06671       299.54298
       227.01517       300.33676
       226.96364       301.14431
       226.91214       301.88818
       226.86066       302.46325
       226.80921       302.76603
       226.75778       302.73542
       226.70637       302.38607
       226.65499       301.81609
       226.60363       301.18185
       226.55229       300.64759
       226.50098       300.33030
       226.44968       300.26325
       226.39842       300.39283
       226.34717       300.60699
       226.29595       300.77862
       226.24475       300.83131
       226.19358       300.74115
       226.14243       300.53767
       226.09130       300.28253
       226.04019       300.04207
       225.98911       299.86880
       225.93805       299.79679
       225.88701       299.84682
       225.83600       300.03200
       225.78501       300.35649
       225.73404       300.80744
       225.68310       301.34651
       225.63218       301.91027
       225.58128       302.42376
       225.53040       302.82389
       225.47955       303.08223
       225.42872       303.21553
       225.37791       303.27803
       225.32713       303.33889
       225.27637       303.45307
       225.22563       303.63568
       225.17492       303.89362
       225.12423       304.20183
       225.07356       304.52597
       225.02291       304.83479
       224.97229       305.09988
       224.92168       305.28888
       224.87111       305.36129
       224.82055       305.27497
       224.77002       305.00427
       224.71951       304.56185
       224.66902       304.01059
       224.61856       303.45517
       224.56811       303.01220
       224.51769       302.77003
       224.46730       302.75615
       224.41692       302.92807
       224.36657       303.19291
       224.31624       303.44677
       224.26594       303.61560
       224.21565       303.67639
       224.16539       303.64697
       224.11515       303.59713
       224.06494       303.58264
       224.01474       303.63281
       223.96457       303.75270
       223.91442       303.93937
       223.86430       304.20149
       223.81419       304.56757
       223.76411       305.07545
       223.71405       305.74749
       223.66401       306.56560
       223.61400       307.46151
       223.56401       308.33021
       223.51404       309.06236
       223.46409       309.58108
       223.41417       309.86655
       223.36426       309.95771
       223.31438       309.93218
       223.26453       309.87521
       223.21469       309.85249
       223.16488       309.89494
       223.11508       309.99537
       223.06532       310.14301
       223.01557       310.30892
       222.96584       310.45480
       222.91614       310.53361
       222.86646       310.49039
       222.81680       310.27127
       222.76717       309.84154
       222.71755       309.20621
       222.66796       308.42239
       222.61839       307.59463
       222.56884       306.85198
       222.51932       306.31435
       222.46981       306.06123
       222.42033       306.11456
       222.37087       306.44061
       222.32143       306.96704
       222.27202       307.60538
       222.22262       308.26980
       222.17325       308.88763
       222.12390       309.40397
       222.07457       309.78549
       222.02527       310.02678
       221.97598       310.15769
       221.92672       310.24493
       221.87748       310.38130
       221.82826       310.66123
       221.77907       311.14912
       221.72989       311.85300
       221.68074       312.71581
       221.63161       313.62962
       221.58250       314.46750
       221.53341       315.11993
       221.48434       315.52097
       221.43530       315.65577
       221.38628       315.55076
       221.33727       315.25617
       221.28830       314.83176
       221.23934       314.34175
       221.19040       313.85571
       221.14149       313.44708
       221.09260       313.18140
       221.04372       313.09449
       220.99487       313.16987
       220.94605       313.32988
       220.89724       313.45124
       220.84846       313.40459
       220.79969       313.10401
       220.75095       312.54559
       220.70223       311.81660
       220.65353       311.07010
       220.60486       310.47530
       220.55620       310.16508
       220.50757       310.20188
       220.45895       310.57298
       220.41036       311.21089
       220.36179       312.02386
       220.31324       312.91985
       220.26472       313.81573
       220.21621       314.63499
       220.16773       315.30554
       220.11926       315.76791
       220.07082       315.99736
       220.02240       316.03253
       219.97400       315.94510
       219.92562       315.85815
       219.87727       315.89727
       219.82893       316.14041
       219.78062       316.58633
       219.73232       317.15488
       219.68405       317.72027
       219.63580       318.16107
       219.58757       318.40305
       219.53937       318.43566
       219.49118       318.29803
       219.44301       318.04750
       219.39487       317.73170
       219.34674       317.38070
       219.29864       317.02084
       219.25056       316.69626
       219.20250       316.47809
       219.15446       316.44812
       219.10644       316.66134
       219.05845       317.10894
       219.01047       317.70873
       218.96252       318.30483
       218.91458       318.74713
       218.86667       318.94824
       218.81878       318.91884
       218.77091       318.75994
       218.72306       318.61386
       218.67523       318.59984
       218.62742       318.76780
       218.57963       319.09272
       218.53186       319.50798
       218.48412       319.95367
       218.43639       320.40772
       218.38869       320.88036
       218.34101       321.37695
       218.29334       321.85664
       218.24570       322.21955
       218.19808       322.33919
       218.15048       322.12770
       218.10290       321.59775
       218.05534       320.88154
       218.00781       320.18902
       217.96029       319.71043
       217.91279       319.53615
       217.86532       319.61626
       217.81786       319.79594
       217.77043       319.90807
       217.72302       319.86991
       217.67562       319.72559
       217.62825       319.60677
       217.58090       319.63414
       217.53357       319.82516
       217.48626       320.07925
       217.43897       320.27310
       217.39170       320.43133
       217.34445       320.87879
       217.29722       322.26521
       217.25001       325.39914
       217.20283       330.91855
       217.15566       338.91964
       217.10851       348.71262
       217.06139       358.84387
       217.01428       367.42301
       216.96720       372.65826
       216.92013       373.41806
       216.87309       369.59552
       216.82606       362.13666
       216.77906       352.72303
       216.73208       343.23529
       216.68512       335.20543
       216.63817       329.45488
       216.59125       326.02496
       216.54435       324.37891
       216.49747       323.75020
       216.45061       323.47388
       216.40377       323.17515
       216.35695       322.77610
       216.31015       322.37029
       216.26337       322.06434
       216.21661       321.87733
       216.16987       321.73742
       216.12315       321.55243
       216.07645       321.29394
       216.02977       321.03686
       215.98311       320.91231
       215.93647       321.04364
       215.88985       321.46899
       215.84326       322.11560
       215.79668       322.83865
       215.75012       323.49938
       215.70358       324.03631
       215.65706       324.48956
       215.61057       324.96672
       215.56409       325.57272
       215.51763       326.34524
       215.47119       327.23161
       215.42478       328.11754
       215.37838       328.88824
       215.33200       329.48528
       215.28564       329.92727
       215.23930       330.28525
       215.19299       330.62984
       215.14669       330.98207
       215.10041       331.29465
       215.05415       331.47061
       215.00791       331.42748
       214.96170       331.12560
       214.91550       330.59087
       214.86932       329.90204
       214.82316       329.15602
       214.77702       328.43407
       214.73090       327.78692
       214.68480       327.24207
       214.63872       326.82193
       214.59266       326.55520
       214.54662       326.47032
       214.50060       326.57381
       214.45460       326.82870
       214.40862       327.15086
       214.36266       327.43165
       214.31672       327.57962
       214.27080       327.56134
       214.22489       327.42001
       214.17901       327.26095
       214.13315       327.21016
       214.08731       327.36597
       214.04148       327.76684
       213.99568       328.38681
       213.94989       329.15741
       213.90413       329.99952
       213.85838       330.84687
       213.81266       331.65074
       213.76695       332.36951
       213.72127       332.95634
       213.67560       333.35942
       213.62995       333.53936
       213.58432       333.49567
       213.53872       333.28517
       213.49313       333.01744
       213.44756       332.82354
       213.40201       332.80951
       213.35648       333.01561
       213.31097       333.40083
       213.26547       333.86023
       213.22000       334.26696
       213.17455       334.51916
       213.12912       334.57168
       213.08370       334.44186
       213.03831       334.19203
       212.99293       333.90256
       212.94757       333.64985
       212.90224       333.49685
       212.85692       333.49328
       212.81162       333.67622
       212.76634       334.06295
       212.72108       334.63602
       212.67584       335.32980
       212.63062       336.03095
       212.58542       336.60069
       212.54024       336.91502
       212.49507       336.90791
       212.44993       336.59793
       212.40480       336.08510
       212.35970       335.51767
       212.31461       335.04288
       212.26954       334.76265
       212.22449       334.71097
       212.17946       334.85827
       212.13445       335.14433
       212.08946       335.50105
       212.04449       335.87351
       211.99954       336.22449
       211.95460       336.52783
       211.90969       336.76223
       211.86479       336.91378
       211.81991       336.98734
       211.77505       337.01839
       211.73022       337.07389
       211.68540       337.23583
       211.64059       337.57103
       211.59581       338.10034
       211.55105       338.78284
       211.50630       339.52422
       211.46158       340.20735
       211.41687       340.73161
       211.37219       341.04362
       211.32752       341.14707
       211.28287       341.08877
       211.23824       340.92941
       211.19362       340.73409
       211.14903       340.54405
       211.10446       340.38118
       211.05990       340.25802
       211.01536       340.18403
       210.97085       340.16323
       210.92635       340.18472
       210.88187       340.21451
       210.83740       340.19813
       210.79296       340.07787
       210.74854       339.81898
       210.70413       339.43238
       210.65974       338.98098
       210.61538       338.56388
       210.57103       338.28348
       210.52670       338.20968
       210.48238       338.35649
       210.43809       338.68087
       210.39382       339.10248
       210.34956       339.53279
       210.30532       339.89850
       210.26110       340.17059
       210.21690       340.34703
       210.17272       340.44537
       210.12856       340.49257
       210.08441       340.51933
       210.04029       340.55967
       209.99618       340.65103
       209.95209       340.82954
       209.90802       341.11938
       209.86397       341.52028
       209.81993       342.00094
       209.77592       342.50392
       209.73192       342.96178
       209.68794       343.31809
       209.64398       343.54337
       209.60004       343.63893
       209.55612       343.62805
       209.51222       343.54084
       209.46833       343.40205
       209.42446       343.23126
       209.38061       343.05786
       209.33678       342.89141
       209.29297       342.76367
       209.24918       342.71226
       209.20540       342.76167
       209.16164       342.90805
       209.11790       343.11519
       209.07418       343.32689
       209.03048       343.49121
       208.98679       343.58477
       208.94313       343.62384
       208.89948       343.65523
       208.85585       343.73041
       208.81224       343.87605
       208.76864       344.07606
       208.72507       344.27509
       208.68151       344.40196
       208.63797       344.40142
       208.59445       344.25839
       208.55095       344.00353
       208.50747       343.69761
       208.46400       343.40257
       208.42055       343.17386
       208.37712       343.03466
       208.33371       342.98381
       208.29032       343.00975
       208.24694       343.10121
       208.20358       343.24867
       208.16024       343.43715
       208.11692       343.63791
       208.07362       343.80862
       208.03033       343.90680
       207.98706       343.91239
       207.94382       343.84819
       207.90058       343.78543
       207.85737       343.82773
       207.81417       344.07726
       207.77100       344.59626
       207.72784       345.38012
       207.68470       346.35354
       207.64157       347.39124
       207.59847       348.35493
       207.55538       349.13260
       207.51231       349.65547
       207.46925       349.91421
       207.42622       349.94833
       207.38320       349.82730
       207.34020       349.63021
       207.29722       349.42803
       207.25426       349.26951
       207.21132       349.17106
       207.16839       349.11140
       207.12548       349.03415
       207.08259       348.86093
       207.03971       348.51441
       206.99686       347.94539
       206.95402       347.15426
       206.91120       346.19726
       206.86839       345.17377
       206.82561       344.19898
       206.78284       343.37339
       206.74009       342.76161
       206.69736       342.38922
       206.65464       342.25705
       206.61194       342.34194
       206.56926       342.62419
       206.52660       343.08390
       206.48396       343.69062
       206.44133       344.39514
       206.39872       345.13285
       206.35613       345.84245
       206.31356       346.49324
       206.27100       347.10604
       206.22846       347.75271
       206.18594       348.52869
       206.14344       349.50692
       206.10095       350.69310
       206.05848       352.00435
       206.01603       353.28412
       205.97360       354.34947
       205.93118       355.05162
       205.88878       355.32384
       205.84640       355.19682
       205.80404       354.77760
       205.76169       354.20466
       205.71936       353.59265
       205.67705       353.00817
       205.63475       352.46499
       205.59248       351.94259
       205.55022       351.41268
       205.50798       350.85814
       205.46575       350.27733
       205.42354       349.67697
       205.38135       349.06380
       205.33918       348.44423
       205.29702       347.83380
       205.25489       347.26958
       205.21277       346.81508
       205.17066       346.54996
       205.12858       346.54636
       205.08651       346.84203
       205.04446       347.42397
       205.00242       348.23134
       204.96040       349.17676
       204.91840       350.17381
       204.87642       351.15533
       204.83445       352.09724
       204.79251       352.99037
       204.75057       353.82740
       204.70866       354.59295
       204.66676       355.26561
       204.62488       355.83071
       204.58302       356.29354
       204.54118       356.68102
       204.49935       357.02704
       204.45754       357.34748
       204.41574       357.61934
       204.37396       357.77891
       204.33220       357.74447
       204.29046       357.45561
       204.24874       356.91061
       204.20703       356.18192
       204.16533       355.39985
       204.12366       354.70966
       204.08200       354.22128
       204.04036       353.97017
       203.99874       353.90046
       203.95713       353.94960
       203.91554       354.03217
       203.87397       354.08986
       203.83241       354.11221
       203.79087       354.12881
       203.74935       354.18629
       203.70784       354.32554
       203.66636       354.57086
       203.62488       354.93301
       203.58343       355.41820
       203.54199       356.03165
       203.50057       356.76946
       203.45917       357.60213
       203.41778       358.46151
       203.37641       359.24362
       203.33506       359.83203
       203.29372       360.13462
       203.25240       360.11717
       203.21110       359.81691
       203.16981       359.32687
       203.12854       358.75587
       203.08729       358.20542
       203.04605       357.72492
       203.00483       357.31347
       202.96363       356.94082
       202.92244       356.57483
       202.88128       356.20040
       202.84012       355.82104
       202.79899       355.44642
       202.75787       355.07887
       202.71677       354.71192
       202.67568       354.34534
       202.63461       354.00827
       202.59356       353.77388
       202.55252       353.75083
       202.51150       354.04874
       202.47050       354.73084
       202.42952       355.77653
       202.38855       357.07491
       202.34759       358.45574
       202.30666       359.74271
       202.26574       360.79981
       202.22483       361.60633
       202.18395       362.20356
       202.14308       362.66480
       202.10222       363.05093
       202.06139       363.38027
       202.02057       363.62975
       201.97976       363.76262
       201.93898       363.76233
       201.89820       363.64997
       201.85745       363.47327
       201.81671       363.27410
       201.77599       363.05523
       201.73529       362.76942
       201.69460       362.34070
       201.65392       361.70886
       201.61327       360.87257
       201.57263       359.90580
       201.53200       358.93626
       201.49140       358.09585
       201.45081       357.46811
       201.41023       357.05916
       201.36968       356.83197
       201.32913       356.72911
       201.28861       356.72134
       201.24810       356.82635
       201.20761       357.08804
       201.16713       357.53138
       201.12667       358.12477
       201.08623       358.77979
       201.04580       359.39669
       201.00539       359.93318
       200.96499       360.45327
       200.92461       361.11690
       200.88425       362.10155
       200.84391       363.48927
       200.80358       365.18369
       200.76326       366.91947
       200.72296       368.38697
       200.68268       369.43284
       200.64242       370.24321
       200.60217       371.40362
       200.56194       373.76913
       200.52172       378.13356
       200.48152       384.86247
       200.44133       393.58802
       200.40116       403.13743
       200.36101       411.75983
       200.32087       417.59832
       200.28075       419.24978
       200.24065       416.20897
       200.20056       409.03087
       200.16049       399.15094
       200.12043       388.43445
       200.08039       378.62638
       200.04037       370.90198
       200.00036       365.66447
       199.96037       362.62862
       199.92039       361.11401
       199.88043       360.40096
       199.84049       359.99955
       199.80056       359.74364
       199.76065       359.71544
       199.72075       360.08214
       199.68087       360.88411
       199.64101       362.01403
       199.60116       363.24881
       199.56133       364.35996
       199.52151       365.22574
       199.48171       365.87842
       199.44192       366.46579
       199.40216       367.15460
       199.36240       368.03283
       199.32266       369.06322
       199.28294       370.10801
       199.24324       371.00495
       199.20355       371.64789
       199.16387       372.02740
       199.12422       372.21264
       199.08457       372.29066
       199.04495       372.30240
       199.00533       372.21446
       198.96574       371.94253
       198.92616       371.41579
       198.88660       370.64979
       198.84705       369.71293
       198.80752       368.75743
       198.76800       367.94201
       198.72850       367.36024
       198.68901       367.00632
       198.64954       366.79149
       198.61009       366.60011
       198.57065       366.35400
       198.53123       366.05029
       198.49182       365.75522
       198.45243       365.56122
       198.41306       365.53494
       198.37370       365.68690
       198.33435       365.97858
       198.29502       366.35960
       198.25571       366.80946
       198.21641       367.35611
       198.17713       368.05830
       198.13787       368.96146
       198.09861       370.05607
       198.05938       371.26930
       198.02016       372.45020
       197.98096       373.45963
       197.94177       374.21518
       197.90259       374.71339
       197.86344       375.01348
       197.82429       375.19043
       197.78517       375.28565
       197.74606       375.28436
       197.70696       375.13285
       197.66788       374.78475
       197.62882       374.24760
       197.58977       373.60025
       197.55073       372.96812
       197.51171       372.46846
       197.47271       372.15618
       197.43372       372.00165
       197.39475       371.91455
       197.35579       371.80170
       197.31685       371.62685
       197.27793       371.43815
       197.23902       371.34646
       197.20012       371.47943
       197.16124       371.90977
       197.12237       372.62528
       197.08353       373.54373
       197.04469       374.56293
       197.00587       375.61568
       196.96707       376.69560
       196.92828       377.83788
       196.88951       379.06669
       196.85075       380.34242
       196.81201       381.54385
       196.77328       382.50132
       196.73457       383.06693
       196.69587       383.18476
       196.65719       382.92174
       196.61852       382.43960
       196.57987       381.92079
       196.54124       381.48636
       196.50262       381.14881
       196.46401       380.82056
       196.42542       380.36628
       196.38684       379.71910
       196.34828       378.88714
       196.30974       377.95817
       196.27121       377.05394
       196.23269       376.27018
       196.19419       375.64346
       196.15571       375.16452
       196.11724       374.82705
       196.07879       374.67640
       196.04035       374.82060
       196.00192       375.38832
       195.96351       376.45204
       195.92512       377.96029
       195.88674       379.72301
       195.84838       381.46755
       195.81003       382.94356
       195.77169       384.02555
       195.73337       384.75944
       195.69507       385.32773
       195.65678       385.94843
       195.61851       386.75714
       195.58025       387.77322
       195.54200       388.87805
       195.50377       389.89580
       195.46556       390.68590
       195.42736       391.19584
       195.38918       391.44881
       195.35101       391.48118
       195.31285       391.27747
       195.27471       390.75343
       195.23659       389.80674
       195.19848       388.40921
       195.16038       386.68174
       195.12230       384.89587
       195.08424       383.38496
       195.04619       382.40304
       195.00815       382.00615
       194.97013       382.02685
       194.93213       382.16433
       194.89414       382.14700
       194.85616       381.87904
       194.81820       381.48668
       194.78025       381.23540
       194.74232       381.36618
       194.70440       381.95217
       194.66650       382.87039
       194.62861       383.91401
       194.59074       384.97397
       194.55288       386.15127
       194.51504       387.67155
       194.47721       389.56862
       194.43939       391.24536
       194.40160       391.13408
       194.36381       386.69457
