       Wave (um)         Flux (Jy)  Uncertainty (Jy)
         89.0741           232.544          0.858196
         89.0924           232.685          0.426545
         89.1107           232.803          0.613149
         89.1289           232.823          0.362933
         89.1472           232.819          0.728137
         89.1654           232.759          0.386761
         89.1837           232.652          0.635306
         89.2019           232.497          0.522732
         89.2202           232.304          0.677309
         89.2384           232.109          0.622215
         89.2567           231.963          0.617859
         89.2749           231.814          0.556235
         89.2931           231.719          0.624360
         89.3114           231.670          0.653498
         89.3296           231.647          0.369182
         89.3478           231.664          0.614172
         89.3660           231.747          0.589132
         89.3843           231.869          0.516261
         89.4025           232.002          0.368115
         89.4207           232.171          0.746796
         89.4389           232.313          0.326114
         89.4571           232.428          0.567816
         89.4753           232.496          0.307958
         89.4935           232.519          0.538841
         89.5117           232.529          0.317810
         89.5299           232.535          0.642844
         89.5481           232.456          0.496580
         89.5663           232.388          0.328443
         89.5845           232.293          0.530376
         89.6027           232.214          0.327717
         89.6209           232.101          0.485010
         89.6390           232.017          0.296051
         89.6572           231.962          0.608068
         89.6754           231.988          0.304040
         89.6936           232.045          0.390305
         89.7117           232.088          0.403152
         89.7299           232.138          0.576942
         89.7481           232.210          0.309276
         89.7662           232.263          0.422401
         89.7844           232.346          0.436146
         89.8025           232.407          0.335089
         89.8207           232.499          0.458066
         89.8388           232.575          0.224948
         89.8570           232.671          0.462428
         89.8751           232.757          0.342184
         89.8933           232.822          0.461105
         89.9114           232.880          0.352854
         89.9295           232.944          0.393479
         89.9477           233.057          0.277788
         89.9658           233.160          0.461225
         89.9839           233.251          0.469671
         90.0020           233.334          0.403110
         90.0202           233.403          0.346413
         90.0383           233.477          0.484929
         90.0564           233.504          0.492366
         90.0745           233.518          0.333586
         90.0926           233.503          0.329189
         90.1107           233.501          0.378161
         90.1288           233.466          0.408769
         90.1469           233.420          0.279345
         90.1650           233.360          0.326503
         90.1831           233.274          0.388443
         90.2012           233.202          0.413386
         90.2193           233.148          0.346023
         90.2374           233.084          0.413093
         90.2555           233.025          0.439909
         90.2735           232.919          0.295730
         90.2916           232.846          0.329019
         90.3097           232.754          0.339090
         90.3278           232.725          0.550872
         90.3458           232.645          0.340961
         90.3639           232.598          0.348982
         90.3820           232.559          0.317521
         90.4000           232.523          0.446078
         90.4181           232.483          0.312040
         90.4361           232.438          0.431982
         90.4542           232.405          0.249985
         90.4722           232.419          0.317994
         90.4903           232.463          0.313621
         90.5083           232.547          0.382516
         90.5263           232.611          0.417649
         90.5444           232.751          0.284038
         90.5624           232.870          0.441278
         90.5804           233.051          0.238050
         90.5985           233.253          0.412342
         90.6165           233.411          0.247450
         90.6345           233.609          0.292892
         90.6525           233.831          0.308765
         90.6705           234.047          0.382597
         90.6885           234.208          0.203929
         90.7065           234.342          0.372154
         90.7246           234.470          0.326248
         90.7426           234.609          0.145298
         90.7606           234.742          0.250535
         90.7785           234.813          0.314691
         90.7965           234.851          0.345363
         90.8145           234.906          0.287572
         90.8325           234.949          0.355185
         90.8505           235.036          0.301134
         90.8685           235.119          0.328853
         90.8865           235.222          0.282917
         90.9044           235.335          0.300302
         90.9224           235.462          0.246443
         90.9404           235.576          0.327723
         90.9583           235.709          0.243911
         90.9763           235.828          0.209245
         90.9943           236.002          0.232188
         91.0122           236.208          0.208062
         91.0302           236.437          0.305708
         91.0481           236.625          0.193808
         91.0661           236.817          0.326715
         91.0840           237.017          0.241627
         91.1019           237.215          0.316919
         91.1199           237.430          0.220520
         91.1378           237.643          0.275704
         91.1557           237.879          0.378160
         91.1737           238.126          0.258727
         91.1916           238.353          0.361700
         91.2095           238.572          0.310418
         91.2274           238.733          0.322158
         91.2453           238.881          0.234226
         91.2633           239.039          0.276220
         91.2812           239.189          0.220104
         91.2991           239.324          0.308034
         91.3170           239.408          0.168457
         91.3349           239.484          0.295674
         91.3528           239.530          0.270898
         91.3707           239.586          0.283939
         91.3886           239.614          0.356498
         91.4064           239.654          0.214594
         91.4243           239.707          0.309590
         91.4422           239.759          0.259858
         91.4601           239.800          0.392355
         91.4780           239.828          0.350287
         91.4958           239.841          0.411735
         91.5137           239.873          0.271749
         91.5316           239.904          0.297162
         91.5494           239.912          0.233975
         91.5673           239.894          0.485087
         91.5851           239.848          0.340351
         91.6030           239.778          0.367131
         91.6208           239.719          0.399117
         91.6387           239.616          0.226751
         91.6565           239.520          0.430315
         91.6744           239.392          0.214086
         91.6922           239.271          0.403584
         91.7100           239.076          0.259746
         91.7279           238.856          0.358393
         91.7457           238.643          0.305586
         91.7635           238.428          0.463542
         91.7813           238.249          0.341399
         91.7992           238.093          0.263811
         91.8170           237.933          0.453980
         91.8348           237.789          0.340208
         91.8526           237.606          0.440306
         91.8704           237.464          0.287482
         91.8882           237.280          0.374529
         91.9060           237.152          0.363137
         91.9238           237.047          0.278557
         91.9416           237.013          0.355195
         91.9594           236.990          0.410478
         91.9771           236.930          0.474144
         91.9949           236.848          0.290727
         92.0127           236.789          0.398699
         92.0305           236.708          0.350940
         92.0482           236.671          0.423112
         92.0660           236.643          0.262986
         92.0838           236.702          0.373068
         92.1015           236.773          0.227321
         92.1193           236.879          0.264362
         92.1371           236.975          0.315495
         92.1548           237.116          0.344077
         92.1726           237.328          0.372669
         92.1903           237.602          0.269310
         92.2080           237.939          0.369895
         92.2258           238.361          0.248682
         92.2435           238.794          0.369168
         92.2613           239.290          0.252145
         92.2790           239.767          0.385298
         92.2967           240.256          0.295789
         92.3144           240.710          0.283009
         92.3321           241.159          0.309381
         92.3499           241.598          0.612235
         92.3676           242.024          0.391577
         92.3853           242.372          0.192582
         92.4030           242.623          0.274890
         92.4207           242.820          0.375648
         92.4384           242.966          0.406976
         92.4561           243.048          0.277814
         92.4738           243.104          0.357332
         92.4915           243.086          0.247218
         92.5092           243.039          0.258609
         92.5268           242.986          0.285854
         92.5445           242.893          0.414970
         92.5622           242.771          0.315743
         92.5799           242.649          0.246531
         92.5975           242.523          0.388589
         92.6152           242.393          0.245979
         92.6329           242.282          0.378681
         92.6505           242.176          0.211622
         92.6682           242.033          0.452497
         92.6858           241.972          0.164499
         92.7035           241.893          0.351117
         92.7211           241.823          0.355515
         92.7388           241.738          0.381513
         92.7564           241.620          0.264905
         92.7740           241.492          0.340677
         92.7917           241.371          0.359602
         92.8093           241.270          0.224578
         92.8269           241.200          0.317548
         92.8445           241.118          0.248335
         92.8622           241.111          0.251990
         92.8798           241.055          0.220092
         92.8974           241.066          0.338465
         92.9150           241.019          0.367962
         92.9326           241.033          0.232531
         92.9502           241.063          0.391725
         92.9678           241.171          0.321740
         92.9854           241.313          0.300975
         93.0030           241.480          0.310869
         93.0206           241.619          0.369952
         93.0381           241.736          0.281103
         93.0557           241.791          0.439282
         93.0733           241.907          0.423814
         93.0909           241.957          0.390254
         93.1084           242.033          0.374022
         93.1260           242.088          0.335230
         93.1436           242.160          0.378822
         93.1611           242.200          0.361321
         93.1787           242.250          0.443603
         93.1962           242.283          0.361619
         93.2138           242.315          0.397290
         93.2313           242.383          0.328411
         93.2489           242.510          0.281136
         93.2664           242.638          0.342404
         93.2839           242.798          0.272743
         93.3015           242.951          0.302061
         93.3190           243.115          0.239100
         93.3365           243.292          0.259461
         93.3541           243.469          0.319494
         93.3716           243.592          0.298988
         93.3891           243.694          0.370970
         93.4066           243.823          0.316433
         93.4241           243.977          0.459632
         93.4416           244.073          0.418186
         93.4591           244.157          0.383026
         93.4766           244.233          0.346723
         93.4941           244.330          0.260506
         93.5116           244.457          0.316196
         93.5291           244.576          0.409562
         93.5465           244.710          0.314341
         93.5640           244.855          0.394318
         93.5815           245.018          0.334142
         93.5990           245.135          0.350622
         93.6164           245.197          0.388618
         93.6339           245.238          0.330628
         93.6514           245.182          0.435589
         93.6688           245.201          0.479144
         93.6863           245.144          0.313858
         93.7037           245.023          0.370565
         93.7212           244.847          0.342532
         93.7386           244.621          0.194482
         93.7561           244.358          0.447898
         93.7735           244.045          0.464518
         93.7909           243.733          0.267307
         93.8084           243.376          0.427412
         93.8258           243.062          0.271079
         93.8432           242.820          0.300878
         93.8606           242.488          0.219191
         93.8780           242.198          0.303545
         93.8954           241.868          0.363873
         93.9128           241.569          0.365518
         93.9303           241.276          0.362471
         93.9477           240.979          0.411647
         93.9650           240.650          0.328377
         93.9824           240.312          0.264038
         93.9998           239.994          0.341769
         94.0172           239.676          0.268631
         94.0346           239.351          0.385115
         94.0520           239.039          0.246262
         94.0693           238.714          0.255276
         94.0867           238.480          0.296733
         94.1041           238.236          0.245512
         94.1214           238.041          0.265394
         94.1388           237.898          0.241532
         94.1562           237.822          0.316481
         94.1735           237.797          0.222337
         94.1909           237.843          0.271198
         94.2082           237.912          0.175617
         94.2255           237.978          0.312658
         94.2429           238.078          0.206376
         94.2602           238.194          0.322891
         94.2776           238.317          0.273461
         94.2949           238.480          0.231621
         94.3122           238.594          0.226973
         94.3295           238.743          0.250882
         94.3468           238.839          0.304009
         94.3641           238.919          0.242536
         94.3815           238.956          0.331010
         94.3988           238.995          0.218850
         94.4161           239.041          0.237108
         94.4334           239.068          0.267447
         94.4506           239.127          0.248494
         94.4679           239.139          0.328031
         94.4852           239.132          0.206889
         94.5025           239.109          0.335357
         94.5198           239.024          0.329616
         94.5371           238.948          0.285890
         94.5543           238.860          0.260791
         94.5716           238.805          0.382987
         94.5889           238.788          0.334868
         94.6061           238.760          0.309782
         94.6234           238.766          0.358896
         94.6406           238.768          0.235486
         94.6579           238.776          0.346030
         94.6751           238.787          0.206469
         94.6924           238.797          0.351705
         94.7096           238.874          0.199239
         94.7268           238.992          0.343750
         94.7441           239.194          0.322428
         94.7613           239.404          0.291498
         94.7785           239.569          0.282883
         94.7957           239.741          0.192997
         94.8129           239.881          0.269983
         94.8302           240.083          0.364273
         94.8474           240.296          0.303257
         94.8646           240.437          0.297532
         94.8818           240.583          0.218008
         94.8990           240.615          0.249751
         94.9161           240.621          0.273887
         94.9333           240.497          0.212722
         94.9505           240.327          0.243595
         94.9677           240.069          0.229430
         94.9849           239.789          0.235801
         95.0020           239.471          0.275595
         95.0192           239.036          0.231263
         95.0364           238.515          0.260597
         103.039           279.660           1.06025
         103.094           279.203           1.32776
         103.149           278.862          0.700287
         103.205           278.577           1.27893
         103.260           278.415           1.21410
         103.315           278.299           1.73861
         103.370           278.286           1.97537
         103.426           278.323           2.05030
         103.481           278.401           1.41948
         103.536           278.533           2.16802
         103.592           278.779           2.03294
         103.647           279.125           1.92259
         103.702           279.564           2.06727
         103.758           280.008           2.33906
         103.813           280.427           1.56289
         103.868           280.810           2.85730
         103.924           281.207           2.34800
         103.979           281.600           2.34952
         104.035           282.017           2.29275
         104.090           282.463           2.58276
         104.146           282.900           2.35399
         104.201           283.326           2.32667
         104.257           283.764           2.01231
         104.312           284.190           1.68355
         104.368           284.605           1.64652
         104.423           285.029           1.56270
         104.479           285.435           1.67998
         104.534           285.792           1.46924
         104.590           286.138           1.85033
         104.645           286.442           2.25260
         104.701           286.706           1.45652
         104.756           286.931           1.88797
         104.812           287.117           2.15963
         104.868           287.288           1.15088
         104.923           287.427           1.61365
         104.979           287.558           1.72689
         105.035           287.653           1.42163
         105.090           287.734           1.02500
         105.146           287.811           1.50362
         105.202           287.880           1.27447
         105.257           287.930           1.11458
         105.313           287.983           1.34897
         105.369           288.041           1.25289
         105.425           288.116           1.44931
         105.480           288.187           1.17182
         105.536           288.304           1.59018
         105.592           288.405          0.876812
         105.648           288.528           1.47153
         105.704           288.650           1.20097
         105.759           288.785           1.19764
         105.815           288.929           1.01765
         105.871           289.072           1.70657
         105.927           289.226          0.905688
         105.983           289.405           1.53785
         106.039           289.597           1.39067
         106.095           289.787           1.71855
         106.151           289.973           1.03700
         106.207           290.195           1.50122
         106.262           290.391           1.14474
         106.318           290.611           1.09380
         106.374           290.810          0.962355
         106.430           291.001           1.19643
         106.486           291.217           2.09567
         106.542           291.452          0.858809
         106.598           291.709           1.33927
         106.654           291.964           1.17896
         106.710           292.244          0.843614
         106.767           292.534          0.957406
         106.823           292.823          0.947058
         106.879           293.129           1.18594
         106.935           293.430           1.40523
         106.991           293.756           1.08163
         107.047           294.107           1.06399
         107.103           294.480          0.986821
         107.159           294.872           1.03696
         107.215           295.245          0.988880
         107.272           295.638           1.11788
         107.328           296.016           1.20375
         107.384           296.377           1.05028
         107.440           296.730           1.03572
         107.496           297.090           1.23803
         107.553           297.458          0.844341
         107.609           297.810           1.00202
         107.665           298.135           1.24788
         107.721           298.447          0.898994
         107.778           298.739           1.07055
         107.834           299.005           1.13395
         107.890           299.248          0.951150
         107.947           299.481          0.983299
         108.003           299.690           1.11013
         108.059           299.874          0.941415
         108.116           300.043          0.990090
         108.172           300.199          0.976980
         108.229           300.344           1.16283
         108.285           300.486          0.856931
         108.341           300.611           1.00113
         108.398           300.742           1.10964
         108.454           300.833          0.961918
         108.511           300.931          0.923724
         108.567           301.033          0.983614
         108.624           301.135           1.06525
         108.680           301.199          0.781397
         108.737           301.250          0.670841
         108.793           301.265          0.755439
         108.850           301.275           1.00805
         108.906           301.245          0.931290
         108.963           301.205          0.752326
         109.019           301.118           1.10564
         109.076           301.043          0.834765
         109.132           300.951          0.970906
         109.189           300.862           1.09103
         109.246           300.779           1.31777
         109.302           300.712           1.25545
         109.359           300.657           1.36706
         109.416           300.632           1.26958
         109.472           300.647           1.06629
         109.529           300.710           1.12164
         109.586           300.801           1.17898
         109.642           300.948           1.22222
         109.699           301.151           1.34499
         109.756           301.406          0.975591
         109.813           301.690           1.34963
         109.869           301.984           1.45708
         109.926           302.311           1.10586
         109.983           302.657           1.20398
         110.040           303.006           1.48634
         110.096           303.341           1.34412
         110.153           303.701           1.44270
         110.210           304.050           1.38128
         110.267           304.376           1.70297
         110.324           304.701           1.41589
         110.381           304.980           1.44151
         110.437           305.231           1.65216
         110.494           305.477           1.68263
         110.551           305.704           1.67501
         110.608           305.919           1.42553
         110.665           306.135           1.70926
         110.722           306.355           1.41850
         110.779           306.556           1.86013
         110.836           306.753           1.52610
         110.893           306.923           1.68254
         110.950           307.063           1.50364
         111.007           307.191           1.53297
         111.064           307.303           1.46532
         111.121           307.409           1.26312
         111.178           307.483           1.51972
         111.235           307.526           1.67125
         111.292           307.529           1.27815
         111.349           307.506           1.25578
         111.406           307.463           1.30102
         111.463           307.401           1.62171
         111.521           307.359           1.38038
         111.578           307.343           1.92567
         111.635           307.355           1.37964
         111.692           307.389           1.22738
         111.749           307.439           1.38639
         111.806           307.537           1.22459
         111.863           307.683           1.42966
         111.921           307.914           1.48996
         111.978           308.178           1.61090
         112.035           308.506           1.51052
         112.092           308.879           1.42375
         112.150           309.291           1.19992
         112.207           309.710           1.20968
         112.264           310.154           1.41700
         112.321           310.603           1.38362
         112.379           311.089           1.15223
         112.436           311.581           1.26028
         112.493           312.113           1.17042
         112.551           312.613           1.07365
         112.608           313.119           1.27623
         112.665           313.587           1.24139
         112.723           314.069           1.18789
         112.780           314.523           1.15729
         112.837           314.991           1.20453
         112.895           315.442           1.02458
         112.952           315.888           1.05993
         113.010           316.297           1.07761
         113.067           316.688           1.23831
         113.125           317.019           1.15188
         113.182           317.335           1.10889
         113.240           317.598          0.901983
         113.297           317.853           1.02863
         113.355           318.061          0.915104
         113.412           318.219           1.09358
         113.470           318.305          0.816710
         113.527           318.355          0.732201
         113.585           318.349          0.869111
         113.642           318.327          0.878964
         113.700           318.266           1.00504
         113.757           318.181           1.01430
         113.815           318.054          0.955460
         113.873           317.915          0.908234
         113.930           317.719          0.820829
         113.988           317.528          0.822843
         114.046           317.339          0.868285
         114.103           317.141          0.936774
         114.161           316.948           1.00157
         114.219           316.778          0.889563
         114.276           316.584          0.901129
         114.334           316.405          0.890920
         114.392           316.233          0.887009
         114.449           316.064          0.872360
         114.507           315.923          0.925891
         114.565           315.813          0.939455
         114.623           315.720          0.900025
         114.680           315.665           1.01241
         114.738           315.640          0.832248
         114.796           315.621           1.08536
         114.854           315.605           1.07631
         114.912           315.616           1.08721
         114.970           315.644           1.19382
         115.027           315.711           1.15461
         115.085           315.810           1.20165
         115.143           315.924           1.04077
         115.201           316.076           1.43157
         115.259           316.224           1.21288
         115.317           316.340           1.48861
         115.375           316.464           1.20863
         115.433           316.562           1.15705
         115.491           316.658           1.28296
         115.549           316.751           1.50441
         115.607           316.866           1.51902
         115.665           316.952           1.48736
         115.723           317.041           1.55978
         115.781           317.107           1.46035
         115.839           317.131           1.58960
         115.897           317.134           1.79076
         115.955           317.122           2.06595
         116.013           317.096           2.06505
         116.071           317.120           1.50261
         116.129           317.142           1.80761
         116.187           317.163           2.02423
         116.245           317.161           2.17104
         116.303           317.159           2.50082
         116.361           317.130           1.92906
         116.419           317.130           1.75069
         116.477           317.138           2.17661
         116.536           317.161           2.24400
         116.594           317.210           2.08463
         116.652           317.264           2.23260
         116.710           317.273           2.21209
         116.768           317.289           1.93056
         116.827           317.282           2.25574
         116.885           317.256           2.34268
         116.943           317.231           2.05328
         117.001           317.210           2.88296
         117.060           317.151           2.35444
         117.118           317.092           2.32174
         117.176           317.024           2.35290
         117.234           316.951           2.37382
         117.293           316.911           2.18831
         117.351           316.891           2.51225
         117.409           316.871           2.17785
         117.468           316.893           2.62370
         117.526           316.914           2.21303
         117.584           316.925           1.48683
         117.643           316.971           2.00148
         117.701           317.035           1.58673
         117.760           317.115           2.00599
         117.818           317.231           1.93184
         117.876           317.341           1.61308
         117.935           317.425           1.60939
         117.993           317.494           1.58275
         118.052           317.542           1.52191
         118.110           317.563           1.53700
         118.169           317.600           1.37190
         118.227           317.645           1.39598
         118.286           317.689           1.22369
         118.344           317.756           1.38921
         118.403           317.824           1.49009
         118.461           317.875           1.17113
         118.520           317.965          0.957568
         118.578           318.074          0.940800
         118.637           318.205          0.933628
         118.696           318.399           1.21943
         118.754           318.611           1.09336
         118.813           318.851           1.00664
         118.871           319.118           1.07761
         118.930           319.400           1.05296
         118.989           319.673          0.978430
         119.047           319.962           1.12166
         119.106           320.242           1.05268
         119.165           320.485          0.869793
         119.223           320.710          0.890541
         119.282           320.898          0.949389
         119.341           321.056          0.939075
         119.400           321.209           1.04343
         119.458           321.308           1.10967
         119.517           321.370          0.925357
         119.576           321.393           1.03313
         119.635           321.365          0.818834
         119.693           321.288          0.989633
         119.752           321.235           1.12762
         119.811           321.170          0.854341
         119.870           321.098          0.963227
         119.929           321.073          0.981228
         119.987           321.032           1.04755
         120.046           320.989           1.01648
         120.105           320.957          0.989118
         120.164           320.911           1.04020
         120.223           320.874          0.925646
         120.282           320.859          0.874335
         120.341           320.868          0.908052
         120.400           320.858           1.09297
         120.458           320.852          0.986378
         120.517           320.806          0.955663
         120.576           320.721          0.852729
         120.635           320.636           1.02340
         120.694           320.550          0.985989
         120.753           320.488           1.05746
         120.812           320.456           1.11681
         120.871           320.423           1.12480
         120.930           320.393          0.998435
         120.989           320.357           1.28914
         121.048           320.324           1.47929
         121.107           320.270           1.26317
         121.166           320.251           1.17472
         121.225           320.221           1.09859
         121.285           320.204           1.12688
         121.344           320.189           1.22928
         121.403           320.151           1.46088
         121.462           320.071           1.67999
         121.521           319.975           1.60084
         121.580           319.863           1.65061
         121.639           319.717           1.53868
         121.698           319.559           1.67390
         121.758           319.406           2.05384
         121.817           319.240           2.20588
         121.876           319.090           1.72450
         121.935           318.918           2.31662
         121.994           318.742           2.33672
         122.054           318.564           2.18958
         122.113           318.396           1.91879
         122.172           318.251           2.48815
         122.231           318.113           2.31152
         122.291           317.983           2.34473
         122.350           317.829           3.10609
         122.409           317.700           2.39586
         122.468           317.596           2.83196
         122.528           317.504           2.41626
         122.587           317.414           2.18616
         122.646           317.321           2.44303
         122.706           317.247           2.45230
         122.765           317.179           3.09490
         122.824           317.119           2.48726
         122.884           317.062           2.05903
         122.943           317.023           2.74827
         123.003           317.024           2.07110
         123.062           317.042           2.06000
         123.121           317.078           2.06810
         123.181           317.127           2.09055
         123.240           317.191           2.08369
         123.300           317.279           2.33844
         123.359           317.402           2.14982
         123.419           317.563           1.75165
         123.478           317.762           1.91964
         123.538           318.000           1.91090
         123.597           318.270           1.42432
         123.657           318.576           1.47576
         123.716           318.858           1.53129
         123.776           319.137           1.25084
         123.835           319.410           1.26399
         123.895           319.684           1.12384
         123.954           319.947           1.42605
         124.014           320.170           1.37959
         124.073           320.370           1.21805
         124.133           320.522           1.17599
         124.193           320.659           1.07291
         124.252           320.726           1.02524
         124.312           320.764           1.36869
         124.371           320.770           1.40243
         124.431           320.755           1.50081
         124.491           320.738           1.13075
         124.550           320.708           1.22480
         124.610           320.664           1.47724
         124.670           320.623           1.29871
         124.730           320.591           1.19992
         124.789           320.560           1.34461
         124.849           320.518           1.59613
         124.909           320.482           1.07482
         124.968           320.424           1.38616
         125.028           320.382           1.32924
         125.088           320.348           1.16933
         125.148           320.298           1.20833
         125.207           320.219           1.30746
         125.267           320.138           1.51735
         125.327           320.032           1.09983
         125.387           319.886           1.28002
         125.447           319.724           1.45717
         125.507           319.551           1.36619
         125.566           319.399           1.39530
         125.626           319.279           1.50751
         125.686           319.186           1.39558
         125.746           319.110           1.33847
         125.806           319.061           1.76563
         125.866           319.046           1.56696
         125.926           319.065           1.74321
         125.986           319.141           1.79309
         126.045           319.251           1.50869
         126.105           319.415           1.62247
         126.165           319.634           2.10013
         126.225           319.876           1.55083
         126.285           320.124           1.81796
         126.345           320.350           1.66220
         126.405           320.563           1.44933
         126.465           320.755           1.79359
         126.525           320.929           2.24192
         126.585           321.076           1.72297
         126.645           321.191           2.27652
         126.705           321.278           1.23739
         126.765           321.337           1.60396
         126.825           321.370           2.31391
         126.885           321.375           1.63504
         126.946           321.371           2.08756
         127.006           321.362           1.89249
         127.066           321.366           1.76599
         127.126           321.405           1.76331
         127.186           321.490           1.99540
         127.246           321.615           2.13713
         127.306           321.784           2.00719
         127.366           322.017           1.97317
         127.427           322.287           1.97129
         127.487           322.591           2.19977
         127.547           322.936           1.92881
         127.607           323.300           2.30120
         127.667           323.701           2.15635
         127.727           324.128           2.05137
         127.788           324.558           2.19930
         127.848           324.979           1.72469
         127.908           325.385           2.19752
         127.968           325.752           1.65362
         128.029           326.081           2.12465
         128.089           326.379           1.64266
         128.149           326.636           1.63072
         128.209           326.860           1.74409
         128.270           327.054           1.34829
         128.330           327.195           1.86284
         128.390           327.309           1.45752
         128.451           327.398           1.91463
         128.511           327.448           1.66396
         128.571           327.483           1.42254
         128.632           327.518           1.88261
         128.692           327.534           1.85431
         128.752           327.547           1.90621
         128.813           327.570           1.72523
         128.873           327.569           1.83541
         128.934           327.573           1.63930
         128.994           327.568           1.86601
         129.054           327.568           1.51754
         129.115           327.572           1.89478
         129.175           327.552           1.81753
         129.236           327.510           1.60516
         129.296           327.429           1.96326
         129.357           327.327           1.92750
         129.417           327.181           1.76647
         129.478           327.005           2.04171
         129.538           326.794           1.78827
         129.599           326.536           2.20711
         129.659           326.221           1.70939
         129.720           325.883           2.01255
         129.780           325.556           1.88093
         129.841           325.209           2.13993
         129.901           324.846           2.13519
         129.962           324.484           1.67774
         130.022           324.125           1.87292
         130.083           323.794           1.59554
         130.143           323.488           2.05793
         130.204           323.220           2.33620
         130.265           322.995           2.13951
         130.325           322.815           1.43994
         130.386           322.676           1.42354
         130.447           322.562           2.20949
         130.507           322.477           2.91561
         130.568           322.404           2.19314
         130.628           322.373           2.70864
         130.689           322.393           2.44635
         130.750           322.454           2.87226
         130.811           322.549           2.04837
         130.871           322.665           2.48790
         130.932           322.812           2.62554
         130.993           322.967           3.15532
         131.053           323.120           2.60397
         131.114           323.276           2.69969
         131.175           323.468           2.69223
         131.236           323.721           3.10203
         131.296           323.974           2.44194
         131.357           324.233           2.57088
         131.418           324.481           2.73518
         131.479           324.723           2.49898
         131.539           324.952           2.99570
         131.600           325.183           2.29434
         131.661           325.419           2.18140
         131.722           325.666           2.16588
         131.783           325.911           2.65443
         131.844           326.143           2.27373
         131.904           326.334           2.13939
         131.965           326.490           2.37921
         132.026           326.592           2.00359
         132.087           326.664           1.75535
         132.148           326.693           2.05023
         132.209           326.705           2.14124
         132.270           326.704           2.06558
         132.331           326.687           2.04393
         132.392           326.638           2.14977
         132.452           326.561           1.85569
         132.513           326.466           2.19858
         132.574           326.354           1.73337
         132.635           326.246           2.04539
         132.696           326.163           1.69362
         132.757           326.097           1.47788
         132.818           326.063           1.78826
         132.879           326.048           2.01260
