       Wave (um)         Flux (Jy)  Uncertainty (Jy)
         71.7463           142.583           2.59272
         71.7659           142.621           2.56823
         71.7856           142.674           2.92292
         71.8052           142.713           2.24652
         71.8248           142.755           2.55748
         71.8445           142.789           2.98446
         71.8641           142.838           2.00683
         71.8838           142.886           2.64343
         71.9034           142.944           3.14284
         71.9230           143.003           2.10054
         71.9427           143.049           2.62118
         71.9623           143.094           3.28500
         71.9819           143.123           2.38249
         72.0016           143.129           2.47896
         72.0212           143.119           2.99499
         72.0409           143.111           2.43995
         72.0605           143.118           2.45778
         72.0801           143.135           2.35755
         72.0998           143.158           2.68684
         72.1194           143.140           3.33295
         72.1390           143.132           2.52696
         72.1587           143.148           2.23083
         72.1783           143.170           2.42622
         72.1979           143.211           2.81117
         72.2176           143.252           2.11733
         72.2372           143.323           2.31555
         72.2568           143.399           2.81969
         72.2764           143.476           2.79359
         72.2961           143.556           2.13454
         72.3157           143.629          0.942718
         72.3353           143.740          0.664559
         72.3550           143.864          0.748611
         72.3746           144.017          0.834055
         72.3942           144.160          0.794445
         72.4138           144.300          0.661477
         72.4335           144.445          0.758978
         72.4531           144.603          0.536801
         72.4727           144.778          0.904656
         72.4923           144.989          0.766791
         72.5119           145.194          0.787683
         72.5316           145.417          0.649967
         72.5512           145.634          0.614105
         72.5708           145.835          0.860516
         72.5904           145.993          0.514035
         72.6101           146.159          0.987326
         72.6297           146.325          0.604972
         72.6493           146.511          0.867338
         72.6689           146.674          0.489992
         72.6885           146.845          0.931751
         72.7081           146.976          0.806332
         72.7278           147.100           1.16807
         72.7474           147.185          0.813044
         72.7670           147.289          0.849427
         72.7866           147.395          0.687414
         72.8062           147.510          0.666986
         72.8258           147.637           1.05933
         72.8454           147.778          0.809774
         72.8651           147.902          0.831819
         72.8847           148.056           1.27641
         72.9043           148.180           1.12196
         72.9239           148.337           1.00189
         72.9435           148.467          0.658226
         72.9631           148.633          0.763994
         72.9827           148.799          0.845745
         73.0023           148.966          0.906902
         73.0219           149.130           1.27486
         73.0415           149.287          0.892778
         73.0612           149.445           1.02061
         73.0808           149.594          0.756850
         73.1004           149.727           1.21841
         73.1200           149.875          0.540842
         73.1396           149.991           1.16199
         73.1592           150.135          0.757174
         73.1788           150.252          0.719118
         73.1984           150.369          0.891268
         73.2180           150.493           1.19601
         73.2376           150.620          0.887160
         73.2572           150.731           1.07057
         73.2768           150.840          0.786804
         73.2964           150.974          0.833809
         73.3160           151.085           1.00448
         73.3356           151.205          0.862274
         73.3552           151.328          0.975614
         73.3748           151.461          0.695379
         73.3944           151.605          0.941397
         73.4140           151.742          0.717496
         73.4336           151.896           1.15275
         73.4532           152.043          0.460299
         73.4727           152.187           1.02977
         73.4923           152.321          0.829983
         73.5119           152.447           1.55528
         73.5315           152.578          0.496994
         73.5511           152.670           1.25916
         73.5707           152.774          0.660695
         73.5903           152.877           1.19625
         73.6099           152.986          0.802432
         73.6295           153.070          0.835366
         73.6491           153.125           1.12093
         73.6686           153.187          0.896668
         73.6882           153.242           1.01193
         73.7078           153.302          0.825026
         73.7274           153.343           1.09682
         73.7470           153.386          0.868709
         73.7666           153.465           1.01686
         73.7862           153.539          0.823486
         73.8057           153.608          0.805391
         73.8253           153.699          0.944505
         73.8449           153.794           1.15945
         73.8645           153.905          0.840241
         73.8841           154.006           1.26809
         73.9036           154.116          0.947590
         73.9232           154.243           1.22461
         73.9428           154.395          0.815858
         73.9624           154.576           1.14275
         73.9819           154.769          0.736056
         74.0015           154.982           1.41372
         74.0211           155.200          0.937982
         74.0407           155.400           1.60945
         74.0602           155.614          0.985834
         74.0798           155.816          0.961321
         74.0994           156.060          0.987677
         74.1190           156.306          0.873387
         74.1385           156.560          0.903566
         74.1581           156.844          0.963507
         74.1777           157.116          0.924085
         74.1972           157.382          0.925736
         74.2168           157.614          0.887835
         74.2364           157.850           1.36496
         74.2559           158.092          0.962447
         74.2755           158.338          0.932330
         74.2951           158.595           1.05933
         74.3146           158.861           1.13224
         74.3342           159.122          0.797657
         74.3538           159.340          0.851166
         74.3733           159.534          0.999734
         74.3929           159.725           1.06797
         74.4124           159.879           1.54876
         74.4320           160.028          0.838788
         74.4516           160.179           1.25103
         74.4711           160.354           1.07274
         74.4907           160.524           1.35720
         74.5102           160.703           1.11591
         74.5298           160.845           1.33196
         74.5493           160.987          0.910747
         74.5689           161.142           1.49884
         74.5884           161.296           1.14928
         74.6080           161.470           1.39064
         74.6275           161.668           1.41360
         74.6471           161.877           1.44947
         74.6666           162.098           1.39409
         74.6862           162.292           1.34254
         74.7057           162.449           1.12397
         74.7253           162.581           1.02757
         74.7448           162.722           1.14797
         74.7644           162.839           1.02202
         74.7839           162.954           1.38882
         74.8035           163.059           1.16278
         74.8230           163.132           1.07479
         74.8426           163.194           1.28076
         74.8621           163.230           1.37370
         74.8816           163.224           1.56927
         74.9012           163.220           1.53715
         74.9207           163.248           1.01331
         74.9403           163.282           1.57239
         74.9598           163.326          0.908010
         74.9793           163.400           1.20824
         74.9989           163.467          0.847580
         75.0184           163.540           1.10645
         75.0380           163.621          0.740473
         75.0575           163.739           1.31008
         75.0770           163.892          0.874503
         75.0966           164.082           1.14057
         75.1161           164.285           1.13713
         75.1356           164.517           1.15090
         75.1551           164.762          0.927809
         75.1747           165.007           1.06234
         75.1942           165.254          0.885649
         75.2137           165.537          0.989694
         75.2333           165.826          0.771199
         75.2528           166.140          0.916205
         75.2723           166.425          0.974536
         75.2918           166.704          0.740595
         75.3114           166.959          0.841570
         75.3309           167.201          0.790329
         75.3504           167.392          0.679084
         75.3699           167.587          0.634023
         75.3894           167.773          0.895767
         75.4090           167.955          0.868275
         75.4285           168.102          0.768215
         75.4480           168.237           1.14025
         75.4675           168.332          0.823194
         75.4870           168.413          0.640347
         75.5065           168.469          0.975569
         75.5261           168.538          0.667741
         75.5456           168.620           1.02634
         75.5651           168.727          0.477208
         75.5846           168.809           1.04961
         75.6041           168.891          0.538985
         75.6236           168.950          0.967713
         75.6431           168.976          0.501118
         75.6626           169.000          0.799250
         75.6821           169.023          0.679121
         75.7016           169.060          0.972089
         75.7212           169.107          0.381150
         75.7407           169.132          0.867352
         75.7602           169.119          0.572303
         75.7797           169.077          0.770741
         75.7992           169.011          0.708861
         75.8187           168.919          0.938632
         75.8382           168.824          0.699988
         75.8577           168.747          0.855577
         75.8772           168.677          0.707204
         75.8967           168.619          0.883207
         75.9162           168.536          0.614229
         75.9357           168.436          0.680591
         75.9551           168.327          0.851735
         75.9746           168.245          0.697827
         75.9941           168.165          0.927397
         76.0136           168.142          0.622729
         76.0331           168.145          0.681023
         76.0526           168.174          0.886916
         76.0721           168.227          0.879376
         76.0916           168.278          0.890962
         76.1111           168.321          0.830566
         76.1306           168.386          0.831861
         76.1500           168.493          0.748662
         76.1695           168.624          0.642892
         76.1890           168.776          0.621486
         76.2085           168.966          0.621440
         76.2280           169.114          0.714987
         76.2475           169.259          0.446309
         76.2669           169.379          0.790430
         76.2864           169.493          0.428343
         76.3059           169.605          0.893083
         76.3254           169.725          0.586035
         76.3448           169.843          0.645358
         76.3643           169.964          0.508128
         76.3838           170.070          0.691608
         76.4033           170.144          0.554600
         76.4227           170.210          0.802201
         76.4422           170.275          0.642730
         76.4617           170.317          0.886863
         76.4812           170.378          0.741714
         76.5006           170.469           1.13789
         76.5201           170.576          0.558062
         76.5396           170.687          0.907954
         76.5590           170.794          0.627293
         76.5785           170.880          0.737499
         76.5979           170.972          0.664620
         76.6174           171.072          0.965286
         76.6369           171.151           1.22978
         76.6563           171.231          0.875260
         76.6758           171.297          0.756226
         76.6952           171.354          0.787215
         76.7147           171.387          0.608575
         76.7342           171.402          0.825370
         76.7536           171.424           1.16314
         76.7731           171.450           1.11021
         76.7925           171.484           1.30015
         76.8120           171.541          0.817187
         76.8314           171.603          0.786297
         76.8509           171.705           1.08580
         76.8703           171.840          0.860468
         76.8898           172.024          0.804082
         76.9092           172.240          0.853307
         76.9287           172.509           1.00368
         76.9481           172.797           1.25052
         76.9676           173.094           1.11978
         76.9870           173.395           1.01953
         77.0064           173.670          0.671324
         77.0259           173.931           1.16393
         77.0453           174.180          0.924766
         77.0648           174.394           1.09701
         77.0842           174.605          0.740769
         77.1036           174.780          0.894722
         77.1231           174.923          0.647888
         77.1425           175.025          0.730238
         77.1619           175.107          0.511026
         77.1814           175.153           1.04191
         77.2008           175.209          0.496333
         77.2202           175.295          0.864722
         77.2397           175.380          0.555767
         77.2591           175.471           1.09209
         77.2785           175.562          0.624383
         77.2980           175.623           1.03729
         77.3174           175.680          0.743419
         77.3368           175.707           1.08718
         77.3562           175.720          0.794933
         77.3756           175.728           1.15856
         77.3951           175.732          0.717406
         77.4145           175.735           1.37537
         77.4339           175.716          0.686278
         77.4533           175.683          0.986535
         77.4727           175.636          0.807808
         77.4922           175.576          0.848539
         77.5116           175.525          0.636983
         77.5310           175.479          0.842083
         77.5504           175.482          0.623283
         77.5698           175.508           1.17897
         77.5892           175.546          0.801712
         77.6086           175.610           1.01006
         77.6280           175.648          0.718032
         77.6474           175.702           1.09469
         77.6668           175.740          0.700074
         77.6863           175.787          0.887290
         77.7057           175.846          0.962041
         77.7251           175.892          0.790049
         77.7445           175.968          0.974167
         77.7639           176.017          0.778531
         77.7833           176.052          0.809423
         77.8027           176.075           1.10170
         77.8221           176.093          0.769363
         77.8414           176.137          0.985616
         77.8608           176.177           1.04219
         77.8802           176.257          0.775516
         77.8996           176.346          0.781524
         77.9190           176.464          0.666287
         77.9384           176.591           1.08399
         77.9578           176.707          0.701131
         77.9772           176.846           1.36269
         77.9966           176.984           1.05615
         78.0160           177.140           1.23879
         78.0353           177.302          0.892706
         78.0547           177.466          0.955128
         78.0741           177.628          0.704662
         78.0935           177.746           1.06130
         78.1129           177.870          0.735304
         78.1322           177.962          0.966044
         78.1516           178.073          0.704448
         78.1710           178.136          0.768824
         78.1904           178.193           1.09701
         78.2097           178.267          0.924214
         78.2291           178.341          0.794264
         78.2485           178.426          0.912592
         78.2679           178.506          0.803015
         78.2872           178.604          0.691475
         78.3066           178.727          0.794348
         78.3260           178.849           1.06307
         78.3453           178.987          0.813706
         78.3647           179.132          0.869955
         78.3841           179.332          0.819988
         78.4034           179.525          0.745647
         78.4228           179.723          0.695474
         78.4421           179.927          0.750456
         78.4615           180.114          0.883185
         78.4809           180.300          0.599898
         78.5002           180.456          0.653840
         78.5196           180.644          0.767520
         78.5389           180.817          0.419056
         78.5583           181.001           1.04495
         78.5776           181.212          0.394198
         78.5970           181.425          0.865008
         78.6163           181.663          0.466818
         78.6357           181.878          0.865177
         78.6550           182.087          0.494729
         78.6744           182.300          0.765635
         78.6937           182.489          0.407420
         78.7130           182.695          0.838681
         78.7324           182.861          0.306572
         78.7517           183.030          0.777978
         78.7711           183.150          0.305408
         78.7904           183.210          0.608301
         78.8097           183.220          0.444639
         78.8291           183.169          0.425393
         78.8484           183.131          0.392739
         78.8677           183.049          0.586273
         78.8871           182.956          0.512918
         78.9064           182.866          0.591779
         78.9257           182.775          0.492340
         78.9451           182.705          0.524940
         78.9644           182.617          0.439871
         78.9837           182.559          0.521724
         79.0030           182.524          0.404616
         79.0224           182.521          0.470750
         79.0417           182.546          0.374831
         79.0610           182.574          0.685355
         79.0803           182.636          0.403521
         79.0996           182.667          0.425770
         79.1189           182.713          0.362042
         79.1383           182.761          0.502205
         79.1576           182.791          0.471995
         79.1769           182.842          0.588094
         79.1962           182.876          0.364203
         79.2155           182.907          0.631890
         79.2348           182.900          0.423643
         79.2541           182.868          0.677357
         79.2734           182.809          0.560481
         79.2927           182.771          0.815982
         79.3120           182.737          0.554315
         79.3313           182.680          0.543602
         79.3506           182.607          0.612097
         79.3699           182.496          0.705029
         79.3892           182.340          0.471897
         79.4085           182.175          0.656062
         79.4278           181.985          0.435726
         79.4471           181.822          0.688906
         79.4664           181.669          0.661691
         79.4857           181.541          0.671290
         79.5050           181.372          0.609633
         79.5243           181.225          0.938105
         79.5436           181.066          0.578900
         79.5628           180.950          0.904052
         79.5821           180.870          0.358331
         79.6014           180.872          0.784609
         79.6207           180.916          0.437681
         79.6400           181.015          0.885997
         79.6593           181.122          0.563140
         79.6785           181.269          0.995084
         79.6978           181.398          0.580006
         79.7171           181.548          0.689740
         79.7364           181.718          0.456650
         79.7556           181.958           1.03576
         79.7749           182.165          0.378858
         79.7942           182.397          0.520348
         79.8134           182.560          0.785017
         79.8327           182.738          0.699363
         79.8520           182.874          0.398505
         79.8712           183.018          0.820236
         79.8905           183.145          0.533625
         79.9098           183.311          0.878878
         79.9290           183.472          0.670702
         79.9483           183.646          0.757006
         79.9675           183.800          0.535542
         79.9868           183.978          0.899297
         80.0060           184.139          0.480128
         80.0253           184.364          0.829610
         80.0445           184.577          0.804539
         80.0638           184.843          0.749846
         80.0830           185.098          0.611875
         80.1023           185.397          0.653299
         80.1215           185.691          0.471259
         80.1408           186.015          0.738540
         80.1600           186.329          0.572257
         80.1793           186.630          0.779903
         80.1985           186.939          0.396331
         80.2177           187.271          0.729291
         80.2370           187.570          0.578433
         80.2562           187.867          0.728245
         80.2754           188.136          0.333341
         80.2947           188.428          0.623213
         80.3139           188.682          0.462747
         80.3331           188.901          0.697209
         80.3524           189.077          0.551469
         80.3716           189.244          0.770020
         80.3908           189.402          0.449152
         80.4100           189.528          0.729509
         80.4293           189.658          0.426986
         80.4485           189.776          0.575082
         80.4677           189.853          0.447732
         80.4869           189.923          0.543956
         80.5061           189.989          0.503007
         80.5254           190.030          0.585615
         80.5446           190.058          0.432792
         80.5638           190.107          0.657524
         80.5830           190.136          0.662721
         80.6022           190.168          0.509244
         80.6214           190.198          0.525142
         80.6406           190.186          0.597598
         80.6598           190.158          0.509171
         80.6790           190.130          0.570850
         80.6982           190.107          0.583035
         80.7174           190.050          0.659928
         80.7366           190.004          0.604785
         80.7558           189.954          0.583430
         80.7750           189.918          0.617671
         80.7942           189.900          0.599662
         80.8134           189.856          0.520716
         80.8326           189.847          0.817637
         80.8518           189.835          0.344210
         80.8710           189.800          0.679029
         80.8902           189.790          0.359917
         80.9094           189.772          0.582059
         80.9285           189.770          0.340449
         80.9477           189.758          0.726396
         80.9669           189.784          0.316706
         80.9861           189.781          0.712716
         81.0053           189.758          0.377641
         81.0244           189.727          0.939431
         81.0436           189.653          0.418074
         81.0628           189.618          0.740656
         81.0820           189.617          0.467972
         81.1011           189.624          0.558161
         81.1203           189.673          0.396777
         81.1395           189.732          0.601833
         81.1586           189.810          0.447158
         81.1778           189.856          0.501651
         81.1969           189.906          0.495156
         81.2161           189.982          0.566817
         81.2353           190.106          0.438799
         81.2544           190.278          0.489048
         81.2736           190.456          0.479763
         81.2927           190.666          0.561266
         81.3119           190.851          0.475503
         81.3310           191.007          0.566529
         81.3502           191.133          0.387443
         81.3693           191.259          0.606559
         81.3885           191.419          0.505137
         81.4076           191.626          0.548439
         81.4268           191.833          0.455944
         81.4459           192.034          0.533911
         81.4651           192.212          0.398586
         81.4842           192.383          0.610904
         81.5033           192.530          0.369093
         81.5225           192.717          0.625074
         81.5416           192.920          0.376371
         81.5607           193.201          0.797701
         81.5799           193.526          0.482155
         81.5990           193.875          0.626314
         81.6181           194.232          0.371395
         81.6372           194.603          0.593318
         81.6564           194.978          0.485587
         81.6755           195.382          0.492349
         81.6946           195.814          0.510540
         81.7137           196.281          0.509643
         81.7329           196.740          0.549720
         81.7520           197.204          0.471880
         81.7711           197.630          0.463577
         81.7902           198.033          0.556004
         81.8093           198.381          0.489759
         81.8284           198.679          0.496424
         81.8475           198.975          0.734030
         81.8666           199.257          0.499870
         81.8857           199.496          0.772564
         81.9048           199.700          0.378734
         81.9239           199.895          0.688745
         81.9430           200.046          0.323936
         81.9621           200.163          0.640249
         81.9812           200.270          0.470379
         82.0003           200.358          0.770030
         82.0194           200.445          0.330989
         82.0385           200.493          0.742311
         82.0576           200.516          0.271383
         82.0767           200.503          0.701359
         82.0958           200.494          0.314812
         82.1149           200.474          0.759198
         82.1339           200.431          0.430867
         82.1530           200.419          0.649527
         82.1721           200.402          0.432780
         82.1912           200.388          0.534545
         82.2103           200.427          0.478166
         82.2293           200.450          0.599962
         82.2484           200.549          0.627796
         82.2675           200.647          0.770133
         82.2866           200.819          0.568934
         82.3056           201.008          0.552660
         82.3247           201.219          0.497389
         82.3437           201.431          0.560501
         82.3628           201.641          0.391200
         82.3819           201.862          0.791912
         82.4009           202.063          0.400243
         82.4200           202.232          0.750199
         82.4390           202.449          0.357520
         82.4581           202.577          0.726127
         82.4772           202.732          0.658666
         82.4962           202.801          0.563184
         82.5153           202.827          0.441354
         82.5343           202.819          0.787821
         82.5533           202.777          0.733105
         82.5724           202.745          0.666527
         82.5914           202.691          0.473359
         82.6105           202.635          0.604239
         82.6295           202.553          0.516356
         82.6485           202.421          0.827729
         82.6676           202.312          0.552874
         82.6866           202.155          0.578443
         82.7056           202.047          0.535053
         82.7247           201.944          0.698454
         82.7437           201.829          0.353787
         82.7627           201.764          0.639402
         82.7818           201.663          0.711921
         82.8008           201.597          0.650313
         82.8198           201.544          0.760764
         82.8388           201.490          0.410434
         82.8578           201.469          0.755784
         82.8768           201.460          0.472182
         82.8959           201.488          0.372404
         82.9149           201.507          0.654937
         82.9339           201.557          0.652939
         82.9529           201.634          0.463201
         82.9719           201.721          0.668374
         82.9909           201.890          0.474710
         83.0099           202.066          0.762468
         83.0289           202.270          0.441926
         83.0479           202.491          0.632775
         83.0669           202.716          0.513638
         83.0859           202.994          0.566958
         83.1049           203.256          0.529143
         83.1239           203.557          0.539688
         83.1429           203.861          0.434259
         83.1619           204.191          0.588897
         83.1808           204.497          0.454574
         83.1998           204.762          0.479223
         83.2188           204.981          0.376195
         83.2378           205.134          0.416021
         83.2568           205.265          0.330615
         83.2758           205.419          0.562662
         83.2947           205.512          0.245249
         83.3137           205.589          0.532983
         83.3327           205.645          0.484216
         83.3516           205.713          0.457180
         83.3706           205.779          0.432839
         83.3896           205.868          0.422032
         83.4085           205.954          0.423347
         83.4275           206.085          0.473343
         83.4465           206.274          0.354706
         83.4654           206.483          0.436802
         83.4844           206.658          0.303842
         83.5033           206.844          0.320038
         83.5223           207.005          0.322802
         83.5412           207.186          0.430413
         83.5602           207.344          0.407647
         83.5791           207.437          0.380933
         83.5981           207.498          0.364229
         83.6170           207.519          0.307884
         83.6360           207.495          0.456974
         83.6549           207.408          0.395189
         83.6738           207.317          0.400193
         83.6928           207.193          0.310963
         83.7117           207.080          0.577001
         83.7306           207.020          0.301802
         83.7496           206.957          0.539227
         83.7685           206.911          0.466527
         83.7874           206.876          0.560895
         83.8064           206.857          0.273637
         83.8253           206.884          0.544389
         83.8442           206.897          0.431062
         83.8631           206.948          0.574738
         83.8820           206.978          0.337469
         83.9010           207.061          0.579473
         83.9199           207.120          0.299626
         83.9388           207.196          0.470176
         83.9577           207.255          0.418209
         83.9766           207.294          0.504944
         83.9955           207.357          0.271332
         84.0144           207.396          0.340643
         84.0333           207.440          0.543953
         84.0522           207.529          0.427704
         84.0711           207.608          0.349853
         84.0900           207.748          0.491725
         84.1089           207.872          0.297312
         84.1278           208.050          0.546134
         84.1467           208.239          0.294230
         84.1656           208.466          0.453218
         84.1844           208.712          0.358526
         84.2033           208.956          0.505740
         84.2222           209.231          0.572947
         84.2411           209.472          0.306541
         84.2600           209.704          0.557931
         84.2788           209.932          0.450077
         84.2977           210.114          0.405557
         84.3166           210.310          0.426279
         84.3355           210.464          0.611930
         84.3543           210.599          0.313324
         84.3732           210.717          0.557552
         84.3921           210.824          0.297223
         84.4109           210.936          0.530856
         84.4298           211.003          0.393017
         84.4486           211.106          0.434916
         84.4675           211.224          0.428858
         84.4863           211.357          0.556191
         84.5052           211.486          0.509527
         84.5240           211.605          0.678240
         84.5429           211.745          0.664736
         84.5617           211.850          0.498677
         84.5806           211.930          0.293457
         84.5994           211.992          0.376398
         84.6183           212.047          0.319842
         84.6371           212.082          0.404813
         84.6559           212.073          0.345619
         84.6748           212.026          0.586007
         84.6936           211.978          0.398355
         84.7124           211.935          0.498012
         84.7313           211.906          0.307893
         84.7501           211.920          0.406589
         84.7689           211.990          0.463255
         84.7877           212.072          0.396599
         84.8065           212.207          0.450546
         84.8254           212.375          0.381365
         84.8442           212.596          0.306566
         84.8630           212.826          0.400349
         84.8818           213.116          0.583624
         84.9006           213.401          0.298232
         84.9194           213.703          0.405916
         84.9382           213.976          0.264757
         84.9570           214.222          0.537516
         84.9758           214.424          0.350280
         84.9946           214.579          0.427612
         85.0134           214.678          0.287356
         85.0322           214.752          0.401313
         85.0510           214.804          0.425054
         85.0698           214.850          0.377216
         85.0886           214.878          0.352974
         85.1074           214.888          0.442837
         85.1261           214.878          0.366395
         85.1449           214.894          0.364690
         85.1637           214.896          0.334336
         85.1825           214.918          0.527403
         85.2013           214.991          0.414824
         85.2200           215.081          0.443814
         85.2388           215.204          0.250076
         85.2576           215.307          0.485831
         85.2763           215.422          0.374257
         85.2951           215.496          0.325834
         85.3139           215.569          0.407968
         85.3326           215.600          0.372255
         85.3514           215.611          0.476336
         85.3701           215.561          0.302325
         85.3889           215.459          0.509800
         85.4076           215.302          0.236398
         85.4264           215.103          0.478920
         85.4451           214.801          0.439838
         85.4639           214.471          0.524434
         85.4826           214.103          0.405959
         85.5014           213.736          0.467503
         85.5201           213.343          0.306817
         85.5388           213.005          0.462221
         85.5576           212.659          0.295868
         85.5763           212.363          0.501891
         85.5950           212.070          0.301189
         85.6138           211.818          0.414709
         85.6325           211.610          0.376789
         85.6512           211.440          0.430130
         85.6699           211.331          0.310191
         85.6887           211.248          0.380681
         85.7074           211.252          0.555399
         85.7261           211.252          0.232165
         85.7448           211.273          0.399819
         85.7635           211.289          0.326333
         85.7822           211.301          0.403954
         85.8009           211.359          0.262349
         85.8196           211.430          0.552647
         85.8383           211.529          0.295149
         85.8570           211.685          0.524313
         85.8757           211.839          0.304318
         85.8944           212.046          0.450779
         85.9131           212.213          0.207077
         85.9318           212.446          0.542857
         85.9505           212.653          0.335644
         85.9692           212.944          0.429114
         85.9879           213.278          0.273698
         86.0065           213.653          0.412144
         86.0252           214.003          0.334509
         86.0439           214.345          0.502992
         86.0626           214.652          0.335465
         86.0812           214.986          0.422234
         86.0999           215.286          0.357123
         86.1186           215.584          0.427286
         86.1372           215.889          0.337645
         86.1559           216.189          0.290504
         86.1746           216.436          0.492270
         86.1932           216.625          0.346194
         86.2119           216.762          0.513516
         86.2305           216.864          0.270196
         86.2492           216.909          0.371153
         86.2678           216.976          0.244118
         86.2865           217.002          0.418155
         86.3051           217.016          0.320288
         86.3238           217.031          0.410813
         86.3424           217.055          0.386988
         86.3610           217.087          0.497929
         86.3797           217.115          0.396389
         86.3983           217.178          0.438239
         86.4169           217.269          0.324290
         86.4356           217.423          0.373999
         86.4542           217.598          0.317414
         86.4728           217.804          0.366551
         86.4914           218.067          0.428698
         86.5101           218.331          0.413858
         86.5287           218.608          0.383438
         86.5473           218.847          0.357710
         86.5659           219.044          0.500547
         86.5845           219.193          0.286479
         86.6031           219.304          0.359039
         86.6217           219.365          0.313623
         86.6403           219.376          0.429440
         86.6589           219.388          0.357324
         86.6775           219.337          0.549608
         86.6961           219.261          0.250489
         86.7147           219.184          0.403462
         86.7333           219.047          0.365844
         86.7519           218.894          0.379993
         86.7705           218.746          0.379319
         86.7891           218.629          0.369679
         86.8076           218.554          0.313583
         86.8262           218.507          0.462754
         86.8448           218.523          0.402344
         86.8634           218.533          0.372749
         86.8819           218.588          0.551650
         86.9005           218.610          0.412521
         86.9191           218.654          0.441671
         86.9377           218.710          0.359625
         86.9562           218.809          0.379646
         86.9748           218.976          0.282079
         86.9933           219.213          0.578914
         87.0119           219.472          0.246775
         87.0304           219.766          0.454367
         87.0490           220.028          0.307966
         87.0675           220.324          0.439094
         87.0861           220.621          0.364471
         87.1046           220.974          0.526300
         87.1232           221.349          0.312581
         87.1417           221.766          0.361993
         87.1602           222.197          0.289262
         87.1788           222.606          0.479878
         87.1973           222.932          0.359734
         87.2158           223.221          0.469640
         87.2344           223.476          0.637497
         87.2529           223.701          0.342553
         87.2714           223.922          0.679989
         87.2899           224.104          0.268586
         87.3084           224.273          0.431844
         87.3270           224.361          0.365431
         87.3455           224.409          0.642942
         87.3640           224.386          0.478503
         87.3825           224.343          0.647941
         87.4010           224.302          0.309062
         87.4195           224.266          0.623276
         87.4380           224.216          0.415472
         87.4565           224.173          0.540036
         87.4750           224.098          0.389702
         87.4935           224.046          0.480205
         87.5120           223.936          0.336228
         87.5304           223.892          0.604185
         87.5489           223.836          0.446546
         87.5674           223.822          0.482049
         87.5859           223.836          0.575487
         87.6044           223.873          0.212763
         87.6228           223.930          0.573080
         87.6413           223.987          0.478480
         87.6598           224.069          0.504360
         87.6782           224.172          0.208655
         87.6967           224.281          0.621504
         87.7152           224.430          0.362102
         87.7336           224.546          0.617001
         87.7521           224.717          0.271265
         87.7705           224.867          0.459317
         87.7890           225.003          0.290738
         87.8074           225.132          0.423927
         87.8259           225.241          0.364437
         87.8443           225.372          0.631568
         87.8628           225.536          0.454082
         87.8812           225.696          0.251998
         87.8997           225.860          0.458581
         87.9181           226.033          0.313992
         87.9365           226.225          0.407869
         87.9549           226.412          0.290014
         87.9734           226.654          0.308240
         87.9918           226.928          0.229171
         88.0102           227.238          0.470900
         88.0286           227.545          0.317935
