       Wave (um)         Flux (Jy)
         396.669        -0.0583442
         396.826         -0.339715
         396.984         -0.542269
         397.141         -0.598878
         397.299         -0.496757
         397.457         -0.276804
         397.615        -0.0151018
         397.773          0.202586
         397.931          0.307460
         398.090          0.274112
         398.248          0.140094
         398.407       0.000992269
         398.566        -0.0348508
         398.725         0.0838213
         398.884          0.305639
         399.043          0.500891
         399.202          0.545568
         399.362          0.402247
         399.521          0.137880
         399.681         -0.126445
         399.841         -0.286456
         400.001         -0.318059
         400.161         -0.259326
         400.321         -0.178569
         400.481         -0.133982
         400.642         -0.148602
         400.802         -0.209315
         400.963         -0.283385
         401.124         -0.339309
         401.285         -0.360265
         401.446         -0.345657
         401.607         -0.304037
         401.769         -0.245052
         401.930         -0.176369
         402.092         -0.106411
         402.253        -0.0483933
         402.415        -0.0197012
         402.577        -0.0342531
         402.739        -0.0904973
         402.902         -0.162037
         403.064         -0.213551
         403.227         -0.205566
         403.389         -0.118399
         403.552         0.0323220
         403.715          0.197560
         403.878          0.314849
         404.041          0.337744
         404.204          0.259734
         404.368          0.119221
         404.531        -0.0184154
         404.695        -0.0933235
         404.859        -0.0814492
         405.023       -0.00618790
         405.187         0.0755264
         405.351          0.105789
         405.516         0.0596037
         405.680        -0.0387013
         405.845         -0.125696
         406.010         -0.130124
         406.175        -0.0208915
         406.340          0.179580
         406.505          0.399170
         406.670          0.548186
         406.836          0.562902
         407.001          0.437650
         407.167          0.228755
         407.333         0.0280155
         407.499        -0.0811751
         407.665        -0.0630329
         407.831         0.0553781
         407.997          0.199922
         408.164          0.287461
         408.331          0.266794
         408.497          0.142277
         408.664        -0.0306357
         408.831         -0.174304
         408.999         -0.226442
         409.166         -0.166841
         409.334        -0.0304756
         409.501          0.117805
         409.669          0.212959
         409.837          0.218213
         410.005          0.138704
         410.173         0.0152061
         410.341        -0.0969231
         410.510         -0.152558
         410.678         -0.134210
         410.847        -0.0558834
         411.016         0.0460382
         411.185          0.129034
         411.354          0.160447
         411.523          0.127640
         411.693         0.0400986
         411.862        -0.0754925
         412.032         -0.184605
         412.202         -0.255783
         412.372         -0.270496
         412.542         -0.226939
         412.712         -0.142210
         412.883        -0.0458597
         413.053         0.0311194
         413.224         0.0682895
         413.395         0.0638712
         413.566         0.0347307
         413.737        0.00751573
         413.908        0.00449005
         414.079         0.0310184
         414.251         0.0714240
         414.423         0.0962610
         414.594         0.0779568
         414.766        0.00706894
         414.939        -0.0997623
         415.111         -0.205108
         415.283         -0.267446
         415.456         -0.261444
         415.628         -0.191985
         415.801        -0.0877227
         415.974        0.00829602
         416.147         0.0605077
         416.320         0.0570934
         416.494         0.0129413
         416.667        -0.0412843
         416.841        -0.0773767
         417.015        -0.0847550
         417.189        -0.0742607
         417.363        -0.0691063
         417.537        -0.0889177
         417.712         -0.136673
         417.886         -0.196300
         418.061         -0.242182
         418.236         -0.254458
         418.411         -0.230663
         418.586         -0.186232
         418.761         -0.144151
         418.937         -0.120953
         419.112         -0.108408
         419.288        -0.0833249
         419.464        -0.0199069
         419.640         0.0924755
         419.816          0.237651
         419.992          0.375481
         420.169          0.458703
         420.345          0.455271
         420.522          0.364068
         420.699          0.215404
         420.876         0.0559827
         421.053        -0.0731551
         421.231         -0.153502
         421.408         -0.191826
         421.586         -0.208356
         421.764         -0.218635
         421.942         -0.220922
         422.120         -0.198096
         422.298         -0.134257
         422.476        -0.0236839
         422.655          0.109400
         422.834          0.219192
         423.013          0.259951
         423.192          0.210560
         423.371         0.0884840
         423.550        -0.0560213
         423.730         -0.163667
         423.909         -0.195567
         424.089         -0.152293
         424.269        -0.0717906
         424.449       -0.00708991
         424.629        0.00385086
         424.810        -0.0408313
         424.990         -0.106937
         425.171         -0.145127
         425.352         -0.120602
         425.533        -0.0353712
         425.714         0.0681887
         425.895          0.143332
         426.077          0.153469
         426.258         0.0965946
         426.440        0.00656612
         426.622        -0.0677502
         426.804        -0.0917112
         426.986        -0.0649232
         427.169        -0.0198758
         427.351       0.000152636
         427.534        -0.0297408
         427.717        -0.0980445
         427.900         -0.161862
         428.083         -0.172846
         428.266         -0.108670
         428.450        0.00960971
         428.633          0.126252
         428.817          0.181820
         429.001          0.148004
         429.185         0.0439434
         429.370        -0.0681776
         429.554         -0.126251
         429.739         -0.105162
         429.923        -0.0331759
         430.108         0.0252694
         430.293         0.0125072
         430.479        -0.0795417
         430.664         -0.195331
         430.850         -0.243822
         431.035         -0.156540
         431.221         0.0585906
         431.407          0.305291
         431.593          0.445965
         431.780          0.388058
         431.966          0.157002
         432.153         -0.101638
         432.340         -0.210798
         432.527        -0.0944959
         432.714          0.144136
         432.901          0.291576
         433.089          0.194570
         433.276        -0.0891813
         433.464         -0.313754
         433.652         -0.252664
         433.840         0.0878254
         434.029          0.450679
         434.217          0.531846
         434.406          0.227790
         434.594         -0.288327
         434.783         -0.707041
         434.973         -0.806177
         435.162         -0.580335
         435.351         -0.205095
         435.541          0.103914
         435.731          0.224127
         435.921          0.173447
         436.111         0.0646960
         436.301         0.0147741
         436.491         0.0762675
         436.682          0.212988
         436.873          0.336344
         437.064          0.366106
         437.255          0.277873
         437.446          0.112691
         437.638        -0.0516986
         437.829         -0.146987
         438.021         -0.149793
         438.213        -0.0877590
         438.405        -0.0163506
         438.597         0.0168608
         438.790       -0.00159365
         438.982        -0.0484514
         439.175        -0.0834616
         439.368        -0.0772016
         439.561        -0.0293862
         439.755         0.0323000
         439.948         0.0701420
         440.142         0.0623459
         440.335         0.0130544
         440.529        -0.0512913
         440.724        -0.0994475
         440.918         -0.114645
         441.112         -0.103254
         441.307        -0.0878909
         441.502        -0.0901153
         441.697         -0.114215
         441.892         -0.142837
         442.087         -0.147461
         442.283         -0.107319
         442.479        -0.0248711
         442.675         0.0722163
         442.871          0.144512
         443.067          0.162256
         443.263          0.122255
         443.460         0.0502799
         443.657        -0.0126725
         443.853        -0.0337040
         444.051       -0.00505153
         444.248         0.0523817
         444.445          0.102010
         444.643          0.113400
         444.841         0.0800805
         445.039         0.0231190
         445.237        -0.0214874
         445.435        -0.0241380
         445.634         0.0208031
         445.832         0.0914085
         446.031          0.150583
         446.230          0.167240
         446.429          0.133947
         446.629         0.0708978
         446.828         0.0139259
         447.028       -0.00649274
         447.228         0.0169394
         447.428         0.0639696
         447.628         0.0977699
         447.829         0.0866027
         448.029         0.0223978
         448.230        -0.0735051
         448.431         -0.160793
         448.632         -0.201117
         448.834         -0.178108
         449.035         -0.105672
         449.237        -0.0204289
         449.439         0.0373270
         449.641         0.0436357
         449.843        0.00136630
         450.046        -0.0638206
         450.248         -0.118980
         450.451         -0.141900
         450.654         -0.131862
         450.857         -0.107830
         451.061        -0.0958445
         451.264         -0.112958
         451.468         -0.157034
         451.672         -0.206559
         451.876         -0.231186
         452.080         -0.206769
         452.285         -0.127404
         452.490       -0.00894427
         452.694          0.117040
         452.899          0.215480
         453.105          0.260687
         453.310          0.244481
         453.516          0.177199
         453.721         0.0821834
         453.927        -0.0129539
         454.133        -0.0845554
         454.340         -0.118015
         454.546         -0.109340
         454.753        -0.0642870
         454.960        0.00365439
         455.167         0.0760338
         455.374          0.133283
         455.582          0.160185
         455.789          0.151089
         455.997          0.112457
         456.205         0.0606139
         456.413         0.0147351
         456.622        -0.0118200
         456.830        -0.0173681
         457.039        -0.0115207
         457.248       -0.00856412
         457.457        -0.0182943
         457.667        -0.0397137
         457.876        -0.0615386
         458.086        -0.0694614
         458.296        -0.0560104
         458.506        -0.0268276
         458.716       0.000904858
         458.927        0.00766785
         459.138        -0.0166435
         459.349        -0.0632590
         459.560         -0.107773
         459.771         -0.120981
         459.982        -0.0841003
         460.194      -0.000164278
         460.406          0.105045
         460.618          0.193590
         460.830          0.232460
         461.043          0.208561
         461.255          0.134016
         461.468         0.0393360
         461.681        -0.0416774
         461.895        -0.0872391
         462.108        -0.0953976
         462.322        -0.0810677
         462.536        -0.0649624
         462.750        -0.0613446
         462.964        -0.0715199
         463.178        -0.0861709
         463.393        -0.0934508
         463.608        -0.0885182
         463.823        -0.0768354
         464.038        -0.0697684
         464.253        -0.0754072
         464.469        -0.0907064
         464.685         -0.100524
         464.901        -0.0850053
         465.117        -0.0315330
         465.334         0.0556701
         465.550          0.154353
         465.767          0.232980
         465.984          0.265211
         466.201          0.242557
         466.419          0.178271
         466.636          0.100295
         466.854         0.0369839
         467.072        0.00333405
         467.291       -0.00490501
         467.509       -0.00699813
         467.728        -0.0242232
         467.947        -0.0669915
         468.166         -0.128542
         468.385         -0.188584
         468.604         -0.224458
         468.824         -0.223217
         469.044         -0.187847
         469.264         -0.134389
         469.484        -0.0821477
         469.705        -0.0430549
         469.926        -0.0164614
         470.147        0.00777356
         470.368         0.0401872
         470.589         0.0824522
         470.811          0.123951
         471.032          0.146596
         471.254          0.135561
         471.477         0.0899809
         471.699         0.0233221
         471.922        -0.0390982
         472.144        -0.0728076
         472.367        -0.0664520
         472.591        -0.0274082
         472.814         0.0221318
         473.038         0.0564329
         473.262         0.0588821
         473.486         0.0293903
         473.710        -0.0169732
         473.935        -0.0588310
         474.159        -0.0796825
         474.384        -0.0753690
         474.609        -0.0542767
         474.835        -0.0309749
         475.060        -0.0174863
         475.286        -0.0173008
         475.512        -0.0248859
         475.738        -0.0299342
         475.965        -0.0272045
         476.191        -0.0173822
         476.418       -0.00716228
         476.645       -0.00490356
         476.873        -0.0152360
         477.100        -0.0362622
         477.328        -0.0608088
         477.556        -0.0806038
         477.784        -0.0904026
         478.012        -0.0894492
         478.241        -0.0795606
         478.470        -0.0616086
         478.699        -0.0332768
         478.928        0.00978611
         479.158         0.0696773
         479.387          0.141432
         479.617          0.211080
         479.847          0.258856
         480.078          0.267117
         480.308          0.224764
         480.539          0.135643
         480.770         0.0169491
         481.001         -0.106992
         481.233         -0.212749
         481.465         -0.283975
         481.696         -0.313381
         481.929         -0.300867
         482.161         -0.250324
         482.394         -0.167973
         482.626        -0.0632883
         482.859         0.0489769
         483.093          0.148670
         483.326          0.214281
         483.560          0.230647
         483.794          0.196728
         484.028          0.128597
         484.262         0.0547170
         484.497        0.00473082
         484.732       -0.00705586
         484.967         0.0132775
         485.202         0.0410268
         485.438         0.0453273
         485.674        0.00613664
         485.910        -0.0733504
         486.146         -0.165953
         486.382         -0.232699
         486.619         -0.242220
         486.856         -0.187408
         487.093        -0.0902854
         487.330        0.00799056
         487.568         0.0673628
         487.806         0.0689809
         488.044         0.0247547
         488.282        -0.0288503
         488.521        -0.0497007
         488.759        -0.0117600
         488.998         0.0816167
         489.238          0.197426
         489.477          0.290263
         489.717          0.323366
         489.957          0.284889
         490.197          0.191443
         490.437         0.0779704
         490.678        -0.0198120
         490.919        -0.0808967
         491.160         -0.104779
         491.401         -0.105928
         491.643         -0.101485
         491.885         -0.100014
         492.127        -0.0976616
         492.369        -0.0831972
         492.612        -0.0479659
         492.855        0.00584531
         493.098         0.0638319
         493.341          0.105747
         493.584          0.115714
         493.828         0.0895706
         494.072         0.0366270
         494.316        -0.0261555
         494.561        -0.0830531
         494.805         -0.126120
         495.050         -0.155871
         495.296         -0.176475
         495.541         -0.189344
         495.787         -0.189942
         496.033         -0.170236
         496.279         -0.125375
         496.525        -0.0599649
         496.772         0.0107234
         497.019         0.0663389
         497.266         0.0911992
         497.513         0.0826476
         497.761         0.0528338
         498.009         0.0223001
         498.257        0.00861875
         498.505         0.0179077
         498.754         0.0413116
         499.003         0.0615455
         499.252         0.0643139
         499.501         0.0477825
         499.751         0.0242356
         500.001         0.0125336
         500.251         0.0255836
         500.501         0.0603745
         500.752         0.0969903
         501.003          0.107984
         501.254         0.0734206
         501.505       -0.00677598
         501.757         -0.110334
         502.009         -0.201870
         502.261         -0.249138
         502.513         -0.237655
         502.766         -0.176065
         503.019        -0.0900047
         503.272       -0.00588403
         503.526         0.0603481
         503.779          0.108626
         504.033          0.149243
         504.287          0.190744
         504.542          0.229534
         504.796          0.248206
         505.051          0.224252
         505.307          0.144259
         505.562         0.0150709
         505.818         -0.135129
         506.074         -0.267164
         506.330         -0.347231
         506.587         -0.360437
         506.843         -0.314288
         507.100         -0.230922
         507.358         -0.133417
         507.615        -0.0350382
         507.873         0.0618939
         508.131          0.161921
         508.389          0.262100
         508.648          0.346855
         508.907          0.392582
         509.166          0.380508
         509.425          0.310115
         509.685          0.203649
         509.945         0.0971089
         510.205         0.0215001
         510.465        -0.0149226
         510.726        -0.0318968
         510.987        -0.0649374
         511.248         -0.141131
         511.510         -0.256797
         511.772         -0.371405
         512.034         -0.424073
         512.296         -0.365817
         512.559         -0.190857
         512.821         0.0510855
         513.085          0.275958
         513.348          0.399943
         513.612          0.380993
         513.876          0.239522
         514.140         0.0465186
         514.404         -0.114871
         514.669         -0.193205
         514.934         -0.193102
         515.199         -0.165925
         515.465         -0.172113
         515.731         -0.237930
         515.997         -0.333896
         516.263         -0.390395
         516.530         -0.343439
         516.797         -0.182986
         517.064         0.0294439
         517.332          0.191706
         517.599          0.227396
         517.867          0.145237
         518.136         0.0454330
         518.404         0.0487004
         518.673          0.192843
         518.942          0.377694
         519.212          0.426647
         519.481          0.240301
         519.751        -0.0837214
         520.022         -0.294256
         520.292         -0.188508
         520.563          0.194798
         520.834          0.574579
         521.106          0.636576
         521.377          0.274043
         521.649         -0.338276
         521.922         -0.879762
         522.194          -1.10202
         522.467         -0.961000
         522.740         -0.596278
         523.014         -0.209079
         523.287         0.0615085
         523.561          0.190490
         523.835          0.239950
         524.110          0.290562
         524.385          0.381967
         524.660          0.494109
         524.935          0.570944
         525.211          0.563749
         525.487          0.464368
         525.763          0.309555
         526.040          0.157251
         526.317         0.0521435
         526.594        0.00245583
         526.871        -0.0190254
         527.149        -0.0523625
         527.427         -0.121814
         527.705         -0.219183
         527.984         -0.308596
         528.263         -0.348561
         528.542         -0.317785
         528.822         -0.227449
         529.101         -0.114865
         529.382        -0.0225971
         529.662         0.0237402
         529.943         0.0258836
         530.224        0.00645496
         530.505       -0.00893087
         530.787       -0.00890100
         531.068       -0.00205684
         531.351       -0.00817719
         531.633        -0.0413796
         531.916        -0.0966842
         532.199         -0.149182
         532.482         -0.166822
         532.766         -0.129133
         533.050        -0.0403564
         533.334         0.0714020
         533.619          0.168879
         533.904          0.223369
         534.189          0.229317
         534.475          0.202842
         534.760          0.168063
         535.046          0.140806
         535.333          0.121031
         535.620         0.0990568
         535.907         0.0697929
         536.194         0.0413739
         536.482         0.0277817
         536.770         0.0298654
         537.058         0.0251836
         537.346        -0.0141490
         537.635        -0.0846027
         537.925         -0.134085
         538.214        -0.0973472
         538.504         0.0374069
         538.794          0.196729
         539.085          0.267180
         539.375          0.180172
         539.666        -0.0342338
         539.958         -0.273527
         540.249         -0.435556
         540.542         -0.475658
         540.834         -0.413420
         541.127         -0.299742
         541.419         -0.178229
         541.713        -0.0674244
         542.006         0.0316632
         542.300          0.116837
         542.595          0.173954
         542.889          0.184032
         543.184          0.141714
         543.479         0.0675832
         543.775        0.00106108
         544.071        -0.0231742
         544.367        0.00278555
         544.663         0.0566266
         544.960         0.0995525
         545.257          0.102534
         545.555         0.0613843
         545.853       -0.00291765
         546.151        -0.0561741
         546.449        -0.0677280
         546.748        -0.0247628
         547.047         0.0612402
         547.346          0.158511
         547.646          0.228131
         547.946          0.240848
         548.247          0.189636
         548.547         0.0917986
         548.848        -0.0203961
         549.150         -0.115468
         549.452         -0.176405
         549.754         -0.205248
         550.056         -0.216710
         550.359         -0.225190
         550.662         -0.236738
         550.965         -0.243623
         551.269         -0.231540
         551.573         -0.191095
         551.877         -0.126269
         552.182        -0.0543555
         552.487        0.00301726
         552.793         0.0324213
         553.098         0.0368916
         553.404         0.0344045
         553.711         0.0468236
         554.018         0.0855551
         554.325          0.142451
         554.632          0.191953
         554.940          0.204026
         555.248          0.161134
         555.557         0.0697529
         555.865        -0.0400503
         556.175         -0.126831
         556.484         -0.160629
         556.794         -0.133403
         557.104        -0.0626792
         557.415         0.0182874
         557.725         0.0776236
         558.037         0.0994292
         558.348         0.0882619
         558.660         0.0619144
         558.972         0.0376682
         559.285         0.0206427
         559.598        0.00138471
         559.911        -0.0360895
         560.225         -0.100676
         560.539         -0.183564
         560.854         -0.257381
         561.168         -0.286589
         561.483         -0.244156
         561.799         -0.125691
         562.115         0.0467862
         562.431          0.229772
         562.747          0.377808
         563.064          0.459762
         563.381          0.467989
         563.699          0.416429
         564.017          0.329639
         564.335          0.229397
         564.654          0.126115
         564.973         0.0189271
         565.292        -0.0968154
         565.612         -0.219961
         565.932         -0.338014
         566.252         -0.429009
         566.573         -0.469841
         566.894         -0.446522
         567.216         -0.361026
         567.538         -0.231545
         567.860        -0.0863076
         568.183         0.0458413
         568.506          0.141657
         568.829          0.189569
         569.153          0.189580
         569.477          0.150919
         569.802         0.0890655
         570.126         0.0227708
         570.452        -0.0292926
         570.777        -0.0528353
         571.103        -0.0427108
         571.430       -0.00614682
         571.756         0.0380723
         572.083         0.0658192
         572.411         0.0577968
         572.739        0.00950884
         573.067        -0.0641275
         573.396         -0.132850
         573.725         -0.163099
         574.054         -0.133012
         574.384        -0.0432624
         574.714         0.0808427
         575.044          0.199470
         575.375          0.274044
         575.706          0.282230
         576.038          0.225181
         576.370          0.124127
         576.702        0.00892120
         577.035        -0.0950475
         577.368         -0.174896
         577.702         -0.229971
         578.036         -0.264904
         578.370         -0.281362
         578.705         -0.274133
         579.040         -0.234175
         579.375         -0.156604
         579.711        -0.0483371
         580.047         0.0699864
         580.384          0.169753
         580.721          0.225147
         581.059          0.225899
         581.396          0.179665
         581.735          0.108179
         582.073         0.0367586
         582.412        -0.0169292
         582.752        -0.0487911
         583.091        -0.0662101
         583.432        -0.0798749
         583.772        -0.0947836
         584.113         -0.105951
         584.455         -0.101256
         584.796        -0.0695637
         585.139       -0.00904839
         585.481         0.0693525
         585.824          0.145586
         586.168          0.199240
         586.511          0.218523
         586.856          0.204156
         587.200          0.165769
         587.545          0.120636
         587.891         0.0802246
         588.236         0.0477930
         588.583         0.0204521
         588.929       -0.00588906
         589.276        -0.0321589
         589.624        -0.0555657
         589.972        -0.0730281
         590.320        -0.0857158
         590.669         -0.100639
         591.018         -0.126978
         591.367         -0.168492
         591.717         -0.216693
         592.067         -0.249963
         592.418         -0.241073
         592.769         -0.170583
         593.121        -0.0394727
         593.473          0.125866
         593.825          0.279639
         594.178          0.379784
         594.531          0.400495
         594.885          0.344630
         595.239          0.241702
         595.594          0.132868
         595.949         0.0509386
         596.304        0.00574024
         596.660        -0.0176100
         597.016        -0.0468711
         597.373         -0.103972
         597.730         -0.189850
         598.087         -0.281340
         598.445         -0.341972
         598.803         -0.340946
         599.162         -0.269963
         599.521         -0.148792
         599.881        -0.0164466
         600.241         0.0868745
         600.602          0.136824
         600.963          0.139865
         601.324          0.121789
         601.686          0.113257
         602.048          0.132619
         602.411          0.175935
         602.774          0.219570
         603.137          0.233422
         603.501          0.197325
         603.866          0.111894
         604.231       -0.00141477
         604.596         -0.110263
         604.962         -0.185554
         605.328         -0.212336
         605.695         -0.192909
         606.062         -0.142329
         606.429        -0.0805782
         606.797        -0.0260957
         607.166        0.00680645
         607.535        0.00764888
         607.904        -0.0214973
         608.274        -0.0704713
         608.644         -0.119779
         609.014         -0.146210
         609.386         -0.133219
         609.757        -0.0794410
         610.129       0.000710010
         610.502         0.0846742
         610.875          0.151992
         611.248          0.190821
         611.622          0.198607
         611.996          0.179232
         612.371          0.139837
         612.746         0.0886572
         613.122         0.0334396
         613.498        -0.0199403
         613.875        -0.0680347
         614.252         -0.108976
         614.629         -0.140816
         615.007         -0.156814
         615.386         -0.149316
         615.765         -0.113167
         616.144        -0.0508314
         616.524         0.0245655
         616.904         0.0915024
         617.285          0.127905
         617.666          0.121321
         618.048         0.0760951
         618.430         0.0130674
         618.813        -0.0390733
         619.196        -0.0570697
         619.580        -0.0344313
         619.964         0.0151449
         620.349         0.0643092
         620.734         0.0852916
         621.119         0.0629782
         621.505        0.00116788
         621.892        -0.0808553
         622.279         -0.159982
         622.666         -0.220103
         623.054         -0.258186
         623.443         -0.281546
         623.831         -0.298787
         624.221         -0.310612
         624.611         -0.306641
         625.001         -0.270514
         625.392         -0.190335
         625.783        -0.0679244
         626.175         0.0791075
         626.568          0.224202
         626.960          0.343847
         627.354          0.427538
         627.748          0.479604
         628.142          0.511641
         628.537          0.530354
         628.932          0.529083
         629.328          0.489641
         629.724          0.391108
         630.121          0.228683
         630.518         0.0234410
         630.916         -0.180624
         631.314         -0.333044
         631.713         -0.399499
         632.112         -0.378581
         632.512         -0.303022
         632.913         -0.223565
         633.313         -0.183284
         633.715         -0.195833
         634.117         -0.239468
         634.519         -0.270392
         634.922         -0.248357
         635.325         -0.160490
         635.729        -0.0301218
         636.133         0.0944214
         636.538          0.165353
         636.944          0.161754
         637.350         0.0947171
         637.756        0.00451891
         638.163        -0.0638793
         638.571        -0.0852667
         638.979        -0.0650863
         639.387        -0.0313463
         639.796        -0.0131642
         640.206        -0.0197730
         640.616        -0.0336008
         641.027        -0.0223101
         641.438         0.0374760
         641.850          0.140025
         642.262          0.247900
         642.675          0.310454
         643.088          0.293467
         643.502          0.201730
         643.916         0.0788991
         644.331        -0.0172078
         644.746        -0.0493065
         645.162        -0.0358895
         645.579        -0.0330882
         645.996        -0.0961050
         646.414         -0.228810
         646.832         -0.360627
         647.250         -0.380454
         647.670         -0.219267
         648.089         0.0734007
         648.510          0.331473
         648.930          0.379233
         649.352          0.178467
         649.774         -0.112105
         650.196         -0.241479
         650.619        -0.0697009
         651.043          0.303722
         651.467          0.607640
         651.892          0.609140
         652.317          0.287775
         652.743         -0.164087
         653.169         -0.506512
         653.596         -0.605334
         654.023         -0.497458
         654.451         -0.329131
         654.880         -0.238181
         655.309         -0.268166
         655.739         -0.358778
         656.169         -0.401645
         656.600         -0.316443
         657.031         -0.100727
         657.463          0.170367
         657.896          0.387891
         658.329          0.467699
         658.763          0.391149
         659.197          0.208211
         659.632        0.00510454
         660.067         -0.142880
         660.503         -0.206717
         660.940         -0.209070
         661.377         -0.201769
         661.815         -0.226217
         662.253         -0.289073
         662.692         -0.358100
         663.131         -0.379591
         663.571         -0.313161
         664.012         -0.158978
         664.453         0.0381661
         664.895          0.210523
         665.337          0.302984
         665.780          0.302749
         666.224          0.245560
         666.668          0.223564
         667.113          0.202534
         667.558          0.204528
         668.004          0.131664
         668.450         -0.178554
         668.898         -0.912294
