       Wave (um)         Flux (Jy)
         261.029         -0.455173
         261.097        -0.0806920
         261.165          0.249078
         261.233          0.589379
         261.302          0.920450
         261.370           1.14755
         261.438           1.16100
         261.507          0.911963
         261.575          0.454684
         261.644        -0.0697349
         261.712         -0.497115
         261.781         -0.714509
         261.849         -0.704875
         261.918         -0.540177
         261.986         -0.331245
         262.055         -0.166931
         262.124        -0.0740784
         262.192        -0.0172338
         262.261         0.0678963
         262.330          0.230550
         262.399          0.476442
         262.468          0.767430
         262.537           1.04560
         262.606           1.26487
         262.675           1.39461
         262.744           1.42957
         262.813           1.37075
         262.882           1.20992
         262.951          0.929390
         263.020          0.518116
         263.089       -0.00595047
         263.158         -0.583264
         263.228          -1.12117
         263.297          -1.52268
         263.366          -1.72253
         263.436          -1.71243
         263.505          -1.54243
         263.575          -1.29748
         263.644          -1.06169
         263.714         -0.887411
         263.783         -0.783098
         263.853         -0.722565
         263.922         -0.666711
         263.992         -0.583104
         264.062         -0.451919
         264.131         -0.275356
         264.201        -0.0537370
         264.271          0.217000
         264.341          0.539517
         264.411          0.902462
         264.481           1.26956
         264.551           1.58089
         264.621           1.76946
         264.691           1.78711
         264.761           1.62650
         264.831           1.32677
         264.901          0.958511
         264.971          0.594731
         265.042          0.282641
         265.112         0.0303209
         265.182         -0.185468
         265.252         -0.396330
         265.323         -0.617549
         265.393         -0.835963
         265.464          -1.01606
         265.534          -1.11849
         265.605          -1.13029
         265.675          -1.06550
         265.746         -0.959202
         265.817         -0.848197
         265.887         -0.751521
         265.958         -0.663226
         266.029         -0.561343
         266.099         -0.427222
         266.170         -0.262218
         266.241        -0.0906506
         266.312         0.0535650
         266.383          0.149337
         266.454          0.205373
         266.525          0.260779
         266.596          0.366421
         266.667          0.556521
         266.738          0.825390
         266.809           1.12275
         266.881           1.37111
         266.952           1.49711
         267.023           1.46253
         267.094           1.26892
         267.166          0.958876
         267.237          0.592510
         267.309          0.223714
         267.380         -0.112258
         267.452         -0.397419
         267.523         -0.621023
         267.595         -0.771751
         267.666         -0.839805
         267.738         -0.828059
         267.810         -0.763281
         267.882         -0.695857
         267.953         -0.682741
         268.025         -0.759397
         268.097         -0.915351
         268.169          -1.08980
         268.241          -1.19379
         268.313          -1.15076
         268.385         -0.935189
         268.457         -0.588494
         268.529         -0.203939
         268.601          0.136999
         268.673          0.387476
         268.745          0.553862
         268.818          0.674485
         268.890          0.775782
         268.962          0.842927
         269.035          0.830271
         269.107          0.706545
         269.179          0.497879
         269.252          0.289269
         269.324          0.177802
         269.397          0.212722
         269.470          0.368581
         269.542          0.569786
         269.615          0.737803
         269.688          0.826146
         269.760          0.817110
         269.833          0.700541
         269.906          0.462367
         269.979         0.0956431
         270.052         -0.379392
         270.125         -0.879719
         270.198          -1.29844
         270.271          -1.53867
         270.344          -1.55287
         270.417          -1.36389
         270.490          -1.05513
         270.563         -0.735701
         270.636         -0.498041
         270.710         -0.386572
         270.783         -0.388963
         270.856         -0.450033
         270.930         -0.498639
         271.003         -0.474710
         271.077         -0.346868
         271.150         -0.116577
         271.224          0.188205
         271.297          0.524454
         271.371          0.845193
         271.445           1.10804
         271.518           1.27979
         271.592           1.33706
         271.666           1.28588
         271.740           1.14572
         271.813          0.950075
         271.887          0.740387
         271.961          0.555349
         272.035          0.419764
         272.109          0.336731
         272.183          0.286329
         272.257          0.232145
         272.332          0.134668
         272.406        -0.0320864
         272.480         -0.267067
         272.554         -0.537529
         272.629         -0.788452
         272.703         -0.963334
         272.777          -1.02793
         272.852         -0.981641
         272.926         -0.848716
         273.001         -0.654900
         273.075         -0.410316
         273.150         -0.117128
         273.225          0.204989
         273.299          0.496050
         273.374          0.669866
         273.449          0.660483
         273.523          0.467091
         273.598          0.163177
         273.673         -0.140486
         273.748         -0.350213
         273.823         -0.427315
         273.898         -0.389101
         273.973         -0.281205
         274.048         -0.144154
         274.123        0.00490070
         274.198          0.168405
         274.274          0.349969
         274.349          0.536177
         274.424          0.691340
         274.500          0.768687
         274.575          0.731582
         274.650          0.573566
         274.726          0.327552
         274.801         0.0431128
         274.877         -0.221790
         274.952         -0.425024
         275.028         -0.552507
         275.104         -0.615277
         275.179         -0.635344
         275.255         -0.629488
         275.331         -0.599821
         275.407         -0.535776
         275.483         -0.424901
         275.558         -0.265708
         275.634        -0.0747874
         275.710          0.115782
         275.786          0.268984
         275.863          0.356023
         275.939          0.365457
         276.015          0.305017
         276.091          0.196518
         276.167         0.0676535
         276.244        -0.0537475
         276.320         -0.139056
         276.396         -0.181671
         276.473         -0.175988
         276.549         -0.123555
         276.626        -0.0361100
         276.702         0.0644538
         276.779          0.150340
         276.855          0.195844
         276.932          0.186818
         277.009          0.126714
         277.086         0.0357133
         277.162        -0.0573111
         277.239         -0.126712
         277.316         -0.159902
         277.393         -0.160268
         277.470         -0.142218
         277.547         -0.121373
         277.624         -0.106007
         277.701        -0.0947168
         277.778        -0.0814578
         277.855        -0.0630846
         277.933        -0.0422590
         278.010        -0.0426367
         278.087        -0.0832434
         278.165         -0.168930
         278.242         -0.282679
         278.319         -0.386503
         278.397         -0.433711
         278.474         -0.387543
         278.552         -0.237547
         278.630       -0.00602442
         278.707          0.258790
         278.785          0.499340
         278.863          0.667516
         278.941          0.737415
         279.018          0.707839
         279.096          0.595956
         279.174          0.427365
         279.252          0.228732
         279.330         0.0256410
         279.408         -0.155644
         279.486         -0.286153
         279.564         -0.334770
         279.643         -0.291593
         279.721         -0.163146
         279.799         0.0198305
         279.877          0.206196
         279.956          0.339166
         280.034          0.375103
         280.113          0.298603
         280.191          0.127084
         280.270        -0.0967243
         280.348         -0.320230
         280.427         -0.497220
         280.505         -0.597921
         280.584         -0.610709
         280.663         -0.538082
         280.742         -0.391727
         280.820         -0.191147
         280.899         0.0343935
         280.978          0.244338
         281.057          0.391147
         281.136          0.431757
         281.215          0.342800
         281.294          0.142908
         281.374         -0.113271
         281.453         -0.346426
         281.532         -0.477708
         281.611         -0.456748
         281.691         -0.280252
         281.770        0.00735582
         281.849          0.330970
         281.929          0.611664
         282.008          0.791300
         282.088          0.845028
         282.168          0.778946
         282.247          0.617866
         282.327          0.391972
         282.407          0.130191
         282.486         -0.138334
         282.566         -0.379085
         282.646         -0.550894
         282.726         -0.613604
         282.806         -0.544730
         282.886         -0.359123
         282.966        -0.0943070
         283.046          0.178667
         283.126          0.382544
         283.206          0.462264
         283.287          0.403577
         283.367          0.235036
         283.447         0.0128662
         283.528         -0.203033
         283.608         -0.369952
         283.688         -0.471172
         283.769         -0.510687
         283.850         -0.500303
         283.930         -0.448454
         284.011         -0.358198
         284.091         -0.234318
         284.172        -0.0931310
         284.253         0.0342234
         284.334          0.109977
         284.415          0.106993
         284.496         0.0240678
         284.577         -0.113243
         284.658         -0.238230
         284.739         -0.291591
         284.820         -0.241101
         284.901        -0.0936993
         284.982          0.109716
         285.063          0.315084
         285.145          0.480513
         285.226          0.591859
         285.307          0.660840
         285.389          0.708068
         285.470          0.742602
         285.552          0.751662
         285.633          0.707703
         285.715          0.589088
         285.796          0.401327
         285.878          0.184470
         285.960      -0.000560374
         286.042         -0.100863
         286.124         -0.100440
         286.205        -0.0334652
         286.287         0.0247622
         286.369         0.0117507
         286.451         -0.108218
         286.533         -0.321446
         286.616         -0.572215
         286.698         -0.793114
         286.780         -0.938970
         286.862          -1.00490
         286.945          -1.01820
         287.027          -1.01075
         287.109         -0.990245
         287.192         -0.930639
         287.274         -0.789269
         287.357         -0.541341
         287.439         -0.208870
         287.522          0.137040
         287.605          0.406699
         287.688          0.540116
         287.770          0.543878
         287.853          0.490660
         287.936          0.475611
         288.019          0.550671
         288.102          0.684464
         288.185          0.766368
         288.268          0.678210
         288.351          0.389887
         288.434         0.0133126
         288.518         -0.242216
         288.601         -0.210471
         288.684         0.0848702
         288.767          0.402762
         288.851          0.450015
         288.934          0.132428
         289.018         -0.316161
         289.101         -0.493049
         289.185         -0.167532
         289.269          0.483712
         289.352          0.985322
         289.436          0.929496
         289.520          0.286452
         289.604         -0.591337
         289.688          -1.23885
         289.772          -1.37887
         289.856          -1.06455
         289.940         -0.559602
         290.024         -0.139858
         290.108         0.0615342
         290.192         0.0855074
         290.276         0.0687272
         290.361          0.128471
         290.445          0.285883
         290.529          0.464732
         290.614          0.552837
         290.698          0.480694
         290.783          0.268028
         290.867         0.0134453
         290.952         -0.162528
         291.037         -0.185104
         291.121        -0.0640318
         291.206          0.116892
         291.291          0.250090
         291.376          0.263394
         291.461          0.156398
         291.546       -0.00130866
         291.631         -0.138694
         291.716         -0.203839
         291.801         -0.196191
         291.886         -0.159685
         291.971         -0.147166
         292.057         -0.182023
         292.142         -0.241333
         292.227         -0.270881
         292.313         -0.221995
         292.398        -0.0871235
         292.484         0.0885885
         292.569          0.227845
         292.655          0.262901
         292.741          0.174563
         292.826        0.00593400
         292.912         -0.157565
         292.998         -0.231307
         293.084         -0.174118
         293.170       -0.00754700
         293.256          0.199436
         293.342          0.373577
         293.428          0.454275
         293.514          0.438886
         293.600          0.369999
         293.686          0.303404
         293.773          0.274498
         293.859          0.280448
         293.945          0.287693
         294.032          0.258113
         294.118          0.176539
         294.205         0.0622553
         294.291        -0.0428429
         294.378         -0.102275
         294.465         -0.111800
         294.551         -0.107922
         294.638         -0.151837
         294.725         -0.296115
         294.812         -0.552392
         294.899         -0.877737
         294.986          -1.18759
         295.073          -1.38800
         295.160          -1.40941
         295.247          -1.24397
         295.334         -0.930415
         295.422         -0.536390
         295.509         -0.131799
         295.596          0.231504
         295.684          0.524687
         295.771          0.734059
         295.859          0.850440
         295.946          0.865610
         296.034          0.779491
         296.121          0.612313
         296.209          0.411189
         296.297          0.242406
         296.385          0.169228
         296.473          0.224744
         296.560          0.393812
         296.648          0.614885
         296.736          0.802981
         296.825          0.883461
         296.913          0.820886
         297.001          0.629682
         297.089          0.361948
         297.177         0.0822895
         297.266         -0.158414
         297.354         -0.336850
         297.443         -0.454457
         297.531         -0.523751
         297.620         -0.554827
         297.708         -0.551286
         297.797         -0.517253
         297.886         -0.468244
         297.974         -0.435693
         298.063         -0.457885
         298.152         -0.559746
         298.241         -0.731930
         298.330         -0.922966
         298.419          -1.05206
         298.508          -1.03979
         298.597         -0.843290
         298.686         -0.478260
         298.776        -0.0185452
         298.865          0.425663
         298.954          0.767408
         299.044          0.953399
         299.133          0.980728
         299.223          0.887525
         299.312          0.728241
         299.402          0.549771
         299.491          0.380554
         299.581          0.235048
         299.671          0.126261
         299.761         0.0738739
         299.851         0.0998128
         299.941          0.212112
         300.031          0.387633
         300.121          0.567220
         300.211          0.670764
         300.301          0.628990
         300.391          0.416978
         300.481         0.0722550
         300.572         -0.314169
         300.662         -0.633988
         300.752         -0.812520
         300.843         -0.807260
         300.933         -0.649417
         301.024         -0.415499
         301.115         -0.188086
         301.205        -0.0220341
         301.296         0.0700489
         301.387          0.109091
         301.478          0.126043
         301.569          0.138898
         301.660          0.142946
         301.751          0.117158
         301.842         0.0406850
         301.933        -0.0907612
         302.024         -0.255980
         302.115         -0.409772
         302.207         -0.495776
         302.298         -0.469333
         302.389         -0.321526
         302.481        -0.0901239
         302.572          0.154604
         302.664          0.341141
         302.756          0.456737
         302.847          0.515923
         302.939          0.529722
         303.031          0.474024
         303.123          0.301969
         303.215        0.00350840
         303.307         -0.342755
         303.399         -0.587983
         303.491         -0.606846
         303.583         -0.399767
         303.675         -0.108431
         303.767         0.0753432
         303.860         0.0401170
         303.952         -0.173169
         304.044         -0.406521
         304.137         -0.488291
         304.229         -0.331446
         304.322         0.0302053
         304.415          0.471943
         304.507          0.842857
         304.600           1.02676
         304.693          0.983356
         304.786          0.742706
         304.879          0.383146
         304.972       -0.00165083
         305.065         -0.331104
         305.158         -0.553485
         305.251         -0.646890
         305.344         -0.612879
         305.437         -0.468828
         305.531         -0.244338
         305.624         0.0182970
         305.717          0.265438
         305.811          0.439665
         305.904          0.494984
         305.998          0.414333
         306.092          0.220786
         306.185        -0.0251075
         306.279         -0.244274
         306.373         -0.367898
         306.467         -0.364104
         306.561         -0.249877
         306.655        -0.0889643
         306.749         0.0399017
         306.843         0.0748404
         306.937       -0.00430559
         307.032         -0.169778
         307.126         -0.361008
         307.220         -0.512578
         307.315         -0.580880
         307.409         -0.556840
         307.504         -0.460203
         307.598         -0.321274
         307.693         -0.162572
         307.788        0.00844854
         307.882          0.192248
         307.977          0.381942
         308.072          0.552378
         308.167          0.662705
         308.262          0.673375
         308.357          0.567880
         308.452          0.367558
         308.547          0.131583
         308.643        -0.0733929
         308.738         -0.184815
         308.833         -0.168335
         308.929        -0.0309864
         309.024          0.179805
         309.120          0.392711
         309.215          0.541555
         309.311          0.594333
         309.406          0.564126
         309.502          0.492503
         309.598          0.414602
         309.694          0.331266
         309.790          0.209604
         309.886         0.0126983
         309.982         -0.263019
         310.078         -0.570668
         310.174         -0.830835
         310.271         -0.974782
         310.367         -0.985370
         310.463         -0.905485
         310.560         -0.815899
         310.656         -0.797710
         310.753         -0.861010
         310.849         -0.937039
         310.946         -0.915040
         311.043         -0.706751
         311.139         -0.301324
         311.236          0.225699
         311.333          0.759135
         311.430           1.21938
         311.527           1.61275
         311.624           2.00653
         311.721           2.41440
         311.818           2.64560
         311.916           2.17196
         312.013          0.118350
         312.110         -0.647811
         312.208          -1.09737
         312.305          -1.44605
         312.403          -1.55644
         312.501          -1.38252
         312.598         -0.997785
         312.696         -0.578320
         312.794         -0.327846
         312.892         -0.378269
         312.990         -0.715803
         313.088          -1.17249
         313.186          -1.49413
         313.284          -1.45739
         313.382         -0.982330
         313.480         -0.184035
         313.578          0.666180
         313.677           1.25754
         313.775           1.38313
         313.874           1.02879
         313.972          0.386766
         314.071         -0.229650
         314.170         -0.530161
         314.268         -0.381327
         314.367          0.132873
         314.466          0.752225
         314.565           1.16328
         314.664           1.14588
         314.763          0.674665
         314.862        -0.0706891
         314.961         -0.788481
         315.060          -1.19073
         315.160          -1.12793
         315.259         -0.647565
         315.358         0.0359088
         315.458          0.640818
         315.558          0.939221
         315.657          0.845465
         315.757          0.437873
         315.857        -0.0879756
         315.956         -0.512536
         316.056         -0.677785
         316.156         -0.542152
         316.256         -0.183126
         316.356          0.245064
         316.456          0.575876
         316.556          0.690597
         316.657          0.554598
         316.757          0.222037
         316.857         -0.187821
         316.958         -0.532450
         317.058         -0.692896
         317.159         -0.612913
         317.259         -0.318970
         317.360         0.0858936
         317.461          0.455121
         317.562          0.649945
         317.663          0.594385
         317.764          0.315743
         317.865        -0.0892622
         317.966         -0.461117
         318.067         -0.648063
         318.168         -0.570762
         318.269         -0.256075
         318.371          0.173177
         318.472          0.549381
         318.573          0.729742
         318.675          0.653919
         318.776          0.364818
         318.878        -0.0148280
         318.980         -0.337515
         319.082         -0.491567
         319.183         -0.441175
         319.285         -0.231486
         319.387         0.0385486
         319.489          0.259902
         319.591          0.351813
         319.694          0.279164
         319.796         0.0785219
         319.898         -0.180868
         320.001         -0.413854
         320.103         -0.541034
         320.206         -0.510868
         320.308         -0.318005
         320.411        -0.0135534
         320.513          0.300542
         320.616          0.498875
         320.719          0.479030
         320.822          0.212437
         320.925         -0.224763
         321.028         -0.662200
         321.131         -0.893598
         321.234         -0.764606
         321.337         -0.252574
         321.441          0.503171
         321.544           1.24316
         321.647           1.69051
         321.751           1.67605
         321.854           1.21612
         321.958          0.511680
         322.062         -0.140498
         322.166         -0.484938
         322.269         -0.426423
         322.373        -0.0711040
         322.477          0.332193
         322.581          0.521394
         322.685          0.355577
         322.789         -0.115400
         322.894         -0.681457
         322.998          -1.08575
         323.102          -1.15945
         323.207         -0.905424
         323.311         -0.487041
         323.416         -0.131243
         323.520       -0.00170914
         323.625         -0.113476
         323.730         -0.349913
         323.835         -0.541069
         323.940         -0.580803
         324.045         -0.492996
         324.150         -0.401445
         324.255         -0.419753
         324.360         -0.537461
         324.465         -0.596039
         324.571         -0.397248
         324.676          0.116019
         324.781          0.749903
         324.887           1.14589
         324.992           1.04061
         325.098          0.496482
         325.204         -0.109845
         325.310         -0.378567
         325.415         -0.204713
         325.521          0.159322
         325.627          0.356049
         325.733          0.195994
         325.840         -0.178517
         325.946         -0.457267
         326.052         -0.420082
         326.158        -0.0726937
         326.265          0.401737
         326.371          0.792652
         326.478          0.983032
         326.585          0.970493
         326.691          0.809046
         326.798          0.539653
         326.905          0.167174
         327.012         -0.307922
         327.119         -0.837239
         327.226          -1.30168
         327.333          -1.54515
         327.440          -1.45163
         327.547          -1.01595
         327.655         -0.355308
         327.762          0.287940
         327.869          0.700745
         327.977          0.788310
         328.085          0.614544
         328.192          0.363365
         328.300          0.236919
         328.408          0.345630
         328.516          0.649424
         328.624          0.982506
         328.732           1.14791
         328.840           1.02949
         328.948          0.659616
         329.056          0.204751
         329.165         -0.123759
         329.273         -0.185490
         329.381        0.00982808
         329.490          0.302868
         329.598          0.467355
         329.707          0.333993
         329.816         -0.136887
         329.925         -0.811458
         330.034          -1.44891
         330.143          -1.81514
         330.252          -1.78753
         330.361          -1.40115
         330.470         -0.817531
         330.579         -0.237518
         330.688          0.193019
         330.798          0.437014
         330.907          0.556864
         331.017          0.654611
         331.126          0.799851
         331.236          0.986317
         331.346           1.13814
         331.456           1.15786
         331.566          0.985620
         331.676          0.636217
         331.786          0.195750
         331.896         -0.223332
         332.006         -0.528530
         332.116         -0.683540
         332.227         -0.711554
         332.337         -0.669506
         332.447         -0.611364
         332.558         -0.562741
         332.669         -0.518094
         332.779         -0.458014
         332.890         -0.371772
         333.001         -0.269397
         333.112         -0.175768
         333.223         -0.112327
         333.334        -0.0797718
         333.445        -0.0549454
         333.556       -0.00519386
         333.668         0.0882721
         333.779          0.211311
         333.890          0.313395
         334.002          0.347822
         334.114          0.282080
         334.225          0.124554
         334.337        -0.0725773
         334.449         -0.235058
         334.561         -0.300644
         334.673         -0.248181
         334.785         -0.106507
         334.897         0.0607104
         335.009          0.186035
         335.121          0.228679
         335.234          0.189834
         335.346          0.106813
         335.459         0.0314744
         335.571        0.00559489
         335.684         0.0451550
         335.796          0.139559
         335.909          0.259202
         336.022          0.360092
         336.135          0.433899
         336.248          0.467710
         336.361          0.450112
         336.474          0.373114
         336.588          0.236409
         336.701         0.0547882
         336.814         -0.137951
         336.928         -0.294866
         337.041         -0.372297
         337.155         -0.350662
         337.269         -0.248383
         337.383         -0.119571
         337.496        -0.0334946
         337.610        -0.0437734
         337.724         -0.161890
         337.838         -0.348616
         337.953         -0.529027
         338.067         -0.626756
         338.181         -0.604783
         338.296         -0.458791
         338.410         -0.241696
         338.525        -0.0327249
         338.639         0.0993650
         338.754          0.124841
         338.869         0.0632234
         338.984        -0.0281893
         339.099        -0.0804573
         339.214        -0.0417886
         339.329          0.102756
         339.444          0.326521
         339.559          0.571017
         339.675          0.764341
         339.790          0.841957
         339.905          0.764365
         340.021          0.528874
         340.137          0.173145
         340.252         -0.232657
         340.368         -0.607210
         340.484         -0.860251
         340.600         -0.941149
         340.716         -0.851379
         340.832         -0.642754
         340.948         -0.396984
         341.065         -0.191694
         341.181        -0.0680484
         341.298        -0.0153802
         341.414         0.0181234
         341.531         0.0934640
         341.647          0.243102
         341.764          0.447743
         341.881          0.641107
         341.998          0.741937
         342.115          0.697714
         342.232          0.517022
         342.349          0.272216
         342.466         0.0673630
         342.584        -0.0156656
         342.701         0.0550148
         342.819          0.229561
         342.936          0.403771
         343.054          0.472324
         343.172          0.383026
         343.289          0.165554
         343.407        -0.0813042
         343.525         -0.238304
         343.643         -0.226221
         343.761        -0.0473690
         343.880          0.213359
         343.998          0.429089
         344.116          0.493024
         344.235          0.370856
         344.353          0.117279
         344.472         -0.151488
         344.591         -0.314992
         344.709         -0.307025
         344.828         -0.146768
         344.947         0.0754088
         345.066          0.241926
         345.185          0.266353
         345.304          0.133759
         345.424        -0.0955341
         345.543         -0.318876
         345.663         -0.443238
         345.782         -0.430152
         345.902         -0.312309
         346.021         -0.175021
         346.141         -0.113066
         346.261         -0.184136
         346.381         -0.380915
         346.501         -0.633705
         346.621         -0.841560
         346.741         -0.917032
         346.862         -0.824776
         346.982         -0.597281
         347.102         -0.321304
         347.223         -0.107607
         347.343        -0.0413926
         347.464         -0.147765
         347.585         -0.379232
         347.706         -0.630943
         347.827         -0.779694
         347.948         -0.732603
         348.069         -0.467474
         348.190        -0.0479458
         348.311          0.394665
         348.433          0.708819
         348.554          0.782645
         348.676          0.592377
         348.797          0.217972
         348.919         -0.184250
         349.041         -0.443240
         349.163         -0.445126
         349.285         -0.183763
         349.407          0.235050
         349.529          0.630851
         349.651          0.833137
         349.773          0.756322
         349.896          0.439627
         350.018         0.0313570
         350.141         -0.277374
         350.263         -0.340089
         350.386         -0.123303
         350.509          0.276390
         350.632          0.675109
         350.755          0.885045
         350.878          0.799837
         351.001          0.442479
         351.124        -0.0457380
         351.248         -0.469514
         351.371         -0.666283
         351.494         -0.575582
         351.618         -0.259731
         351.742          0.132144
         351.866          0.426667
         351.989          0.509230
         352.113          0.366478
         352.237         0.0829660
         352.361         -0.203348
         352.486         -0.364135
         352.610         -0.333081
         352.734         -0.126607
         352.859          0.171941
         352.983          0.453013
         353.108          0.626201
         353.233          0.651317
         353.358          0.545420
         353.482          0.367605
         353.607          0.191575
         353.733         0.0783157
         353.858         0.0578923
         353.983          0.124144
         354.108          0.240999
         354.234          0.355566
         354.359          0.415928
         354.485          0.386984
         354.611          0.261557
         354.736         0.0632694
         354.862         -0.160802
         354.988         -0.356323
         355.114         -0.481673
         355.240         -0.523787
         355.367         -0.502547
         355.493         -0.460783
         355.619         -0.443504
         355.746         -0.475787
         355.873         -0.549961
         355.999         -0.629007
         356.126         -0.664857
         356.253         -0.622836
         356.380         -0.500297
         356.507         -0.330423
         356.634         -0.162946
         356.761        -0.0454064
         356.889      -0.000680991
         357.016        -0.0185106
         357.144        -0.0637452
         357.271        -0.0958907
         357.399        -0.0890026
         357.527        -0.0415683
         357.654         0.0275759
         357.782         0.0936363
         357.910          0.141178
         358.039          0.171526
         358.167          0.198414
         358.295          0.235763
         358.424          0.285696
         358.552          0.334654
         358.681          0.360262
         358.809          0.343978
         358.938          0.280940
         359.067          0.188819
         359.196         0.0928104
         359.325         0.0132943
         359.454        -0.0438816
         359.584        -0.0878963
         359.713         -0.133315
         359.842         -0.186579
         359.972         -0.238086
         360.101         -0.265228
         360.231         -0.245392
         360.361         -0.171075
         360.491        -0.0573252
         360.621         0.0637526
         360.751          0.158867
         360.881          0.210715
         361.011          0.225920
         361.142          0.228652
         361.272          0.242891
         361.403          0.273206
         361.534          0.305938
         361.664          0.310368
         361.795          0.260648
         361.926          0.155395
         362.057         0.0235907
         362.188        -0.0880852
         362.320         -0.140288
         362.451         -0.124517
         362.582        -0.0705513
         362.714        -0.0320937
         362.845        -0.0569730
         362.977         -0.158120
         363.109         -0.302123
         363.241         -0.423102
         363.373         -0.455898
         363.505         -0.371179
         363.637         -0.193317
         363.769        0.00911706
         363.902          0.155170
         364.034          0.195073
         364.167          0.129663
         364.299        0.00831507
         364.432        -0.0986792
         364.565         -0.137182
         364.698        -0.0952023
         364.831       -0.00437428
         364.964         0.0822505
         365.097          0.122026
         365.231          0.105584
         365.364         0.0579940
         365.498         0.0194004
         365.631         0.0180524
         365.765         0.0530101
         365.899         0.0970348
         366.033          0.117019
         366.167         0.0982034
         366.301         0.0557825
         366.435         0.0256117
         366.570         0.0383157
         366.704         0.0955703
         366.839          0.162933
         366.973          0.187245
         367.108          0.129738
         367.243       -0.00502175
         367.378         -0.163703
         367.513         -0.268799
         367.648         -0.261484
         367.783         -0.138584
         367.918         0.0395149
         368.054          0.177487
         368.189          0.196590
         368.325         0.0803869
         368.461         -0.112524
         368.596         -0.278408
         368.732         -0.325740
         368.868         -0.227288
         369.004        -0.0352089
         369.141          0.145658
         369.277          0.224467
         369.413          0.179255
         369.550         0.0707462
         369.686        0.00266004
         369.823         0.0491838
         369.960          0.194836
         370.097          0.330167
         370.234          0.315823
         370.371         0.0823140
         370.508         -0.300266
         370.646         -0.641042
         370.783         -0.741708
         370.921         -0.534484
         371.058         -0.139270
         371.196          0.221696
         371.334          0.399341
         371.472          0.433574
         371.610          0.499245
         371.748          0.707925
         371.886          0.970127
         372.024           1.03764
         372.163          0.710388
         372.301         0.0208862
         372.440         -0.759776
         372.579          -1.29979
         372.718          -1.41155
         372.857          -1.13704
         372.996         -0.678497
         373.135         -0.250043
         373.274         0.0376370
         373.414          0.197903
         373.553          0.306691
         373.693          0.418339
         373.832          0.518406
         373.972          0.538036
         374.112          0.412489
         374.252          0.141452
         374.392         -0.199277
         374.533         -0.482006
         374.673         -0.594229
         374.813         -0.499288
         374.954         -0.256616
         375.094        0.00943377
         375.235          0.174619
         375.376          0.177994
         375.517         0.0494029
         375.658         -0.111892
         375.799         -0.194091
         375.941         -0.133510
         376.082         0.0530441
         376.223          0.279502
         376.365          0.437086
         376.507          0.450057
         376.649          0.311676
         376.790         0.0841617
         376.932         -0.133973
         377.075         -0.259515
         377.217         -0.256757
         377.359         -0.148209
         377.502        0.00314600
         377.644          0.127195
         377.787          0.177267
         377.930          0.144614
         378.073         0.0536502
         378.216        -0.0551829
         378.359         -0.144148
         378.502         -0.189941
         378.645         -0.186307
         378.789         -0.140667
         378.932        -0.0695694
         379.076        0.00468353
         379.219         0.0571443
         379.363         0.0656700
         379.507         0.0191882
         379.651        -0.0745300
         379.796         -0.185250
         379.940         -0.269730
         380.084         -0.288776
         380.229         -0.226693
         380.373         -0.102636
         380.518         0.0340689
         380.663          0.124662
         380.808          0.128965
         380.953         0.0467526
         381.098        -0.0792292
         381.244         -0.181544
         381.389         -0.199581
         381.534         -0.108983
         381.680         0.0658066
         381.826          0.262213
         381.972          0.408141
         382.118          0.454172
         382.264          0.393269
         382.410          0.258784
         382.556          0.108547
         382.703       -0.00678592
         382.849        -0.0632703
         382.996        -0.0675304
         383.142        -0.0446863
         383.289        -0.0190637
         383.436       0.000432585
         383.583         0.0223922
         383.731         0.0625601
         383.878          0.128810
         384.025          0.211515
         384.173          0.285615
         384.320          0.323168
         384.468          0.308793
         384.616          0.248470
         384.764          0.166396
         384.912         0.0916904
         385.060         0.0422355
         385.209         0.0142618
         385.357       -0.00663120
         385.506        -0.0406345
         385.654        -0.0974697
         385.803         -0.168446
         385.952         -0.230757
         386.101         -0.260977
         386.250         -0.249702
         386.399         -0.208470
         386.549         -0.164680
         386.698         -0.147040
         386.848         -0.169865
         386.998         -0.225129
         387.147         -0.286754
         387.297         -0.324641
         387.447         -0.320380
         387.598         -0.275730
         387.748         -0.209268
         387.898         -0.144111
         388.049        -0.0951421
         388.199        -0.0533256
         388.350        0.00191644
         388.501         0.0908192
         388.652          0.218502
         388.803          0.366846
         388.954          0.498770
         389.106          0.573347
         389.257          0.564385
         389.409          0.473042
         389.560          0.328062
         389.712          0.173295
         389.864         0.0484514
         390.016        -0.0277986
         390.168        -0.0643494
         390.321        -0.0911444
         390.473         -0.142730
         390.626         -0.239879
         390.778         -0.377886
         390.931         -0.527132
         391.084         -0.642292
         391.237         -0.682888
         391.390         -0.629556
         391.543         -0.492390
         391.697         -0.307972
         391.850         -0.126204
         392.004        0.00797183
         392.158         0.0708932
         392.311         0.0684481
         392.465         0.0328360
         392.619        0.00870400
         392.774         0.0336304
         392.928          0.120631
         393.082          0.250337
         393.237          0.377215
         393.392          0.448523
         393.547          0.428658
         393.702          0.318245
         393.857          0.158285
         394.012         0.0142009
         394.167        -0.0514940
         394.322       -0.00925613
         394.478          0.120710
         394.634          0.274352
         394.789          0.371431
         394.945          0.353239
         395.101          0.212589
         395.258       0.000835358
         395.414         -0.193043
         395.570         -0.282768
         395.727         -0.225897
         395.884        -0.0460218
         396.040          0.175398
         396.197          0.334397
         396.354          0.350827
         396.511          0.203974
