                Line             LabWL(um)             ObsWL(um)           Sig_Cen(um)            Str(W/cm2)        Sig_str(W/cm2)              FWHM(um)          Sig_FWHM(um)        Base(W/cm2/um)       Noise(W/cm2/um)                   SNR                E_u(K)                A(s-1)                     g               RA(deg)              Dec(deg)                 Blend              Validity
             CO21-20           124.1964798           124.1979602        0.002330001386       7.673766131e-20       2.466598385e-21          0.1191480137          -998.0000000       6.243084841e-18       2.122738072e-20           28.51567860           1276.050000       0.0008833000000                    43           180.3982553          -65.14761521                     x                     1
      p-H2O4_04-3_13           125.3568344           125.3835880         0.01699767422       6.973590011e-21       1.631745997e-21          0.1195504118          -998.0000000       6.093028406e-18       1.852570215e-20           2.959300208           319.5000000          0.1727000000                     9           180.3982553          -65.14761521                     x                     1
      p-H2O3_31-3_22           126.7171097           126.7878004         0.01421295244      -7.839174844e-21       1.558161924e-21          0.1200099140          -998.0000000       5.997669174e-18       1.879491606e-20           3.266413815           410.4000000         0.07848000000                     7           180.3982553          -65.14761521                     x                     1
      o-H2O7_25-7_16           127.8873444           127.8755513         0.02358106125       4.529410905e-21       1.492092374e-21          0.1203943327          -998.0000000       5.958106635e-18       1.741901001e-20           2.029880990           1125.700000          0.1360000000                    45           180.3982553          -65.14761521                     x                     1
      o-H2O9_45-9_36           129.3421936           129.4448753          -999.0000000       5.327662873e-21       1.795941601e-21          0.1208564093          -998.0000000       5.851028934e-18       2.723432176e-20           1.521278937           1957.100000          0.1896000000                    57           180.3982553          -65.14761521                     x                     0
      o-H2O4_23-4_14           132.4117279           132.4259980         0.02524325025       5.489297009e-21       1.897714334e-21          0.1217761752          -998.0000000       5.578706586e-18       1.828304841e-20           2.317203410           432.2000000         0.08084000000                    27           180.3982553          -65.14761521                     x                     1
      o-H2O8_36-7_43           133.5524292           133.6552480         0.04063935190       3.560360600e-21       1.978242362e-21          0.1220978365          -998.0000000       5.483948665e-18       1.557504323e-20           1.759604746           1447.600000         0.01389000000                    51           180.3982553          -65.14761521                     x                     1
             OH15-13           135.9598083           136.0562823         0.03310868070       6.452387812e-21       2.862368386e-21          0.1227403061          -998.0000000       5.319871037e-18       2.239383840e-20           2.206292496           617.9000000        0.001060000000                     8           180.3982553          -65.14761521                     x                     1
      o-H2O3_30-3_21           136.4994354           136.5593032          0.3851894170      -2.776566248e-21       1.431433181e-20          0.1228759812          -998.0000000       5.268379463e-18       2.052231982e-20           1.034839405           410.7000000         0.06619000000                    21           180.3982553          -65.14761521                     x                     1
             CO19-18           137.1997833           137.2211484        0.001895342996       7.176664951e-20       1.832038295e-21          0.1230497427          -998.0000000       5.171945116e-18       1.844883306e-20           29.71196866           1049.840000       0.0006650000000                    39           180.3982553          -65.14761521                     x                     1
      p-H2O7_35-8_08           137.6865234           137.6432041          0.4160097961      -2.584063078e-21       1.467019936e-20          0.1231672902          -998.0000000       5.151981836e-18       1.476545972e-20           1.335423821           1175.100000       0.0004751000000                    15           180.3982553          -65.14761521                     x                     1
      p-H2O3_13-2_02           138.5312653           138.5201245        0.007936858494       1.640723846e-20       1.740290929e-21          0.1233662717          -998.0000000       5.032706043e-18       1.474521000e-20           8.477083400           204.7000000          0.1251000000                     7           180.3982553          -65.14761521                     x                     1
           OI3P0-3P1           145.4805603           145.4921517         0.07802138480       1.468089687e-20       1.517294815e-20          0.1247356115          -998.0000000       4.513769441e-18       2.230402121e-20           4.959493502           326.5790000       1.750000000e-05                     1           180.3982553          -65.14761521                     x                     1
      p-H2O4_31-4_22           146.9264221           147.0320601         0.03425990294       4.829291362e-21       2.178740536e-21          0.1249577438          -998.0000000       4.369910543e-18       1.803226644e-20           2.014319166           552.3000000         0.08187000000                     9           180.3982553          -65.14761521                     x                     1
      p-H2O8_35-8_26           148.7115631           148.7528381          -999.0000000      -3.672127599e-21       1.629373707e-21          0.1251977122          -998.0000000       4.240183287e-18       1.615138300e-20           1.706750436           1511.000000          0.1235000000                    17           180.3982553          -65.14761521                   Red                     0
      p-H2O5_42-6_15           148.7940979           148.7926879         0.02888125689      -4.132845190e-21       1.570043241e-21          0.1252082026          -998.0000000       4.236171216e-18       1.510409877e-20           2.053902897           877.8000000       0.0002956000000                    11           180.3982553          -65.14761521              Red/Blue                     1
             CO17-16           153.2705688           153.2777282        0.002407583355       7.764323395e-20       2.504687309e-21          0.1256428321          -998.0000000       3.946685252e-18       1.994772630e-20           29.11594335           845.5900000       0.0004829000000                    35           180.3982553          -65.14761521                     x                     1
             OH19-16           154.7834930           154.6766671          -999.0000000       3.293133530e-21       3.197058279e-21          0.1257341402          -998.0000000       3.830213700e-18       2.268812527e-20           1.084965381           875.1000000       0.0004350000000                    10           180.3982553          -65.14761521                     x                     0
      CII2P3_2-2P1_2           157.6922760           157.7542545        0.008388241024      -2.082466808e-20       2.333771827e-21          0.1258252613          -998.0000000       3.562840340e-18       1.847074231e-20           8.421399407           91.21000000       2.300000000e-06                     4           180.3982553          -65.14761521                     x                     1
      p-H2O3_31-4_04           158.3155060           158.4224134          -999.0000000       1.728875525e-21       4.864441252e-21          0.1258300339          -998.0000000       3.525157669e-18       1.759171327e-20          0.7340567604           410.4000000       0.0001630000000                     7           180.3982553          -65.14761521                     x                     0
      o-H2O8_45-7_52           159.0545349           159.0017221         0.02145731918      -5.722291194e-21       1.640082136e-21          0.1258299360          -998.0000000       3.514548809e-18       1.537591806e-20           2.779734330           1615.400000        0.006748000000                    51           180.3982553          -65.14761521                     x                     1
      o-H2O6_34-7_07           159.4042664           159.4467621          -999.0000000       5.020698497e-21       1.879447837e-21          0.1258253538          -998.0000000       3.485930568e-18       1.519066436e-20           2.468752661           933.7000000       0.0003660000000                    39           180.3982553          -65.14761521                   Red                     0
      p-H2O8_26-9_19           159.4892578           159.4497704         0.02787938758       5.023586845e-21       1.879447265e-21          0.1258242403          -998.0000000       3.485719972e-18       1.531252607e-20           2.450536210           1414.200000       0.0002755000000                    17           180.3982553          -65.14761521              Red/Blue                     0
      o-H2O5_32-5_23           160.5140991           160.6209840          -999.0000000      -1.295831274e-21       1.672689318e-21          0.1258035053          -998.0000000       3.397457756e-18       1.618518690e-20          0.5981310720           732.1000000         0.08174000000                    33           180.3982553          -65.14761521                     x                     0
             CO16-15           162.8157196           162.8153944        0.003467844020       7.385432326e-20       3.351245860e-21          0.1257021916          -998.0000000       3.335965381e-18       2.352949617e-20           23.46814772           751.7200000       0.0004050000000                    33           180.3982553          -65.14761521                     x                     1
               OH7-5           163.1246796           163.1140547          0.2750729146       4.282264801e-21       1.561700512e-20          0.1256828146          -998.0000000       3.320209534e-18       2.355844091e-20           1.359281617           270.2000000         0.06483000000                     4           180.3982553          -65.14761521                     x                     1
               OH6-4           163.4001312           163.4141441          0.1323725639       8.976990982e-21       1.592363442e-20          0.1256630567          -998.0000000       3.295190546e-18       2.472662234e-20           2.715293259           269.8000000         0.06450000000                     4           180.3982553          -65.14761521                     x                     1
      p-H2O7_35-6_42           169.7430420           169.7457039          0.1983870230       5.953189224e-22       1.603906730e-21          0.1248990228          -998.0000000       2.916073373e-18       1.665803240e-20          0.2689213681           1175.100000        0.006358000000                    15           180.3982553          -65.14761521                     x                     1
      p-H2O6_33-6_24           170.1434174           170.0988475         0.04379132561      -2.590191335e-21       1.499338785e-21          0.1248289639          -998.0000000       2.869238906e-18       1.586235931e-20           1.229439225           951.8000000         0.08175000000                    13           180.3982553          -65.14761521                     x                     1
             CO15-14           173.6358032           173.6307889        0.002796364884       6.877323348e-20       2.555825802e-21          0.1240909540          -998.0000000       2.600480679e-18       1.936727012e-20           26.89485940           663.3500000       0.0003354000000                    31           180.3982553          -65.14761521                     x                     1
      o-H2O4_32-5_05           174.9244080           174.9004145          0.1641552055      -2.962714980e-21       6.570632930e-21          0.1237637374          -998.0000000       2.569878217e-18       2.199958309e-20           1.022681441           550.4000000       0.0002499000000                    27           180.3982553          -65.14761521                     x                     1
      o-H2O2_12-1_01           179.5311737           179.5229917        0.003336558468       4.241354060e-20       1.935776500e-21          0.1223186356          -998.0000000       2.405073040e-18       2.013198674e-20           16.18764352           114.4000000         0.05593000000                    15           180.3982553          -65.14761521                     x                     1
      o-H2O2_21-2_12           180.4928131           180.4935462         0.03821978016       3.853316374e-21       2.010679005e-21          0.1219617076          -998.0000000       2.329449851e-18       2.099449750e-20           1.414373319           194.1000000         0.03058000000                    15           180.3982553          -65.14761521                     x                     1
             CO14-13           186.0039673           186.0033031        0.001743846978       7.919774482e-20       1.942707048e-21          0.1195151690          -998.0000000       2.204678863e-18       2.229060887e-20           27.93998840           580.4900000       0.0002739000000                    29           180.3982553          -65.14761521                     x                     1
      p-H2O4_13-4_04           187.1154327           187.1568733         0.01479948396       8.770547614e-21       1.807306866e-21          0.1189312083          -998.0000000       2.110530267e-18       1.716752454e-20           4.037212138           396.4000000         0.03726000000                     9           180.3982553          -65.14761521                     x                     1
      o-H2O8_54-9_27           187.8148804           187.7627836          0.1398738665       1.248413110e-21       2.423649239e-21          0.1185476540          -998.0000000       2.049322038e-18       2.084304151e-20          0.4748567669           1805.900000       0.0002999000000                    51           180.3982553          -65.14761521                     x                     1
             CO31-30           84.41284180           84.41284180          -998.0000000       2.688262188e-20       3.120959247e-21         0.03769095494          -998.0000000       8.841293184e-18       8.708530841e-20           7.697469134           2735.280000        0.002524000000                    63           180.3982553          -65.14761521        DoubleGaussian                     1
               OH9-3           84.42237091           84.42237091          -998.0000000           0.000000000          -998.0000000         0.03769095494          -998.0000000       8.842062035e-18       8.708530841e-20           0.000000000           291.2000000          0.5235000000                     8           180.3982553          -65.14761521        DoubleGaussian                     1
             CO23-22           113.4604568           113.4604568          -998.0000000       5.070324294e-20       4.108050082e-21          0.1149939118          -998.0000000       7.430505955e-18       3.024658920e-20           13.70070292           1524.190000        0.001139000000                    47           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O4_14-3_03           113.5402069           113.5402069          -998.0000000       4.966208702e-20       4.110841559e-21          0.1149939118          -998.0000000       7.423344128e-18       3.024658920e-20           13.41936849           323.5000000          0.2463000000                    27           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O7_53-8_26           130.3219910           130.3219910          -998.0000000           0.000000000          -998.0000000          0.1211584575          -998.0000000       5.693340585e-18       2.951032944e-20           0.000000000           1524.600000       0.0004122000000                    15           180.3982553          -65.14761521        DoubleGaussian                     1
             CO20-19           130.3722076           130.3722076          -998.0000000       7.945222937e-20       3.825498977e-21          0.1211584575          -998.0000000       5.686280303e-18       2.951032944e-20           20.88510496           1160.200000       0.0007695000000                    41           180.3982553          -65.14761521        DoubleGaussian                     1
             OH14-12           134.8415222           134.8415222          -998.0000000       3.204446164e-21       1.983659241e-21          0.1224482842          -998.0000000       5.450914684e-18       1.890369971e-20           1.301103465           617.6000000        0.001090000000                     8           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O5_14-5_05           134.9386292           134.9386292          -998.0000000       7.411674767e-37          -999.0000000          0.1224482842          -998.0000000       5.442981449e-18       1.890369971e-20       3.009367370e-16           574.7000000         0.07579000000                    33           180.3982553          -65.14761521        DoubleGaussian                     0
      p-H2O3_22-3_13           156.1979218           156.1979218          -998.0000000       3.552211343e-21       2.442708972e-21          0.1257926681          -998.0000000       3.711911221e-18       1.814382038e-20           1.462760075           296.8000000         0.05246000000                     7           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O5_23-4_32           156.2690887           156.2690887          -998.0000000       4.535605492e-21       2.442091050e-21          0.1257926681          -998.0000000       3.704312028e-18       1.814382038e-20           1.867710558           642.4000000         0.01118000000                    33           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O6_51-7_26           55.85969543           55.85969543          -998.0000000           0.000000000          -998.0000000         0.03903470319          -998.0000000       6.132784359e-18       8.704232608e-20           0.000000000           1278.600000       0.0004249000000                    13           180.3982553          -65.14761521        DoubleGaussian                     1
             OH19-14           55.89230728           55.89230728          -998.0000000       1.847682475e-21       3.191900507e-21         0.03903470319          -998.0000000       6.146039647e-18       8.704232608e-20          0.5110981836           875.1000000           2.182000000                    10           180.3982553          -65.14761521        DoubleGaussian                     1
             OH18-15           55.95141220           55.95141220          -998.0000000       3.668948585e-21       3.168776106e-21         0.03904058964          -998.0000000       6.170163985e-18       9.048879076e-20          0.9760877012           875.1000000           2.175000000                    10           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O7_71-7_62           55.98479843           55.98479843          -998.0000000           0.000000000          -998.0000000         0.03904058964          -998.0000000       6.183849508e-18       9.048879076e-20           0.000000000           2006.900000          0.4590000000                    15           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O9_19-8_08           56.77239990           56.77239990          -998.0000000           0.000000000          -998.0000000         0.03908975935          -998.0000000       6.457408982e-18       9.142691504e-20           0.000000000           1324.000000           2.486000000                    19           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O9_09-8_18           56.81776810           56.81776810          -998.0000000       3.179607595e-21       3.716304504e-21         0.03908975935          -998.0000000       6.461390221e-18       9.142691504e-20          0.8361704791           1323.900000           2.480000000                    57           180.3982553          -65.14761521        DoubleGaussian                     1
              OH13-9           65.13336945           65.13336945          -998.0000000       6.344321968e-21       3.237764220e-21         0.03938192516          -998.0000000       7.545385163e-18       6.844712855e-20           2.212032006           512.1000000           1.276000000                    10           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O6_25-5_14           65.16779327           65.16779327          -998.0000000       1.760600405e-21       3.237548163e-21         0.03938192516          -998.0000000       7.547567817e-18       6.844712855e-20          0.6138566839           795.5000000          0.9390000000                    39           180.3982553          -65.14761521        DoubleGaussian                     1
             OH14-10           71.17262268           71.17262268          -998.0000000       5.034802531e-21       2.298645978e-21         0.03928280515          -998.0000000       8.281198691e-18       5.219157032e-20           2.308011417           617.6000000           1.014000000                     8           180.3982553          -65.14761521        DoubleGaussian                     1
             OH15-11           71.21722412           71.21722412          -998.0000000       5.923952575e-21       2.296138739e-21         0.03928280515          -998.0000000       8.288803501e-18       5.219157032e-20           2.715608029           617.9000000           1.012000000                     8           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O7_34-7_25           166.8188477           166.8188477          -998.0000000       1.684166684e-21       1.884107618e-21          0.1253328371          -998.0000000       3.061400324e-18       1.789120345e-20          0.7058932268           1212.000000         0.09234000000                    45           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O6_24-6_15           167.0391235           167.0391235          -998.0000000           0.000000000          -998.0000000          0.1253328371          -998.0000000       3.031427098e-18       1.789120345e-20           0.000000000           867.3000000         0.07508000000                    13           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O5_33-6_06           174.6112671           174.6112671          -998.0000000       2.948628293e-20       2.321891456e-21          0.1238449265          -998.0000000       2.576882231e-18       2.150376502e-20           10.40604431           725.1000000       0.0002984000000                    11           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O3_03-2_12           174.6302795           174.6302795          -998.0000000           0.000000000          -998.0000000          0.1238449265          -998.0000000       2.576622278e-18       2.150376502e-20           0.000000000           196.8000000         0.05048000000                    21           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O4_13-3_22           144.5214386           144.5214386          -998.0000000           0.000000000          -998.0000000          0.1245763658          -998.0000000       4.547987504e-18       2.487305440e-20           0.000000000           396.4000000         0.03316000000                     9           180.3982553          -65.14761521        DoubleGaussian                     1
             CO18-17           144.7878265           144.7878265          -998.0000000       7.605742555e-20       3.535582636e-21          0.1245763658          -998.0000000       4.532986418e-18       2.487305440e-20           23.06934224           944.9700000       0.0005695000000                    37           180.3982553          -65.14761521        DoubleGaussian                     1
      p-H2O7_53-7_44           75.81532288           75.81532288          -998.0000000           0.000000000          -998.0000000         0.03897262107          -998.0000000       8.811465043e-18       6.781456932e-20           0.000000000           1524.600000          0.4974000000                    15           180.3982553          -65.14761521        DoubleGaussian                     1
      o-H2O6_52-6_43           75.83187866           75.83187866          -998.0000000           0.000000000          -998.0000000         0.03897262107          -998.0000000       8.809818348e-18       6.781456932e-20           0.000000000           1278.500000          0.3969000000                    39           180.3982553          -65.14761521        DoubleGaussian                     1
               OH5-1           79.11753845           79.11753845          -998.0000000       1.582963497e-20       4.110733670e-21         0.03860180780          -998.0000000       8.744344309e-18       7.643992654e-20           5.041982837           181.9000000         0.03606000000                     2           180.3982553          -65.14761521        DoubleGaussian                     1
               OH4-0           79.18106079           79.18106079          -998.0000000       1.505449023e-20       4.108641891e-21         0.03860180780          -998.0000000       8.727915113e-18       7.643992654e-20           4.795087283           181.7000000         0.03598000000                     2           180.3982553          -65.14761521        DoubleGaussian                     1
