       Wave (um)         Flux (Jy)
         473.486           50.1777
         473.710           50.1147
         473.935           50.0518
         474.159           49.9888
         474.384           49.9259
         474.609           49.8634
         474.835           49.8018
         475.060           49.7415
         475.286           49.6827
         475.512           49.6254
         475.738           49.5695
         475.965           49.5150
         476.191           49.4618
         476.418           49.4101
         476.645           49.3599
         476.873           49.3112
         477.100           49.2637
         477.328           49.2168
         477.556           49.1698
         477.784           49.1223
         478.012           49.0739
         478.241           49.0244
         478.470           48.9738
         478.699           48.9223
         478.928           48.8699
         479.158           48.8171
         479.387           48.7639
         479.617           48.7107
         479.847           48.6578
         480.078           48.6053
         480.308           48.5532
         480.539           48.5014
         480.770           48.4498
         481.001           48.3983
         481.233           48.3468
         481.465           48.2953
         481.696           48.2439
         481.929           48.1923
         482.161           48.1406
         482.394           48.0883
         482.626           48.0353
         482.859           47.9819
         483.093           47.9284
         483.326           47.8756
         483.560           47.8238
         483.794           47.7736
         484.028           47.7246
         484.262           47.6763
         484.497           47.6281
         484.732           47.5795
         484.967           47.5304
         485.202           47.4812
         485.438           47.4325
         485.674           47.3848
         485.910           47.3381
         486.146           47.2919
         486.382           47.2458
         486.619           47.1990
         486.856           47.1515
         487.093           47.1037
         487.330           47.0562
         487.568           47.0097
         487.806           46.9642
         488.044           46.9191
         488.282           46.8735
         488.521           46.8261
         488.759           46.7765
         488.998           46.7244
         489.238           46.6704
         489.477           46.6152
         489.717           46.5594
         489.957           46.5028
         490.197           46.4450
         490.437           46.3849
         490.678           46.3220
         490.919           46.2559
         491.160           46.1871
         491.401           46.1161
         491.643           46.0438
         491.885           45.9708
         492.127           45.8974
         492.369           45.8236
         492.612           45.7494
         492.855           45.6752
         493.098           45.6015
         493.341           45.5291
         493.584           45.4588
         493.828           45.3911
         494.072           45.3259
         494.316           45.2631
         494.561           45.2024
         494.805           45.1436
         495.050           45.0865
         495.296           45.0310
         495.541           44.9770
         495.787           44.9243
         496.033           44.8729
         496.279           44.8225
         496.525           44.7732
         496.772           44.7251
         497.019           44.6785
         497.266           44.6332
         497.513           44.5891
         497.761           44.5456
         498.009           44.5019
         498.257           44.4573
         498.505           44.4116
         498.754           44.3647
         499.003           44.3168
         499.252           44.2681
         499.501           44.2188
         499.751           44.1688
         500.001           44.1177
         500.251           44.0658
         500.501           44.0133
         500.752           43.9607
         501.003           43.9088
         501.254           43.8578
         501.505           43.8078
         501.757           43.7581
         502.009           43.7079
         502.261           43.6565
         502.513           43.6037
         502.766           43.5497
         503.019           43.4950
         503.272           43.4403
         503.526           43.3860
         503.779           43.3324
         504.033           43.2793
         504.287           43.2269
         504.542           43.1753
         504.796           43.1249
         505.051           43.0762
         505.307           43.0293
         505.562           42.9839
         505.818           42.9394
         506.074           42.8949
         506.330           42.8497
         506.587           42.8031
         506.843           42.7550
         507.100           42.7052
         507.358           42.6536
         507.615           42.5998
         507.873           42.5437
         508.131           42.4854
         508.389           42.4252
         508.648           42.3641
         508.907           42.3030
         509.166           42.2425
         509.425           42.1825
         509.685           42.1223
         509.945           42.0608
         510.205           41.9970
         510.465           41.9304
         510.726           41.8615
         510.987           41.7909
         511.248           41.7194
         511.510           41.6471
         511.772           41.5738
         512.034           41.4989
         512.296           41.4224
         512.559           41.3454
         512.821           41.2696
         513.085           41.1971
         513.348           41.1292
         513.612           41.0664
         513.876           41.0081
         514.140           40.9531
         514.404           40.9008
         514.669           40.8509
         514.934           40.8037
         515.199           40.7592
         515.465           40.7170
         515.731           40.6766
         515.997           40.6376
         516.263           40.6002
         516.530           40.5643
         516.797           40.5297
         517.064           40.4959
         517.332           40.4617
         517.599           40.4263
         517.867           40.3889
         518.136           40.3491
         518.404           40.3071
         518.673           40.2637
         518.942           40.2203
         519.212           40.1778
         519.481           40.1360
         519.751           40.0937
         520.022           40.0495
         520.292           40.0028
         520.563           39.9549
         520.834           39.9082
         521.106           39.8653
         521.377           39.8274
         521.649           39.7936
         521.922           39.7615
         522.194           39.7289
         522.467           39.6944
         522.740           39.6583
         523.014           39.6220
         523.287           39.5867
         523.561           39.5530
         523.835           39.5204
         524.110           39.4872
         524.385           39.4518
         524.660           39.4126
         524.935           39.3690
         525.211           39.3220
         525.487           39.2732
         525.763           39.2236
         526.040           39.1732
         526.317           39.1205
         526.594           39.0638
         526.871           39.0020
         527.149           38.9351
         527.427           38.8643
         527.705           38.7913
         527.984           38.7176
         528.263           38.6441
         528.542           38.5717
         528.822           38.5011
         529.101           38.4336
         529.382           38.3702
         529.662           38.3116
         529.943           38.2580
         530.224           38.2091
         530.505           38.1638
         530.787           38.1215
         531.068           38.0813
         531.351           38.0429
         531.633           38.0060
         531.916           37.9703
         532.199           37.9350
         532.482           37.8992
         532.766           37.8618
         533.050           37.8220
         533.334           37.7794
         533.619           37.7342
         533.904           37.6872
         534.189           37.6392
         534.475           37.5904
         534.760           37.5403
         535.046           37.4877
         535.333           37.4316
         535.620           37.3716
         535.907           37.3075
         536.194           37.2399
         536.482           37.1696
         536.770           37.0974
         537.058           37.0238
         537.346           36.9493
         537.635           36.8739
         537.925           36.7977
         538.214           36.7209
         538.504           36.6445
         538.794           36.5697
         539.085           36.4976
         539.375           36.4293
         539.666           36.3649
         539.958           36.3039
         540.249           36.2455
         540.542           36.1889
         540.834           36.1340
         541.127           36.0807
         541.419           36.0294
         541.713           35.9802
         542.006           35.9332
         542.300           35.8885
         542.595           35.8460
         542.889           35.8053
         543.184           35.7658
         543.479           35.7268
         543.775           35.6877
         544.071           35.6482
         544.367           35.6079
         544.663           35.5665
         544.960           35.5235
         545.257           35.4783
         545.555           35.4304
         545.853           35.3792
         546.151           35.3246
         546.449           35.2665
         546.748           35.2053
         547.047           35.1417
         547.346           35.0771
         547.646           35.0125
         547.946           34.9490
         548.247           34.8868
         548.547           34.8261
         548.848           34.7664
         549.150           34.7076
         549.452           34.6501
         549.754           34.5944
         550.056           34.5414
         550.359           34.4915
         550.662           34.4447
         550.965           34.4006
         551.269           34.3584
         551.573           34.3176
         551.877           34.2783
         552.182           34.2406
         552.487           34.2052
         552.793           34.1724
         553.098           34.1422
         553.404           34.1140
         553.711           34.0869
         554.018           34.0601
         554.325           34.0331
         554.632           34.0056
         554.940           33.9775
         555.248           33.9488
         555.557           33.9189
         555.865           33.8872
         556.175           33.8531
         556.484           33.8162
         556.794           33.7769
         557.104           33.7361
         557.415           33.6952
         557.725           33.6553
         558.037           33.6169
         558.348           33.5803
         558.660           33.5450
         558.972           33.5105
         559.285           33.4765
         559.598           33.4429
         559.911           33.4098
         560.225           33.3772
         560.539           33.3446
         560.854           33.3110
         561.168           33.2751
         561.483           33.2359
         561.799           33.1927
         562.115           33.1459
         562.431           33.0961
         562.747           33.0445
         563.064           32.9920
         563.381           32.9391
         563.699           32.8859
         564.017           32.8323
         564.335           32.7780
         564.654           32.7231
         564.973           32.6677
         565.292           32.6123
         565.612           32.5573
         565.932           32.5031
         566.252           32.4496
         566.573           32.3968
         566.894           32.3448
         567.216           32.2938
         567.538           32.2442
         567.860           32.1966
         568.183           32.1515
         568.506           32.1095
         568.829           32.0708
         569.153           32.0356
         569.477           32.0036
         569.802           31.9745
         570.126           31.9477
         570.452           31.9224
         570.777           31.8977
         571.103           31.8729
         571.430           31.8471
         571.756           31.8198
         572.083           31.7908
         572.411           31.7600
         572.739           31.7274
         573.067           31.6928
         573.396           31.6562
         573.725           31.6178
         574.054           31.5778
         574.384           31.5370
         574.714           31.4961
         575.044           31.4561
         575.375           31.4175
         575.706           31.3804
         576.038           31.3447
         576.370           31.3098
         576.702           31.2752
         577.035           31.2407
         577.368           31.2065
         577.702           31.1729
         578.036           31.1402
         578.370           31.1085
         578.705           31.0776
         579.040           31.0471
         579.375           31.0167
         579.711           30.9864
         580.047           30.9565
         580.384           30.9277
         580.721           30.9007
         581.059           30.8758
         581.396           30.8530
         581.735           30.8316
         582.073           30.8110
         582.412           30.7904
         582.752           30.7690
         583.091           30.7466
         583.432           30.7229
         583.772           30.6975
         584.113           30.6703
         584.455           30.6407
         584.796           30.6086
         585.139           30.5739
         585.481           30.5365
         585.824           30.4970
         586.168           30.4557
         586.511           30.4129
         586.856           30.3687
         587.200           30.3234
         587.545           30.2771
         587.891           30.2301
         588.236           30.1827
         588.583           30.1354
         588.929           30.0884
         589.276           30.0417
         589.624           29.9951
         589.972           29.9486
         590.320           29.9020
         590.669           29.8555
         591.018           29.8094
         591.367           29.7640
         591.717           29.7190
         592.067           29.6741
         592.418           29.6286
         592.769           29.5819
         593.121           29.5337
         593.473           29.4842
         593.825           29.4341
         594.178           29.3838
         594.531           29.3339
         594.885           29.2842
         595.239           29.2342
         595.594           29.1832
         595.949           29.1310
         596.304           29.0777
         596.660           29.0239
         597.016           28.9705
         597.373           28.9179
         597.730           28.8664
         598.087           28.8152
         598.445           28.7637
         598.803           28.7109
         599.162           28.6569
         599.521           28.6020
         599.881           28.5473
         600.241           28.4938
         600.602           28.4421
         600.963           28.3921
         601.324           28.3432
         601.686           28.2943
         602.048           28.2446
         602.411           28.1934
         602.774           28.1408
         603.137           28.0870
         603.501           28.0325
         603.866           27.9774
         604.231           27.9216
         604.596           27.8650
         604.962           27.8074
         605.328           27.7489
         605.695           27.6898
         606.062           27.6309
         606.429           27.5730
         606.797           27.5167
         607.166           27.4622
         607.535           27.4096
         607.904           27.3585
         608.274           27.3084
         608.644           27.2590
         609.014           27.2099
         609.386           27.1611
         609.757           27.1124
         610.129           27.0640
         610.502           27.0160
         610.875           26.9682
         611.248           26.9204
         611.622           26.8723
         611.996           26.8234
         612.371           26.7734
         612.746           26.7223
         613.122           26.6700
         613.498           26.6171
         613.875           26.5638
         614.252           26.5104
         614.629           26.4571
         615.007           26.4035
         615.386           26.3493
         615.765           26.2941
         616.144           26.2377
         616.524           26.1804
         616.904           26.1227
         617.285           26.0651
         617.666           26.0081
         618.048           25.9517
         618.430           25.8958
         618.813           25.8402
         619.196           25.7849
         619.580           25.7300
         619.964           25.6764
         620.349           25.6248
         620.734           25.5759
         621.119           25.5304
         621.505           25.4884
         621.892           25.4498
         622.279           25.4145
         622.666           25.3826
         623.054           25.3540
         623.443           25.3287
         623.831           25.3063
         624.221           25.2859
         624.611           25.2663
         625.001           25.2460
         625.392           25.2240
         625.783           25.1994
         626.175           25.1719
         626.568           25.1413
         626.960           25.1075
         627.354           25.0701
         627.748           25.0285
         628.142           24.9819
         628.537           24.9300
         628.932           24.8730
         629.328           24.8116
         629.724           24.7467
         630.121           24.6790
         630.518           24.6088
         630.916           24.5361
         631.314           24.4606
         631.713           24.3827
         632.112           24.3030
         632.512           24.2232
         632.913           24.1450
         633.313           24.0699
         633.715           23.9990
         634.117           23.9324
         634.519           23.8700
         634.922           23.8115
         635.325           23.7571
         635.729           23.7074
         636.133           23.6630
         636.538           23.6240
         636.944           23.5898
         637.350           23.5591
         637.756           23.5299
         638.163           23.5007
         638.571           23.4704
         638.979           23.4386
         639.387           23.4052
         639.796           23.3701
         640.206           23.3329
         640.616           23.2931
         641.027           23.2506
         641.438           23.2058
         641.850           23.1594
         642.262           23.1117
         642.675           23.0628
         643.088           23.0124
         643.502           22.9604
         643.916           22.9072
         644.331           22.8537
         644.746           22.8008
         645.162           22.7488
         645.579           22.6972
         645.996           22.6449
         646.414           22.5908
         646.832           22.5337
         647.250           22.4732
         647.670           22.4100
         648.089           22.3452
         648.510           22.2805
         648.930           22.2169
         649.352           22.1543
         649.774           22.0916
         650.196           22.0278
         650.619           21.9630
         651.043           21.8988
         651.467           21.8376
         651.892           21.7812
         652.317           21.7299
         652.743           21.6823
         653.169           21.6360
         653.596           21.5894
         654.023           21.5423
         654.451           21.4959
         654.880           21.4519
         655.309           21.4117
         655.739           21.3759
         656.169           21.3440
         656.600           21.3151
         657.031           21.2885
         657.463           21.2641
         657.896           21.2431
         658.329           21.2272
         658.763           21.2182
         659.197           21.2162
         659.632           21.2202
         660.067           21.2279
         660.503           21.2376
         660.940           21.2483
         661.377           21.2595
         661.815           21.2695
         662.253           21.2793
         662.692           21.2912
         663.131           21.3054
         663.571           21.3207
         664.012           21.3367
         664.453           21.3536
         664.895           21.3729
         665.337           21.3959
         665.780           21.4229
         666.224           21.4533
         666.668           21.4544
         667.113           21.5025
         667.558           21.5571
         668.004           21.6162
         668.450           21.6730
         668.898           21.7188
