       Wave (um)         Flux (Jy)
         278.087           193.214
         278.165           193.137
         278.242           193.061
         278.319           192.986
         278.397           192.911
         278.474           192.834
         278.552           192.754
         278.630           192.672
         278.707           192.587
         278.785           192.500
         278.863           192.410
         278.941           192.317
         279.018           192.220
         279.096           192.117
         279.174           192.008
         279.252           191.891
         279.330           191.769
         279.408           191.639
         279.486           191.504
         279.564           191.364
         279.643           191.219
         279.721           191.070
         279.799           190.919
         279.877           190.768
         279.956           190.617
         280.034           190.467
         280.113           190.321
         280.191           190.177
         280.270           190.037
         280.348           189.899
         280.427           189.766
         280.505           189.636
         280.584           189.512
         280.663           189.392
         280.742           189.277
         280.820           189.166
         280.899           189.059
         280.978           188.956
         281.057           188.854
         281.136           188.755
         281.215           188.658
         281.294           188.561
         281.374           188.464
         281.453           188.364
         281.532           188.260
         281.611           188.151
         281.691           188.036
         281.770           187.916
         281.849           187.791
         281.929           187.661
         282.008           187.526
         282.088           187.387
         282.168           187.243
         282.247           187.093
         282.327           186.938
         282.407           186.779
         282.486           186.616
         282.566           186.450
         282.646           186.281
         282.726           186.109
         282.806           185.933
         282.886           185.755
         282.966           185.574
         283.046           185.394
         283.126           185.215
         283.206           185.040
         283.287           184.870
         283.367           184.705
         283.447           184.546
         283.528           184.392
         283.608           184.245
         283.688           184.103
         283.769           183.968
         283.850           183.839
         283.930           183.717
         284.011           183.599
         284.091           183.486
         284.172           183.377
         284.253           183.273
         284.334           183.173
         284.415           183.077
         284.496           182.985
         284.577           182.895
         284.658           182.805
         284.739           182.713
         284.820           182.617
         284.901           182.515
         284.982           182.407
         285.063           182.290
         285.145           182.164
         285.226           182.027
         285.307           181.878
         285.389           181.716
         285.470           181.540
         285.552           181.350
         285.633           181.149
         285.715           180.937
         285.796           180.716
         285.878           180.487
         285.960           180.251
         286.042           180.008
         286.124           179.762
         286.205           179.516
         286.287           179.274
         286.369           179.038
         286.451           178.813
         286.533           178.600
         286.616           178.401
         286.698           178.217
         286.780           178.049
         286.862           177.899
         286.945           177.766
         287.027           177.651
         287.109           177.552
         287.192           177.466
         287.274           177.391
         287.357           177.326
         287.439           177.270
         287.522           177.221
         287.605           177.179
         287.688           177.138
         287.770           177.098
         287.853           177.056
         287.936           177.011
         288.019           176.964
         288.102           176.912
         288.185           176.853
         288.268           176.785
         288.351           176.703
         288.434           176.605
         288.518           176.492
         288.601           176.363
         288.684           176.224
         288.767           176.077
         288.851           175.925
         288.934           175.771
         289.018           175.613
         289.101           175.451
         289.185           175.286
         289.269           175.120
         289.352           174.958
         289.436           174.804
         289.520           174.658
         289.604           174.518
         289.688           174.382
         289.772           174.246
         289.856           174.109
         289.940           173.973
         290.024           173.840
         290.108           173.713
         290.192           173.590
         290.276           173.473
         290.361           173.357
         290.445           173.240
         290.529           173.121
         290.614           172.999
         290.698           172.877
         290.783           172.756
         290.867           172.636
         290.952           172.517
         291.037           172.394
         291.121           172.267
         291.206           172.134
         291.291           171.997
         291.376           171.857
         291.461           171.716
         291.546           171.574
         291.631           171.432
         291.716           171.288
         291.801           171.145
         291.886           171.003
         291.971           170.864
         292.057           170.730
         292.142           170.600
         292.227           170.474
         292.313           170.349
         292.398           170.225
         292.484           170.100
         292.569           169.975
         292.655           169.851
         292.741           169.729
         292.826           169.606
         292.912           169.482
         292.998           169.355
         293.084           169.222
         293.170           169.083
         293.256           168.939
         293.342           168.789
         293.428           168.634
         293.514           168.472
         293.600           168.302
         293.686           168.123
         293.773           167.935
         293.859           167.738
         293.945           167.537
         294.032           167.333
         294.118           167.130
         294.205           166.931
         294.291           166.738
         294.378           166.550
         294.465           166.371
         294.551           166.200
         294.638           166.040
         294.725           165.894
         294.812           165.762
         294.899           165.644
         294.986           165.541
         295.073           165.451
         295.160           165.373
         295.247           165.307
         295.334           165.252
         295.422           165.208
         295.509           165.173
         295.596           165.146
         295.684           165.124
         295.771           165.102
         295.859           165.078
         295.946           165.048
         296.034           165.012
         296.121           164.966
         296.209           164.908
         296.297           164.837
         296.385           164.750
         296.473           164.645
         296.560           164.523
         296.648           164.382
         296.736           164.223
         296.825           164.050
         296.913           163.864
         297.001           163.666
         297.089           163.459
         297.177           163.246
         297.266           163.031
         297.354           162.817
         297.443           162.609
         297.531           162.409
         297.620           162.220
         297.708           162.043
         297.797           161.879
         297.886           161.728
         297.974           161.591
         298.063           161.468
         298.152           161.360
         298.241           161.267
         298.330           161.188
         298.419           161.122
         298.508           161.067
         298.597           161.021
         298.686           160.982
         298.776           160.949
         298.865           160.919
         298.954           160.890
         299.044           160.859
         299.133           160.824
         299.223           160.781
         299.312           160.726
         299.402           160.660
         299.491           160.580
         299.581           160.488
         299.671           160.384
         299.761           160.267
         299.851           160.138
         299.941           159.996
         300.031           159.841
         300.121           159.675
         300.211           159.501
         300.301           159.321
         300.391           159.140
         300.481           158.957
         300.572           158.775
         300.662           158.593
         300.752           158.411
         300.843           158.229
         300.933           158.048
         301.024           157.872
         301.115           157.700
         301.205           157.535
         301.296           157.377
         301.387           157.224
         301.478           157.078
         301.569           156.938
         301.660           156.803
         301.751           156.674
         301.842           156.550
         301.933           156.431
         302.024           156.314
         302.115           156.200
         302.207           156.085
         302.298           155.971
         302.389           155.854
         302.481           155.734
         302.572           155.612
         302.664           155.487
         302.756           155.362
         302.847           155.237
         302.939           155.115
         303.031           154.997
         303.123           154.885
         303.215           154.777
         303.307           154.672
         303.399           154.567
         303.491           154.460
         303.583           154.350
         303.675           154.237
         303.767           154.122
         303.860           154.006
         303.952           153.889
         304.044           153.770
         304.137           153.648
         304.229           153.523
         304.322           153.396
         304.415           153.267
         304.507           153.138
         304.600           153.011
         304.693           152.884
         304.786           152.757
         304.879           152.626
         304.972           152.490
         305.065           152.348
         305.158           152.200
         305.251           152.047
         305.344           151.892
         305.437           151.735
         305.531           151.576
         305.624           151.416
         305.717           151.252
         305.811           151.087
         305.904           150.921
         305.998           150.757
         306.092           150.595
         306.185           150.438
         306.279           150.287
         306.373           150.140
         306.467           149.999
         306.561           149.862
         306.655           149.732
         306.749           149.607
         306.843           149.488
         306.937           149.374
         307.032           149.264
         307.126           149.157
         307.220           149.053
         307.315           148.951
         307.409           148.852
         307.504           148.757
         307.598           148.667
         307.693           148.581
         307.788           148.496
         307.882           148.412
         307.977           148.327
         308.072           148.237
         308.167           148.144
         308.262           148.046
         308.357           147.943
         308.452           147.835
         308.547           147.718
         308.643           147.591
         308.738           147.453
         308.833           147.301
         308.929           147.137
         309.024           146.961
         309.120           146.775
         309.215           146.580
         309.311           146.377
         309.406           146.168
         309.502           145.954
         309.598           145.738
         309.694           145.524
         309.790           145.316
         309.886           145.118
         309.982           144.932
         310.078           144.760
         310.174           144.604
         310.271           144.463
         310.367           144.336
         310.463           144.216
         310.560           144.101
         310.656           143.993
         310.753           143.888
         310.849           143.786
         310.946           143.685
         311.043           143.584
         311.139           143.482
         311.236           143.378
         311.333           143.270
         311.430           143.155
         311.527           143.029
         311.624           142.889
         311.721           142.742
         311.818           142.587
         311.916           142.429
         312.013           142.268
         312.110           142.108
         312.208           141.947
         312.305           141.783
         312.403           141.614
         312.501           141.446
         312.598           141.281
         312.696           141.123
         312.794           140.977
         312.892           140.850
         312.990           140.745
         313.088           140.660
         313.186           140.592
         313.284           140.534
         313.382           140.484
         313.480           140.443
         313.578           140.413
         313.677           140.398
         313.775           140.393
         313.874           140.398
         313.972           140.406
         314.071           140.412
         314.170           140.407
         314.268           140.389
         314.367           140.357
         314.466           140.315
         314.565           140.270
         314.664           140.226
         314.763           140.183
         314.862           140.139
         314.961           140.088
         315.060           140.027
         315.160           139.954
         315.259           139.870
         315.358           139.782
         315.458           139.694
         315.558           139.611
         315.657           139.535
         315.757           139.463
         315.857           139.392
         315.956           139.318
         316.056           139.239
         316.156           139.156
         316.256           139.071
         316.356           138.985
         316.456           138.902
         316.556           138.821
         316.657           138.743
         316.757           138.665
         316.857           138.586
         316.958           138.503
         317.058           138.418
         317.159           138.329
         317.259           138.239
         317.360           138.149
         317.461           138.061
         317.562           137.974
         317.663           137.890
         317.764           137.807
         317.865           137.723
         317.966           137.637
         318.067           137.548
         318.168           137.454
         318.269           137.358
         318.371           137.260
         318.472           137.162
         318.573           137.065
         318.675           136.968
         318.776           136.873
         318.878           136.776
         318.980           136.678
         319.082           136.577
         319.183           136.475
         319.285           136.371
         319.387           136.266
         319.489           136.162
         319.591           136.059
         319.694           135.958
         319.796           135.861
         319.898           135.768
         320.001           135.679
         320.103           135.594
         320.206           135.511
         320.308           135.429
         320.411           135.348
         320.513           135.266
         320.616           135.186
         320.719           135.107
         320.822           135.029
         320.925           134.952
         321.028           134.870
         321.131           134.780
         321.234           134.676
         321.337           134.559
         321.441           134.429
         321.544           134.290
         321.647           134.146
         321.751           134.000
         321.854           133.851
         321.958           133.695
         322.062           133.529
         322.166           133.350
         322.269           133.158
         322.373           132.960
         322.477           132.760
         322.581           132.565
         322.685           132.375
         322.789           132.191
         322.894           132.010
         322.998           131.832
         323.102           131.657
         323.207           131.490
         323.311           131.336
         323.416           131.199
         323.520           131.082
         323.625           130.983
         323.730           130.901
         323.835           130.833
         323.940           130.775
         324.045           130.726
         324.150           130.684
         324.255           130.650
         324.360           130.622
         324.465           130.600
         324.571           130.583
         324.676           130.570
         324.781           130.560
         324.887           130.553
         324.992           130.550
         325.098           130.547
         325.204           130.542
         325.310           130.530
         325.415           130.508
         325.521           130.476
         325.627           130.435
         325.733           130.385
         325.840           130.329
         325.946           130.267
         326.052           130.197
         326.158           130.121
         326.265           130.039
         326.371           129.952
         326.478           129.863
         326.585           129.773
         326.691           129.687
         326.798           129.608
         326.905           129.535
         327.012           129.469
         327.119           129.406
         327.226           129.343
         327.333           129.278
         327.440           129.209
         327.547           129.137
         327.655           129.063
         327.762           128.989
         327.869           128.916
         327.977           128.843
         328.085           128.769
         328.192           128.687
         328.300           128.594
         328.408           128.488
         328.516           128.368
         328.624           128.236
         328.732           128.097
         328.840           127.954
         328.948           127.806
         329.056           127.651
         329.165           127.485
         329.273           127.309
         329.381           127.123
         329.490           126.934
         329.598           126.749
         329.707           126.574
         329.816           126.413
         329.925           126.265
         330.034           126.125
         330.143           125.988
         330.252           125.851
         330.361           125.715
         330.470           125.582
         330.579           125.455
         330.688           125.336
         330.798           125.225
         330.907           125.117
         331.017           125.008
         331.126           124.896
         331.236           124.779
         331.346           124.659
         331.456           124.537
         331.566           124.416
         331.676           124.296
         331.786           124.175
         331.896           124.051
         332.006           123.921
         332.116           123.786
         332.227           123.647
         332.337           123.508
         332.447           123.370
         332.558           123.237
         332.669           123.110
         332.779           122.989
         332.890           122.876
         333.001           122.771
         333.112           122.675
         333.223           122.588
         333.334           122.511
         333.445           122.443
         333.556           122.382
         333.668           122.326
         333.779           122.273
         333.890           122.221
         334.002           122.170
         334.114           122.120
         334.225           122.070
         334.337           122.019
         334.449           121.967
         334.561           121.913
         334.673           121.854
         334.785           121.792
         334.897           121.726
         335.009           121.657
         335.121           121.584
         335.234           121.506
         335.346           121.424
         335.459           121.337
         335.571           121.243
         335.684           121.145
         335.796           121.041
         335.909           120.932
         336.022           120.818
         336.135           120.700
         336.248           120.576
         336.361           120.447
         336.474           120.313
         336.588           120.177
         336.701           120.038
         336.814           119.899
         336.928           119.760
         337.041           119.622
         337.155           119.486
         337.269           119.352
         337.383           119.222
         337.496           119.097
         337.610           118.980
         337.724           118.871
         337.838           118.772
         337.953           118.682
         338.067           118.601
         338.181           118.527
         338.296           118.458
         338.410           118.395
         338.525           118.334
         338.639           118.277
         338.754           118.221
         338.869           118.165
         338.984           118.108
         339.099           118.049
         339.214           117.986
         339.329           117.920
         339.444           117.851
         339.559           117.779
         339.675           117.706
         339.790           117.633
         339.905           117.561
         340.021           117.491
         340.137           117.421
         340.252           117.352
         340.368           117.284
         340.484           117.215
         340.600           117.145
         340.716           117.075
         340.832           117.006
         340.948           116.940
         341.065           116.877
         341.181           116.817
         341.298           116.759
         341.414           116.700
         341.531           116.639
         341.647           116.574
         341.764           116.505
         341.881           116.434
         341.998           116.360
         342.115           116.285
         342.232           116.205
         342.349           116.119
         342.466           116.021
         342.584           115.910
         342.701           115.783
         342.819           115.642
         342.936           115.490
         343.054           115.330
         343.172           115.164
         343.289           114.992
         343.407           114.814
         343.525           114.628
         343.643           114.431
         343.761           114.226
         343.880           114.014
         343.998           113.799
         344.116           113.584
         344.235           113.369
         344.353           113.156
         344.472           112.940
         344.591           112.719
         344.709           112.493
         344.828           112.263
         344.947           112.032
         345.066           111.803
         345.185           111.581
         345.304           111.368
         345.424           111.162
         345.543           110.962
         345.663           110.767
         345.782           110.576
         345.902           110.390
         346.021           110.214
         346.141           110.051
         346.261           109.905
         346.381           109.777
         346.501           109.667
         346.621           109.574
         346.741           109.495
         346.862           109.429
         346.982           109.374
         347.102           109.333
         347.223           109.306
         347.343           109.296
         347.464           109.304
         347.585           109.327
         347.706           109.365
         347.827           109.411
         347.948           109.464
         348.069           109.520
         348.190           109.578
         348.311           109.639
         348.433           109.704
         348.554           109.774
         348.676           109.848
         348.797           109.924
         348.919           109.999
         349.041           110.067
         349.163           110.125
         349.285           110.172
         349.407           110.208
         349.529           110.238
         349.651           110.262
         349.773           110.283
         349.896           110.299
         350.018           110.309
         350.141           110.307
         350.263           110.293
         350.386           110.265
         350.509           110.228
         350.632           110.184
         350.755           110.138
         350.878           110.092
         351.001           110.045
         351.124           109.996
         351.248           109.941
         351.371           109.877
         351.494           109.805
         351.618           109.726
         351.742           109.643
         351.866           109.560
         351.989           109.479
         352.113           109.398
         352.237           109.316
         352.361           109.229
         352.486           109.135
         352.610           109.032
         352.734           108.922
         352.859           108.805
         352.983           108.684
         353.108           108.558
         353.233           108.427
         353.358           108.289
         353.482           108.141
         353.607           107.983
         353.733           107.813
         353.858           107.633
         353.983           107.444
         354.108           107.249
         354.234           107.050
         354.359           106.849
         354.485           106.646
         354.611           106.444
         354.736           106.243
         354.862           106.043
         354.988           105.846
         355.114           105.654
         355.240           105.469
         355.367           105.293
         355.493           105.129
         355.619           104.977
         355.746           104.838
         355.873           104.713
         355.999           104.601
         356.126           104.500
         356.253           104.412
         356.380           104.335
         356.507           104.271
         356.634           104.219
         356.761           104.180
         356.889           104.151
         357.016           104.132
         357.144           104.118
         357.271           104.108
         357.399           104.100
         357.527           104.091
         357.654           104.082
         357.782           104.072
         357.910           104.059
         358.039           104.043
         358.167           104.022
         358.295           103.996
         358.424           103.964
         358.552           103.927
         358.681           103.885
         358.809           103.840
         358.938           103.791
         359.067           103.739
         359.196           103.684
         359.325           103.626
         359.454           103.566
         359.584           103.504
         359.713           103.440
         359.842           103.375
         359.972           103.308
         360.101           103.238
         360.231           103.167
         360.361           103.093
         360.491           103.018
         360.621           102.941
         360.751           102.863
         360.881           102.783
         361.011           102.702
         361.142           102.618
         361.272           102.530
         361.403           102.438
         361.534           102.343
         361.664           102.247
         361.795           102.149
         361.926           102.050
         362.057           101.950
         362.188           101.848
         362.320           101.744
         362.451           101.638
         362.582           101.531
         362.714           101.425
         362.845           101.322
         362.977           101.222
         363.109           101.127
         363.241           101.035
         363.373           100.946
         363.505           100.859
         363.637           100.774
         363.769           100.693
         363.902           100.617
         364.034           100.546
         364.167           100.479
         364.299           100.416
         364.432           100.353
         364.565           100.291
         364.698           100.229
         364.831           100.166
         364.964           100.103
         365.097           100.041
         365.231           99.9774
         365.364           99.9124
         365.498           99.8444
         365.631           99.7727
         365.765           99.6978
         365.899           99.6205
         366.033           99.5417
         366.167           99.4618
         366.301           99.3804
         366.435           99.2968
         366.570           99.2103
         366.704           99.1210
         366.839           99.0298
         366.973           98.9380
         367.108           98.8467
         367.243           98.7560
         367.378           98.6654
         367.513           98.5740
         367.648           98.4815
         367.783           98.3885
         367.918           98.2963
         368.054           98.2063
         368.189           98.1188
         368.325           98.0329
         368.461           97.9465
         368.596           97.8579
         368.732           97.7665
         368.868           97.6733
         369.004           97.5800
         369.141           97.4886
         369.277           97.4001
         369.413           97.3147
         369.550           97.2321
         369.686           97.1513
         369.823           97.0713
         369.960           96.9911
         370.097           96.9096
         370.234           96.8261
         370.371           96.7398
         370.508           96.6499
         370.646           96.5554
         370.783           96.4557
         370.921           96.3512
         371.058           96.2429
         371.196           96.1325
         371.334           96.0214
         371.472           95.9101
         371.610           95.7987
         371.748           95.6876
         371.886           95.5775
         372.024           95.4695
         372.163           95.3642
         372.301           95.2611
         372.440           95.1590
         372.579           95.0564
         372.718           94.9524
         372.857           94.8476
         372.996           94.7432
         373.135           94.6406
         373.274           94.5406
         373.414           94.4435
         373.553           94.3494
         373.693           94.2587
         373.832           94.1722
         373.972           94.0907
         374.112           94.0156
         374.252           93.9475
         374.392           93.8861
         374.533           93.8294
         374.673           93.7743
         374.813           93.7175
         374.954           93.6569
         375.094           93.5925
         375.235           93.5257
         375.376           93.4585
         375.517           93.3920
         375.658           93.3259
         375.799           93.2589
         375.941           93.1900
         376.082           93.1189
         376.223           93.0469
         376.365           92.9756
         376.507           92.9063
         376.649           92.8389
         376.790           92.7721
         376.932           92.7037
         377.075           92.6317
         377.217           92.5550
         377.359           92.4742
         377.502           92.3908
         377.644           92.3068
         377.787           92.2236
         377.930           92.1421
         378.073           92.0621
         378.216           91.9832
         378.359           91.9048
         378.502           91.8271
         378.645           91.7503
         378.789           91.6751
         378.932           91.6022
         379.076           91.5322
         379.219           91.4655
         379.363           91.4024
         379.507           91.3428
         379.651           91.2866
         379.796           91.2335
         379.940           91.1830
         380.084           91.1344
         380.229           91.0873
         380.373           91.0417
         380.518           90.9976
         380.663           90.9553
         380.808           90.9145
         380.953           90.8747
         381.098           90.8346
         381.244           90.7929
         381.389           90.7486
         381.534           90.7012
         381.680           90.6511
         381.826           90.5991
         381.972           90.5460
         382.118           90.4917
         382.264           90.4357
         382.410           90.3766
         382.556           90.3128
         382.703           90.2433
         382.849           90.1678
         382.996           90.0867
         383.142           90.0008
         383.289           89.9105
         383.436           89.8158
         383.583           89.7161
         383.731           89.6107
         383.878           89.4992
         384.025           89.3818
         384.173           89.2595
         384.320           89.1333
         384.468           89.0045
         384.616           88.8736
         384.764           88.7408
         384.912           88.6061
         385.060           88.4693
         385.209           88.3310
         385.357           88.1917
         385.506           88.0526
         385.654           87.9145
         385.803           87.7784
         385.952           87.6447
         386.101           87.5142
         386.250           87.3878
         386.399           87.2665
         386.549           87.1517
         386.698           87.0445
         386.848           86.9453
         386.998           86.8539
         387.147           86.7693
         387.297           86.6900
         387.447           86.6149
         387.598           86.5430
         387.748           86.4737
         387.898           86.4066
         388.049           86.3408
         388.199           86.2752
         388.350           86.2079
         388.501           86.1373
         388.652           86.0619
         388.803           85.9811
         388.954           85.8954
         389.106           85.8055
         389.257           85.7126
         389.409           85.6173
         389.560           85.5201
         389.712           85.4208
         389.864           85.3193
         390.016           85.2159
         390.168           85.1115
         390.321           85.0078
         390.473           84.9068
         390.626           84.8103
         390.778           84.7198
         390.931           84.6358
         391.084           84.5582
         391.237           84.4867
         391.390           84.4210
         391.543           84.3610
         391.697           84.3072
         391.850           84.2603
         392.004           84.2207
         392.158           84.1882
         392.311           84.1615
         392.465           84.1386
         392.619           84.1169
         392.774           84.0940
         392.928           84.0680
         393.082           84.0379
         393.237           84.0039
         393.392           83.9664
         393.547           83.9255
         393.702           83.8809
         393.857           83.8313
         394.012           83.7747
         394.167           83.7095
         394.322           83.6347
         394.478           83.5508
         394.634           83.4594
         394.789           83.3625
         394.945           83.2625
         395.101           83.1604
         395.258           83.0566
         395.414           82.9505
         395.570           82.8411
         395.727           82.7282
         395.884           82.6123
         396.040           82.4956
         396.197           82.3804
         396.354           82.2692
         396.511           82.1628
         396.669           82.0607
         396.826           81.9608
         396.984           81.8606
         397.141           81.7584
         397.299           81.6539
         397.457           81.5481
         397.615           81.4427
         397.773           81.3390
         397.931           81.2375
         398.090           81.1370
         398.248           81.0353
         398.407           80.9302
         398.566           80.8203
         398.725           80.7055
         398.884           80.5876
         399.043           80.4689
         399.202           80.3512
         399.362           80.2353
         399.521           80.1203
         399.681           80.0049
         399.841           79.8876
         400.001           79.7683
         400.161           79.6481
         400.321           79.5291
         400.481           79.4136
         400.642           79.3035
         400.802           79.2001
         400.963           79.1037
         401.124           79.0144
         401.285           78.9318
         401.446           78.8558
         401.607           78.7866
         401.769           78.7246
         401.930           78.6702
         402.092           78.6232
         402.253           78.5831
         402.415           78.5492
         402.577           78.5204
         402.739           78.4958
         402.902           78.4742
         403.064           78.4542
         403.227           78.4348
         403.389           78.4152
         403.552           78.3955
         403.715           78.3762
         403.878           78.3580
         404.041           78.3414
         404.204           78.3256
         404.368           78.3094
         404.531           78.2909
         404.695           78.2684
         404.859           78.2413
         405.023           78.2099
         405.187           78.1755
         405.351           78.1390
         405.516           78.1008
         405.680           78.0600
         405.845           78.0145
         406.010           77.9624
         406.175           77.9022
         406.340           77.8342
         406.505           77.7597
         406.670           77.6808
         406.836           77.5991
         407.001           77.5151
         407.167           77.4276
         407.333           77.3347
         407.499           77.2346
         407.665           77.1262
         407.831           77.0101
         407.997           76.8879
         408.164           76.7618
         408.331           76.6332
         408.497           76.5027
         408.664           76.3697
         408.831           76.2328
         408.999           76.0913
         409.166           75.9451
         409.334           75.7953
         409.501           75.6435
         409.669           75.4914
         409.837           75.3402
         410.005           75.1899
         410.173           75.0397
         410.341           74.8887
         410.510           74.7361
         410.678           74.5819
         410.847           74.4267
         411.016           74.2717
         411.185           74.1181
         411.354           73.9667
         411.523           73.8175
         411.693           73.6703
         411.862           73.5242
         412.032           73.3784
         412.202           73.2324
         412.372           73.0862
         412.542           72.9402
         412.712           72.7951
         412.883           72.6516
         413.053           72.5103
         413.224           72.3711
         413.395           72.2339
         413.566           72.0980
         413.737           71.9628
         413.908           71.8282
         414.079           71.6943
         414.251           71.5619
         414.423           71.4314
         414.594           71.3035
         414.766           71.1781
         414.939           71.0545
         415.111           70.9320
         415.283           70.8096
         415.456           70.6872
         415.628           70.5651
         415.801           70.4444
         415.974           70.3261
         416.147           70.2112
         416.320           70.0999
         416.494           69.9923
         416.667           69.8881
         416.841           69.7872
         417.015           69.6901
         417.189           69.5974
         417.363           69.5099
         417.537           69.4280
         417.712           69.3514
         417.886           69.2791
         418.061           69.2098
         418.236           69.1423
         418.411           69.0759
         418.586           69.0103
         418.761           68.9456
         418.937           68.8819
         419.112           68.8188
         419.288           68.7557
         419.464           68.6921
         419.640           68.6273
         419.816           68.5615
         419.992           68.4948
         420.169           68.4278
         420.345           68.3605
         420.522           68.2923
         420.699           68.2225
         420.876           68.1501
         421.053           68.0745
         421.231           67.9957
         421.408           67.9144
         421.586           67.8314
         421.764           67.7474
         421.942           67.6624
         422.120           67.5764
         422.298           67.4890
         422.476           67.4005
         422.655           67.3117
         422.834           67.2239
         423.013           67.1386
         423.192           67.0565
         423.371           66.9776
         423.550           66.9010
         423.730           66.8256
         423.909           66.7503
         424.089           66.6750
         424.269           66.5999
         424.449           66.5256
         424.629           66.4525
         424.810           66.3803
         424.990           66.3082
         425.171           66.2355
         425.352           66.1621
         425.533           66.0884
         425.714           66.0156
         425.895           65.9451
         426.077           65.8774
         426.258           65.8123
         426.440           65.7488
         426.622           65.6858
         426.804           65.6225
         426.986           65.5587
         427.169           65.4950
         427.351           65.4322
         427.534           65.3704
         427.717           65.3093
         427.900           65.2483
         428.083           65.1869
         428.266           65.1253
         428.450           65.0644
         428.633           65.0054
         428.817           64.9490
         429.001           64.8949
         429.185           64.8421
         429.370           64.7894
         429.554           64.7363
         429.739           64.6831
         429.923           64.6304
         430.108           64.5783
         430.293           64.5266
         430.479           64.4744
         430.664           64.4209
         430.850           64.3660
         431.035           64.3100
         431.221           64.2532
         431.407           64.1954
         431.593           64.1364
         431.780           64.0758
         431.966           64.0128
         432.153           63.9468
         432.340           63.8778
         432.527           63.8062
         432.714           63.7334
         432.901           63.6608
         433.089           63.5888
         433.276           63.5169
         433.464           63.4439
         433.652           63.3691
         433.840           63.2932
         434.029           63.2184
         434.217           63.1466
         434.406           63.0790
         434.594           63.0146
         434.783           62.9516
         434.973           62.8880
         435.162           62.8232
         435.351           62.7577
         435.541           62.6929
         435.731           62.6300
         435.921           62.5694
         436.111           62.5103
         436.301           62.4514
         436.491           62.3912
         436.682           62.3287
         436.873           62.2639
         437.064           62.1979
         437.255           62.1322
         437.446           62.0677
         437.638           62.0038
         437.829           61.9386
         438.021           61.8701
         438.213           61.7972
         438.405           61.7204
         438.597           61.6412
         438.790           61.5614
         438.982           61.4820
         439.175           61.4032
         439.368           61.3249
         439.561           61.2470
         439.755           61.1701
         439.948           61.0949
         440.142           61.0222
         440.335           60.9524
         440.529           60.8851
         440.724           60.8197
         440.918           60.7557
         441.112           60.6928
         441.307           60.6311
         441.502           60.5708
         441.697           60.5121
         441.892           60.4546
         442.087           60.3978
         442.283           60.3412
         442.479           60.2846
         442.675           60.2280
         442.871           60.1721
         443.067           60.1170
         443.263           60.0626
         443.460           60.0082
         443.657           59.9529
         443.853           59.8959
         444.051           59.8366
         444.248           59.7753
         444.445           59.7123
         444.643           59.6479
         444.841           59.5819
         445.039           59.5137
         445.237           59.4423
         445.435           59.3670
         445.634           59.2879
         445.832           59.2055
         446.031           59.1210
         446.230           59.0353
         446.429           58.9489
         446.629           58.8616
         446.828           58.7728
         447.028           58.6819
         447.228           58.5886
         447.428           58.4936
         447.628           58.3977
         447.829           58.3021
         448.029           58.2072
         448.230           58.1131
         448.431           58.0192
         448.632           57.9251
         448.834           57.8308
         449.035           57.7368
         449.237           57.6446
         449.439           57.5555
         449.641           57.4705
         449.843           57.3901
         450.046           57.3139
         450.248           57.2410
         450.451           57.1707
         450.654           57.1026
         450.857           57.0370
         451.061           56.9741
         451.264           56.9144
         451.468           56.8579
         451.672           56.8040
         451.876           56.7522
         452.080           56.7014
         452.285           56.6514
         452.490           56.6017
         452.694           56.5527
         452.899           56.5046
         453.105           56.4574
         453.310           56.4108
         453.516           56.3645
         453.721           56.3175
         453.927           56.2693
         454.133           56.2191
         454.340           56.1667
         454.546           56.1120
         454.753           56.0549
         454.960           55.9958
         455.167           55.9347
         455.374           55.8718
         455.582           55.8072
         455.789           55.7410
         455.997           55.6732
         456.205           55.6038
         456.413           55.5331
         456.622           55.4616
         456.830           55.3898
         457.039           55.3184
         457.248           55.2477
         457.457           55.1779
         457.667           55.1086
         457.876           55.0392
         458.086           54.9694
         458.296           54.8987
         458.506           54.8275
         458.716           54.7561
         458.927           54.6851
         459.138           54.6150
         459.349           54.5456
         459.560           54.4766
         459.771           54.4072
         459.982           54.3370
         460.194           54.2657
         460.406           54.1935
         460.618           54.1210
         460.830           54.0485
         461.043           53.9762
         461.255           53.9038
         461.468           53.8312
         461.681           53.7580
         461.895           53.6844
         462.108           53.6108
         462.322           53.5380
         462.536           53.4666
         462.750           53.3968
         462.964           53.3285
         463.178           53.2612
         463.393           53.1945
         463.608           53.1280
         463.823           53.0620
         464.038           52.9967
         464.253           52.9324
         464.469           52.8690
         464.685           52.8061
         464.901           52.7430
         465.117           52.6789
         465.334           52.6133
         465.550           52.5462
         465.767           52.4778
         465.984           52.4084
         466.201           52.3383
         466.419           52.2675
         466.636           52.1958
         466.854           52.1231
         467.072           52.0493
         467.291           51.9751
         467.509           51.9009
         467.728           51.8274
         467.947           51.7548
         468.166           51.6831
         468.385           51.6121
         468.604           51.5414
         468.824           51.4710
         469.044           51.4013
         469.264           51.3331
         469.484           51.2669
         469.705           51.2030
         469.926           51.1412
         470.147           51.0811
         470.368           51.0220
         470.589           50.9632
         470.811           50.9045
         471.032           50.8460
         471.254           50.7878
         471.477           50.7299
         471.699           50.6720
         471.922           50.6136
         472.144           50.5541
         472.367           50.4932
         472.591           50.4310
         472.814           50.3679
         473.038           50.3044
         473.262           50.2409
