       Wave (um)         Flux (Jy)  Uncertainty (Jy)
         89.3478          -1.56476          0.614172
         89.3660          -2.61789          0.589132
         89.3843          -1.82887          0.516261
         89.4025         -0.600242          0.368115
         89.4207          0.100839          0.746796
         89.4389           4.78224          0.326114
         89.4571           2.51339          0.567816
         89.4753          0.279929          0.307958
         89.4935           2.04965          0.538841
         89.5117           5.09735          0.317810
         89.5299          -2.72392          0.642844
         89.5481           1.26749          0.496580
         89.5663          -1.37303          0.328443
         89.5845           1.31014          0.530376
         89.6027          -3.97832          0.327717
         89.6209          -1.04126          0.485010
         89.6390          -2.69030          0.296051
         89.6572          -1.42482          0.608068
         89.6754          -2.04417          0.304040
         89.6936           1.85403          0.390305
         89.7117           4.82918          0.403152
         89.7299           1.36321          0.576942
         89.7481          -3.69419          0.309276
         89.7662           2.14106          0.422401
         89.7844           1.08939          0.436146
         89.8025          0.119258          0.335089
         89.8207          -2.80465          0.458066
         89.8388          -2.17412          0.224948
         89.8570          0.664185          0.462428
         89.8751           1.10409          0.342184
         89.8933           1.01324          0.461105
         89.9114         -0.728511          0.352854
         89.9295          0.818148          0.393479
         89.9477          -2.08020          0.277788
         89.9658           2.21404          0.461225
         89.9839         -0.837375          0.469671
         90.0020         -0.424912          0.403110
         90.0202          0.440507          0.346413
         90.0383         -0.908321          0.484929
         90.0564           1.14308          0.492366
         90.0745          0.125390          0.333586
         90.0926         0.0219348          0.329189
         90.1107           1.78576          0.378161
         90.1288          0.881777          0.408769
         90.1469         -0.160891          0.279345
         90.1650          0.822573          0.326503
         90.1831        -0.0117562          0.388443
         90.2012         -0.607358          0.413386
         90.2193          -2.29426          0.346023
         90.2374          0.527643          0.413093
         90.2555         -0.864070          0.439909
         90.2735          0.945276          0.295730
         90.2916          -2.00725          0.329019
         90.3097           4.03925          0.339090
         90.3278          -3.33189          0.550872
         90.3458           2.10869          0.340961
         90.3639          0.260239          0.348982
         90.3820         -0.826391          0.317521
         90.4000          0.971242          0.446078
         90.4181           1.74962          0.312040
         90.4361         -0.472569          0.431982
         90.4542          -2.64657          0.249985
         90.4722          -4.18216          0.317994
         90.4903          0.660988          0.313621
         90.5083           1.61180          0.382516
         90.5263           3.21216          0.417649
         90.5444          -3.69607          0.284038
         90.5624         -0.464559          0.441278
         90.5804           1.49898          0.238050
         90.5985         -0.767925          0.412342
         90.6165          -1.17829          0.247450
         90.6345          -1.58951          0.292892
         90.6525           1.08662          0.308765
         90.6705         -0.576920          0.382597
         90.6885          0.627900          0.203929
         90.7065         0.0221013          0.372154
         90.7246          0.708812          0.326248
         90.7426           2.68068          0.145298
         90.7606           1.07395          0.250535
         90.7785           3.03488          0.314691
         90.7965         0.0170297          0.345363
         90.8145          -6.04520          0.287572
         90.8325           1.75538          0.355185
         90.8505           1.24588          0.301134
         90.8685          -2.52286          0.328853
         90.8865          -3.01113          0.282917
         90.9044          0.363404          0.300302
         90.9224          0.564070          0.246443
         90.9404           3.54934          0.327723
         90.9583          -1.48006          0.243911
         90.9763           1.53806          0.209245
         90.9943          -2.54995          0.232188
         91.0122          -1.56729          0.208062
         91.0302          0.832392          0.305708
         91.0481           2.75474          0.193808
         91.0661         -0.208040          0.326715
         91.0840         -0.508748          0.241627
         91.1019          -1.00505          0.316919
         91.1199          -1.99154          0.220520
         91.1378          0.872667          0.275704
         91.1557         0.0805511          0.378160
         91.1737          -1.09208          0.258727
         91.1916           1.39557          0.361700
         91.2095          0.266049          0.310418
         91.2274          0.178804          0.322158
         91.2453          0.703218          0.234226
         91.2633          -1.51094          0.276220
         91.2812           1.62296          0.220104
         91.2991          0.708880          0.308034
         91.3170           2.58782          0.168457
         91.3349         -0.492443          0.295674
         91.3528           1.02657          0.270898
         91.3707          -1.76657          0.283939
         91.3886           1.18480          0.356498
         91.4064          -2.43864          0.214594
         91.4243          -2.69457          0.309590
         91.4422           2.08261          0.259858
         91.4601          0.804537          0.392355
         91.4780         0.0925144          0.350287
         91.4958          -1.04587          0.411735
         91.5137         -0.873127          0.271749
         91.5316           1.81158          0.297162
         91.5494           2.89935          0.233975
         91.5673         -0.293326          0.485087
         91.5851         -0.243636          0.340351
         91.6030         -0.150025          0.367131
         91.6208          0.191944          0.399117
         91.6387          0.584169          0.226751
         91.6565          -2.51382          0.430315
         91.6744          0.918686          0.214086
         91.6922          0.446180          0.403584
         91.7100           1.79553          0.259746
         91.7279           1.47904          0.358393
         91.7457          -2.22686          0.305586
         91.7635          0.308915          0.463542
         91.7813         -0.526209          0.341399
         91.7992        -0.0301470          0.263811
         91.8170           2.38336          0.453980
         91.8348          -1.57788          0.340208
         91.8526           3.43383          0.440306
         91.8704          -3.39932          0.287482
         91.8882         -0.233567          0.374529
         91.9060          -6.33459          0.363137
         91.9238          0.407765          0.278557
         91.9416           2.43370          0.355195
         91.9594          0.129056          0.410478
         91.9771         -0.479623          0.474144
         91.9949           3.55853          0.290727
         92.0127           1.08959          0.398699
         92.0305          0.337113          0.350940
         92.0482         -0.800691          0.423112
         92.0660         -0.726581          0.262986
         92.0838          -1.74991          0.373068
         92.1015          -4.10322          0.227321
         92.1193           1.28670          0.264362
         92.1371           2.48122          0.315495
         92.1548          -1.38422          0.344077
         92.1726          -3.06646          0.372669
         92.1903          -1.87505          0.269310
         92.2080           1.83921          0.369895
         92.2258          -2.18498          0.248682
         92.2435           1.05356          0.369168
         92.2613          -1.30418          0.252145
         92.2790           2.52104          0.385298
         92.2967          -3.94569          0.295789
         92.3144          0.265688          0.283009
         92.3321          -1.34208          0.309381
         92.3499           1.50401          0.612235
         92.3676           2.30037          0.391577
         92.3853          0.813162          0.192582
         92.4030           4.00578          0.274890
         92.4207          0.792888          0.375648
         92.4384          0.441897          0.406976
         92.4561           2.88711          0.277814
         92.4738          0.502816          0.357332
         92.4915          -3.03143          0.247218
         92.5092          0.380395          0.258609
         92.5268         -0.374064          0.285854
         92.5445           1.51245          0.414970
         92.5622         0.0557588          0.315743
         92.5799          -3.19556          0.246531
         92.5975          0.326139          0.388589
         92.6152          0.892491          0.245979
         92.6329          0.693074          0.378681
         92.6505           2.03565          0.211622
         92.6682           1.49472          0.452497
         92.6858          -4.56123          0.164499
         92.7035          -1.46354          0.351117
         92.7211           3.98075          0.355515
         92.7388         -0.818586          0.381513
         92.7564         0.0435750          0.264905
         92.7740         -0.930706          0.340677
         92.7917         -0.378862          0.359602
         92.8093          -2.32321          0.224578
         92.8269          0.523801          0.317548
         92.8445           3.71519          0.248335
         92.8622          -3.46743          0.251990
         92.8798           6.45440          0.220092
         92.8974          -3.47798          0.338465
         92.9150           3.72825          0.367962
         92.9326          -5.55022          0.232531
         92.9502         -0.636535          0.391725
         92.9678          -5.77902          0.321740
         92.9854         -0.429626          0.300975
         93.0030           1.56388          0.310869
         93.0206           2.64175          0.369952
         93.0381          -3.03035          0.281103
         93.0557           5.42064          0.439282
         93.0733         -0.931932          0.423814
         93.0909         -0.508855          0.390254
         93.1084           4.47222          0.374022
         93.1260         -0.617806          0.335230
         93.1436         -0.692265          0.378822
         93.1611         -0.930511          0.361321
         93.1787           2.12647          0.443603
         93.1962         -0.723121          0.361619
         93.2138          -2.24485          0.397290
         93.2313          -2.66572          0.328411
         93.2489          -1.73259          0.281136
         93.2664          0.853414          0.342404
         93.2839          -1.16181          0.272743
         93.3015          0.783764          0.302061
         93.3190         -0.835416          0.239100
         93.3365           2.42321          0.259461
         93.3541         -0.718630          0.319494
         93.3716           3.02610          0.298988
         93.3891           1.64896          0.370970
         93.4066         -0.593892          0.316433
         93.4241         -0.505477          0.459632
         93.4416          0.864315          0.418186
         93.4591          0.588995          0.383026
         93.4766          -4.38454          0.346723
         93.4941          0.687704          0.260506
         93.5116         -0.329863          0.316196
         93.5291          0.189372          0.409562
         93.5465          -1.25051          0.314341
         93.5640          -1.53593          0.394318
         93.5815          -1.23415          0.334142
         93.5990           4.04653          0.350622
         93.6164           5.89796          0.388618
         93.6339          -5.68764          0.330628
         93.6514           1.77776          0.435589
         93.6688          -2.44890          0.479144
         93.6863           4.32034          0.313858
         93.7037           1.44066          0.370565
         93.7212         0.0747164          0.342532
         93.7386           3.07416          0.194482
         93.7561         -0.726489          0.447898
         93.7735           3.13897          0.464518
         93.7909          -4.46751          0.267307
         93.8084          -1.76922          0.427412
         93.8258         -0.640503          0.271079
         93.8432          -1.97557          0.300878
         93.8606           5.55330          0.219191
         93.8780          -1.46679          0.303545
         93.8954          -1.43852          0.363873
         93.9128         -0.247331          0.365518
         93.9303           1.63813          0.362471
         93.9477          -2.40190          0.411647
         93.9650           3.56555          0.328377
         93.9824         -0.439683          0.264038
         93.9998          -1.59537          0.341769
         94.0172         -0.879618          0.268631
         94.0346           2.11068          0.385115
         94.0520         -0.824260          0.246262
         94.0693           1.90308          0.255276
         94.0867           1.48893          0.296733
         94.1041          -1.08525          0.245512
         94.1214         -0.571251          0.265394
         94.1388          -3.36711          0.241532
         94.1562          -2.84144          0.316481
         94.1735          -4.54176          0.222337
         94.1909          0.651387          0.271198
         94.2082           1.31659          0.175617
         94.2255         -0.506045          0.312658
         94.2429          -1.73403          0.206376
         94.2602           1.23980          0.322891
         94.2776           4.83866          0.273461
         94.2949          -2.86517          0.231621
         94.3122           5.50619          0.226973
         94.3295          -1.04026          0.250882
         94.3468          0.340953          0.304009
         94.3641          -2.49598          0.242536
         94.3815          0.431679          0.331010
         94.3988          -2.91324          0.218850
         94.4161          -2.08627          0.237108
         94.4334           2.55195          0.267447
         94.4506          -1.32775          0.248494
         94.4679           3.07062          0.328031
         94.4852           1.02796          0.206889
         94.5025           1.12663          0.335357
         94.5198           2.26593          0.329616
         94.5371         -0.889373          0.285890
         94.5543           2.13408          0.260791
         94.5716         -0.833393          0.382987
         94.5889           1.92416          0.334868
         94.6061           1.50542          0.309782
         94.6234          -1.09726          0.358896
         94.6406         -0.577570          0.235486
         94.6579          -3.40434          0.346030
         94.6751          -2.87285          0.206469
         94.6924          -4.59195          0.351705
         94.7096          0.658581          0.199239
         94.7268           1.33112          0.343750
         94.7441         -0.511630          0.322428
         94.7613          -1.75316          0.291498
         94.7785           1.25347          0.282883
         94.7957           4.89198          0.192997
         94.8129          -2.89674          0.269983
         94.8302           5.56684          0.364273
         94.8474          -1.05171          0.303257
         94.8646          0.344705          0.297532
         94.8818          -2.52344          0.218008
         94.8990          0.436426          0.249751
         94.9161          -2.94526          0.273887
         94.9333          -2.10919          0.212722
         94.9505           2.57998          0.243595
         94.9677          -1.34233          0.229430
         94.9849           3.10432          0.235801
         95.0020           1.03924          0.275595
         95.0192           1.13899          0.231263
         95.0364           2.29077          0.260597
         103.039        -0.0706568           1.06025
         103.094          0.439382           1.32776
         103.149          0.754231          0.700287
         103.205          -1.07698           1.27893
         103.260          -1.47773           1.21410
         103.315          0.640262           1.73861
         103.370         -0.408999           1.97537
         103.426          -1.65529           2.05030
         103.481         0.0969759           1.41948
         103.536         -0.721683           2.16802
         103.592        -0.0714173           2.03294
         103.647          0.444109           1.92259
         103.702          0.762339           2.06727
         103.758          -1.08855           2.33906
         103.813          -1.49360           1.56289
         103.868          0.647134           2.85730
         103.924         -0.413395           2.34800
         103.979          -1.67304           2.34952
         104.035         0.0980170           2.29275
         104.090         -0.729427           2.58276
         104.146           1.53431           2.35399
         104.201           1.12588           2.32667
         104.257          -1.25105           2.01231
         104.312         -0.615616           1.68355
         104.368           2.24018           1.64652
         104.423         -0.399100           1.56270
         104.479         -0.802919           1.67998
         104.534          0.899136           1.46924
         104.590          0.377260           1.85033
         104.645           1.23692           2.25260
         104.701          0.777075           1.45652
         104.756         -0.593501           1.88797
         104.812         -0.414046           2.15963
         104.868          0.762098           1.15088
         104.923          0.868786           1.61365
         104.979        -0.0316311           1.72689
         105.035           2.20887           1.42163
         105.090           1.48647           1.02500
         105.146          -1.56098           1.50362
         105.202         -0.716603           1.27447
         105.257          0.596781           1.11458
         105.313         -0.535922           1.34897
         105.369         -0.784822           1.25289
         105.425          -2.17805           1.44931
         105.480         -0.333871           1.17182
         105.536          -1.49168           1.59018
         105.592           2.68196          0.876812
         105.648           1.11571           1.47153
         105.704         -0.117325           1.20097
         105.759           1.55120           1.19764
         105.815           1.62583           1.01765
         105.871          -2.79321           1.70657
         105.927          -1.60622          0.905688
         105.983         -0.546954           1.53785
         106.039          -1.21253           1.39067
         106.095         -0.843450           1.71855
         106.151           1.91471           1.03700
         106.207          -1.52579           1.50122
         106.262          0.905670           1.14474
         106.318           1.33684           1.09380
         106.374           1.87434          0.962355
         106.430         -0.522694           1.19643
         106.486          -1.02015           2.09567
         106.542           1.16702          0.858809
         106.598          -1.58973           1.33927
         106.654          -1.58538           1.17896
         106.710          -1.80276          0.843614
         106.767           1.12186          0.957406
         106.823           2.06766          0.947058
         106.879          0.492321           1.18594
         106.935          -1.39638           1.40523
         106.991          -2.49746           1.08163
         107.047          -1.26652           1.06399
         107.103           1.72627          0.986821
         107.159          0.294987           1.03696
         107.215           2.00303          0.988880
         107.272         -0.377849           1.11788
         107.328         -0.907653           1.20375
         107.384         0.0887485           1.05028
         107.440          0.293211           1.03572
         107.496          0.597367           1.23803
         107.553          0.313608          0.844341
         107.609         -0.754060           1.00202
         107.665          -1.82116           1.24788
         107.721         -0.397857          0.898994
         107.778           1.53512           1.07055
         107.834           1.51328           1.13395
         107.890          0.602528          0.951150
         107.947           1.42174          0.983299
         108.003         -0.657669           1.11013
         108.059          0.542579          0.941415
         108.116           1.50688          0.990090
         108.172          0.158932          0.976980
         108.229         -0.892465           1.16283
         108.285          -2.24394          0.856931
         108.341           1.36842           1.00113
         108.398         -0.590926           1.10964
         108.454          -1.45783          0.961918
         108.511          0.869370          0.923724
         108.567          0.808913          0.983614
         108.624         -0.195291           1.06525
         108.680           1.55299          0.781397
         108.737        -0.0546028          0.670841
         108.793           1.57420          0.755439
         108.850         -0.427542           1.00805
         108.906        -0.0626400          0.931290
         108.963          0.677147          0.752326
         109.019           1.22980           1.10564
         109.076          -2.74937          0.834765
         109.132          0.915234          0.970906
         109.189           1.22903           1.09103
         109.246           1.34824           1.31777
         109.302          -1.65224           1.25545
         109.359         -0.380277           1.36706
         109.416          0.385707           1.26958
         109.472          -1.79027           1.06629
         109.529          -1.99881           1.12164
         109.586          0.285343           1.17898
         109.642          -1.42522           1.22222
         109.699          -2.07998           1.34499
         109.756          0.968024          0.975591
         109.813         -0.871804           1.34963
         109.869           1.06064           1.45708
         109.926          0.216619           1.10586
         109.983         -0.278688           1.20398
         110.040          -1.38574           1.48634
         110.096           1.15254           1.34412
         110.153         -0.800288           1.44270
         110.210         -0.890598           1.38128
         110.267           1.60408           1.70297
         110.324          0.688259           1.41589
         110.381           2.03479           1.44151
         110.437          0.503986           1.65216
         110.494          0.363915           1.68263
         110.551         -0.645122           1.67501
         110.608        -0.0490741           1.42553
         110.665         -0.527056           1.70926
         110.722         -0.906418           1.41850
         110.779         -0.423622           1.86013
         110.836          0.407242           1.52610
         110.893          0.115146           1.68254
         110.950          0.172448           1.50364
         111.007         -0.195307           1.53297
         111.064           1.49296           1.46532
         111.121           1.62728           1.26312
         111.178         -0.201392           1.51972
         111.235         -0.593829           1.67125
         111.292          0.775991           1.27815
         111.349           2.09796           1.25578
         111.406         -0.206580           1.30102
         111.463          0.260361           1.62171
         111.521         -0.957377           1.38038
         111.578         -0.442422           1.92567
         111.635         -0.887565           1.37964
         111.692          0.828276           1.22738
         111.749          0.702905           1.38639
         111.806          -1.64541           1.22459
         111.863          -2.17923           1.42966
         111.921          -2.99757           1.48996
         111.978          -1.22730           1.61090
         112.035          -1.44283           1.51052
         112.092          0.368731           1.42375
         112.150          0.476188           1.19992
         112.207           2.17791           1.20968
         112.264         -0.409139           1.41700
         112.321          0.617341           1.38362
         112.379          -1.12524           1.15223
         112.436          0.619589           1.26028
         112.493         -0.702264           1.17042
         112.551           2.26186           1.07365
         112.608          -1.90153           1.27623
         112.665         -0.962986           1.24139
         112.723         -0.961232           1.18789
         112.780         -0.315195           1.15729
         112.837          0.353974           1.20453
         112.895           1.22116           1.02458
         112.952          0.961253           1.05993
         113.010           1.61082           1.07761
         113.067         0.0787119           1.23831
         113.125           1.88015           1.15188
         113.182          -1.54434           1.10889
         113.240           1.13756          0.901983
         113.297         -0.530070           1.02863
         113.355          0.502761          0.915104
         113.412          -1.70838           1.09358
         113.470           2.90388          0.816710
         113.527         -0.508740          0.732201
         113.585           2.04304          0.869111
         113.642          0.474200          0.878964
         113.700           2.31872           1.00504
         113.757         -0.806992           1.01430
         113.815           1.09692          0.955460
         113.873         -0.226880          0.908234
         113.930          0.311668          0.820829
         113.988          0.880279          0.822843
         114.046          -2.35850          0.868285
         114.103          -1.61015          0.936774
         114.161          -1.13240           1.00157
         114.219          0.694758          0.889563
         114.276           2.00221          0.901129
         114.334           1.30296          0.890920
         114.392         -0.578009          0.887009
         114.449          0.139924          0.872360
         114.507          -1.50812          0.925891
         114.565          -1.64083          0.939455
         114.623           1.45339          0.900025
         114.680          0.560337           1.01241
         114.738         -0.892959          0.832248
         114.796          -1.29463           1.08536
         114.854         -0.591059           1.07631
         114.912          -1.72893           1.08721
         114.970          0.612895           1.19382
         115.027          0.718977           1.15461
         115.085          -1.26087           1.20165
         115.143         0.0164766           1.04077
         115.201         -0.458945           1.43157
         115.259          0.140106           1.21288
         115.317           2.32329           1.48861
         115.375          0.593428           1.20863
         115.433         -0.180776           1.15705
         115.491          -1.88386           1.28296
         115.549         -0.555511           1.50441
         115.607         -0.604870           1.51902
         115.665           1.09181           1.48736
         115.723         -0.184110           1.55978
         115.781           1.74850           1.46035
         115.839           2.38739           1.58960
         115.897          0.117324           1.79076
         115.955          -1.62269           2.06595
         116.013          0.282279           2.06505
         116.071          -2.00812           1.50261
         116.129         -0.355909           1.80761
         116.187          0.760636           2.02423
         116.245           1.84353           2.17104
         116.303         -0.810778           2.50082
         116.361         0.0946782           1.92906
         116.419          0.103799           1.75069
         116.477          -1.50213           2.17661
         116.536          0.159235           2.24400
         116.594         0.0683369           2.08463
         116.652         -0.987537           2.23260
         116.710           1.88948           2.21209
         116.768         -0.560317           1.93056
         116.827         -0.669959           2.25574
         116.885          0.463472           2.34268
         116.943          0.765995           2.05328
         117.001         -0.908171           2.88296
         117.060           2.47673           2.35444
         117.118         0.0836345           2.32174
         117.176        -0.0177735           2.35290
         117.234          0.959690           2.37382
         117.293          0.140070           2.18831
         117.351          -2.38116           2.51225
         117.409         -0.127912           2.17785
         117.468         -0.432924           2.62370
         117.526          -1.19980           2.21303
         117.584         0.0317325           1.48683
         117.643          -1.45135           2.00148
         117.701          -1.97578           1.58673
         117.760        -0.0633127           2.00599
         117.818          0.818746           1.93184
         117.876           1.62003           1.61308
         117.935           3.19344           1.60939
         117.993           1.41099           1.58275
         118.052        -0.0614831           1.52191
         118.110         -0.505983           1.53700
         118.169          -1.26071           1.37190
         118.227          -2.19487           1.39598
         118.286        0.00798203           1.22369
         118.344         -0.496978           1.38921
         118.403          0.125279           1.49009
         118.461           1.41523           1.17113
         118.520        -0.0337330          0.957568
         118.578         -0.940123          0.940800
         118.637          0.497014          0.933628
         118.696          -1.12219           1.21943
         118.754         -0.341458           1.09336
         118.813         -0.200639           1.00664
         118.871          -1.07790           1.07761
         118.930          -1.97837           1.05296
         118.989          0.111125          0.978430
         119.047         -0.434626           1.12166
         119.106         -0.290865           1.05268
         119.165           3.23449          0.869793
         119.223           1.05428          0.890541
         119.282         -0.673313          0.949389
         119.341           1.60253          0.939075
         119.400          0.115810           1.04343
         119.458          0.432419           1.10967
         119.517           2.57913          0.925357
         119.576         -0.257568           1.03313
         119.635         -0.419588          0.818834
         119.693           1.11361          0.989633
         119.752         -0.872466           1.12762
         119.811          -1.28734          0.854341
         119.870         -0.493120          0.963227
         119.929          -1.01953          0.981228
         119.987           1.86598           1.04755
         120.046           1.14193           1.01648
         120.105         -0.622468          0.989118
         120.164         -0.113972           1.04020
         120.223          -2.14582          0.925646
         120.282          -1.26944          0.874335
         120.341         -0.970197          0.908052
         120.400           3.42820           1.09297
         120.458          0.201615          0.986378
         120.517         -0.777819          0.955663
         120.576           2.17426          0.852729
         120.635         -0.270949           1.02340
         120.694          0.318097          0.985989
         120.753           1.72691           1.05746
         120.812         -0.980410           1.11681
         120.871          -1.78189           1.12480
         120.930         -0.735228          0.998435
         120.989          0.442774           1.28914
         121.048         -0.139528           1.47929
         121.107         -0.269024           1.26317
         121.166          -2.96585           1.17472
         121.225          -1.64977           1.09859
         121.285         -0.344477           1.12688
         121.344           3.42502           1.22928
         121.403           3.02887           1.46088
         121.462           2.48008           1.67999
         121.521          0.305496           1.60084
         121.580         -0.977951           1.65061
         121.639          0.119924           1.53868
         121.698           1.05443           1.67390
         121.758          -1.32760           2.05384
         121.817          -1.19297           2.20588
         121.876          -3.17167           1.72450
         121.935         -0.595996           2.31662
         121.994           1.39120           2.33672
         122.054          0.912683           2.18958
         122.113          0.856496           1.91879
         122.172          0.776743           2.48815
         122.231           1.54951           2.31152
         122.291          -1.34590           2.34473
         122.350          0.225211           3.10609
         122.409         -0.468715           2.39586
         122.468         -0.229800           2.83196
         122.528          -1.20656           2.41626
         122.587          -1.52424           2.18616
         122.646         -0.354755           2.44303
         122.706         -0.212586           2.45230
         122.765          0.716432           3.09490
         122.824           1.42698           2.48726
         122.884          0.361070           2.05903
         122.943          -1.36526           2.74827
         123.003         -0.791020           2.07110
         123.062          0.585570           2.06000
         123.121           1.33790           2.06810
         123.181         -0.729945           2.09055
         123.240         -0.804994           2.08369
         123.300         -0.486813           2.33844
         123.359         -0.769315           2.14982
         123.419          -1.23127           1.75165
         123.478         -0.448006           1.91964
         123.538          -2.33461           1.91090
         123.597          0.298773           1.42432
         123.657          0.319228           1.47576
         123.716           1.09724           1.53129
         123.776        -0.0619306           1.25084
         123.835          -1.46559           1.26399
         123.895          0.694401           1.12384
         123.954         -0.370109           1.42605
         124.014           2.86143           1.37959
         124.073          0.412853           1.21805
         124.133           2.55985           1.17599
         124.193          -1.77858           1.07291
         124.252           2.04930           1.02524
         124.312          0.599939           1.36869
         124.371         -0.560134           1.40243
         124.431         -0.179427           1.50081
         124.491         -0.697388           1.13075
         124.550         -0.268412           1.22480
         124.610         -0.364149           1.47724
         124.670         -0.145562           1.29871
         124.730          0.493094           1.19992
         124.789           1.38774           1.34461
         124.849          0.644087           1.59613
         124.909          -1.21349           1.07482
         124.968         -0.815513           1.38616
         125.028          0.325400           1.32924
         125.088          -1.02774           1.16933
         125.148         -0.155629           1.20833
         125.207          0.532530           1.30746
         125.267         -0.486021           1.51735
         125.327          0.919448           1.09983
         125.387           3.39869           1.28002
         125.447          0.533749           1.45717
         125.507         -0.499809           1.36619
         125.566         -0.300680           1.39530
         125.626          0.150383           1.50751
         125.686         -0.596133           1.39558
         125.746         -0.257617           1.33847
         125.806         -0.748047           1.76563
         125.866          -2.85321           1.56696
         125.926         -0.498917           1.74321
         125.986          -1.45081           1.79309
         126.045          -2.15928           1.50869
         126.105          -1.06319           1.62247
         126.165         0.0285967           2.10013
         126.225           1.34854           1.55083
         126.285           1.09333           1.81796
         126.345           2.08851           1.66220
         126.405          0.437417           1.44933
         126.465         -0.546376           1.79359
         126.525         -0.349833           2.24192
         126.585          0.479584           1.72297
         126.645          0.108816           2.27652
         126.705          0.399675           1.23739
         126.765          0.650647           1.60396
         126.825        -0.0600856           2.31391
         126.885           1.18143           1.63504
         126.946           1.18402           2.08756
         127.006          0.258984           1.89249
         127.066         -0.717693           1.76599
         127.126         -0.118639           1.76331
         127.186          -1.55418           1.99540
         127.246          -1.99951           2.13713
         127.306         -0.540083           2.00719
         127.366          -1.46263           1.97317
         127.427         -0.512946           1.97129
         127.487         -0.518312           2.19977
         127.547         -0.687001           1.92881
         127.607          -1.01295           2.30120
         127.667         -0.628609           2.15635
         127.727         -0.439960           2.05137
         127.788           1.03788           2.19930
         127.848           1.31574           1.72469
         127.908           1.04750           2.19752
         127.968           1.06520           1.65362
         128.029           1.70781           2.12465
         128.089         0.0109778           1.64266
         128.149         -0.112990           1.63072
         128.209          0.918208           1.74409
         128.270          -1.29005           1.34829
         128.330          0.781242           1.86284
         128.390         -0.122010           1.45752
         128.451         -0.726625           1.91463
         128.511           1.31039           1.66396
         128.571           1.10337           1.42254
         128.632        -0.0612738           1.88261
         128.692           1.07577           1.85431
         128.752          0.632806           1.90621
         128.813          0.358606           1.72523
         128.873         0.0925274           1.83541
         128.934          -2.32076           1.63930
         128.994         -0.978414           1.86601
         129.054         -0.664772           1.51754
         129.115         -0.365614           1.89478
         129.175        -0.0619509           1.81753
         129.236         0.0310126           1.60516
         129.296           1.88062           1.96326
         129.357           1.37844           1.92750
         129.417           1.22958           1.76647
         129.478           2.50599           2.04171
         129.538        -0.0521212           1.78827
         129.599        0.00403689           2.20711
         129.659         -0.123133           1.70939
         129.720           1.05857           2.01255
         129.780          0.157790           1.88093
         129.841         -0.655590           2.13993
         129.901         -0.698532           2.13519
         129.962          -1.28104           1.67774
         130.022         -0.395579           1.87292
         130.083           1.15903           1.59554
         130.143          0.917434           2.05793
         130.204         -0.456111           2.33620
         130.265          -2.36531           2.13951
         130.325          -5.04879           1.43994
         130.386           1.64486           1.42354
         130.447           4.98840           2.20949
         130.507          -1.49402           2.91561
         130.568          -1.20075           2.19314
         130.628          -2.58718           2.70864
         130.689          -1.01462           2.44635
         130.750         -0.180432           2.87226
         130.811           1.13710           2.04837
         130.871           1.45878           2.48790
         130.932          -1.24782           2.62554
         130.993          -1.89849           3.15532
         131.053          0.306095           2.60397
         131.114         -0.434720           2.69969
         131.175         -0.167143           2.69223
         131.236          0.184502           3.10203
         131.296         -0.881213           2.44194
         131.357          0.671811           2.57088
         131.418          0.428600           2.73518
         131.479           1.28939           2.49898
         131.539          0.301423           2.99570
         131.600         -0.745604           2.29434
         131.661          -1.71476           2.18140
         131.722          -1.05421           2.16588
         131.783         0.0668636           2.65443
         131.844           1.49859           2.27373
         131.904           1.52389           2.13939
         131.965         -0.471227           2.37921
         132.026           1.21481           2.00359
         132.087         0.0273194           1.75535
         132.148           1.86390           2.05023
         132.209          0.136923           2.14124
         132.270         -0.373312           2.06558
         132.331          -1.15576           2.04393
         132.392           2.49265           2.14977
         132.452           1.70872           1.85569
         132.513          0.526424           2.19858
         132.574         -0.617494           1.73337
         132.635          -1.56243           2.04539
         132.696          -2.17205           1.69362
         132.757         -0.829767           1.47788
         132.818         -0.623704           1.78826
         132.879         0.0945124           2.01260
         132.940           1.01039           1.81319
         133.001          -1.39058           1.65949
         133.062          0.492581           1.71462
         133.123          0.552943           1.88797
         133.184           1.94246           1.96296
         133.245         -0.478361           2.20043
         133.306          -1.95420           1.79536
         133.367          -1.10888           1.70049
         133.428         -0.214657           1.45573
         133.490         -0.484094           1.93583
         133.551          0.768649           1.49114
         133.612          0.813714           1.77732
         133.673           2.05193           1.70378
         133.734         0.0231764           1.79666
         133.795         -0.649302           1.84921
