       Wave (um)         Flux (Jy)  Uncertainty (Jy)
         72.0016          0.210872           2.47896
         72.0212         -0.229377           2.99499
         72.0409         -0.578248           2.43995
         72.0605          -1.12667           2.45778
         72.0801          0.175023           2.35755
         72.0998         0.0522048           2.68684
         72.1194        -0.0766553           3.33295
         72.1390         -0.390228           2.52696
         72.1587         -0.933306           2.23083
         72.1783           1.84771           2.42622
         72.1979         -0.402726           2.81117
         72.2176         -0.607438           2.11733
         72.2372         -0.771234           2.31555
         72.2568         -0.187181           2.81969
         72.2764          0.566171           2.79359
         72.2961           1.73919           2.13454
         72.3157         -0.549891          0.942718
         72.3353          -3.86076          0.664559
         72.3550          0.485784          0.748611
         72.3746           1.06003          0.834055
         72.3942           2.56411          0.794445
         72.4138          -1.50887          0.661477
         72.4335         -0.898931          0.758978
         72.4531          0.681120          0.536801
         72.4727          -1.53654          0.904656
         72.4923          -1.19234          0.766791
         72.5119           1.21105          0.787683
         72.5316          -1.21251          0.649967
         72.5512           1.64736          0.614105
         72.5708          0.269787          0.860516
         72.5904       -0.00227417          0.514035
         72.6101          0.768885          0.987326
         72.6297          -1.09362          0.604972
         72.6493         -0.604334          0.867338
         72.6689          0.496420          0.489992
         72.6885         -0.313587          0.931751
         72.7081           4.89543          0.806332
         72.7278          -1.71361           1.16807
         72.7474         -0.733764          0.813044
         72.7670          0.361560          0.849427
         72.7866          -2.40964          0.687414
         72.8062         -0.319566          0.666986
         72.8258           2.10996           1.05933
         72.8454          -1.64244          0.809774
         72.8651           1.23176          0.831819
         72.8847          -1.95216           1.27641
         72.9043           1.98189           1.12196
         72.9239         -0.311687           1.00189
         72.9435         -0.833384          0.658226
         72.9631          0.410230          0.763994
         72.9827          0.626842          0.845745
         73.0023          -1.56146          0.906902
         73.0219         -0.326949           1.27486
         73.0415           1.16123          0.892778
         73.0612         -0.200129           1.02061
         73.0808         -0.105324          0.756850
         73.1004           1.70628           1.21841
         73.1200         -0.807473          0.540842
         73.1396           1.75629           1.16199
         73.1592          -2.80958          0.757174
         73.1788        -0.0305748          0.719118
         73.1984           1.46123          0.891268
         73.2180         -0.366353           1.19601
         73.2376         -0.597790          0.887160
         73.2572           1.20192           1.07057
         73.2768          0.179029          0.786804
         73.2964          -2.06462          0.833809
         73.3160           1.06958           1.00448
         73.3356          0.553529          0.862274
         73.3552          0.974093          0.975614
         73.3748          -1.15320          0.695379
         73.3944          -1.51299          0.941397
         73.4140         -0.188214          0.717496
         73.4336          0.469147           1.15275
         73.4532          0.650139          0.460299
         73.4727          0.314011           1.02977
         73.4923         -0.423221          0.829983
         73.5119           1.49115           1.55528
         73.5315          -1.78344          0.496994
         73.5511         -0.311898           1.25916
         73.5707          0.583880          0.660695
         73.5903           1.69077           1.19625
         73.6099         -0.857014          0.802432
         73.6295          0.546831          0.835366
         73.6491           1.46216           1.12093
         73.6686          -1.74464          0.896668
         73.6882           1.14924           1.01193
         73.7078         -0.209307          0.825026
         73.7274        -0.0793486           1.09682
         73.7470         -0.869418          0.868709
         73.7666          -1.81616           1.01686
         73.7862          0.278644          0.823486
         73.8057           1.40348          0.805391
         73.8253          0.292897          0.944505
         73.8449          0.572149           1.15945
         73.8645          -1.49514          0.840241
         73.8841          0.590419           1.26809
         73.9036           1.49542          0.947590
         73.9232          -1.63715           1.22461
         73.9428          -2.03801          0.815858
         73.9624         -0.566797           1.14275
         73.9819           1.31209          0.736056
         74.0015        -0.0801800           1.41372
         74.0211          -1.70713          0.937982
         74.0407           2.35831           1.60945
         74.0602         -0.362708          0.985834
         74.0798          0.836416          0.961321
         74.0994          -2.28229          0.987677
         74.1190          -1.46231          0.873387
         74.1385           1.67957          0.903566
         74.1581          0.201544          0.963507
         74.1777          0.544879          0.924085
         74.1972         -0.391676          0.925736
         74.2168           1.61334          0.887835
         74.2364          0.757150           1.36496
         74.2559          -1.89720          0.962447
         74.2755          -2.50580          0.932330
         74.2951         0.0246639           1.05933
         74.3146           1.93397           1.13224
         74.3342          0.159269          0.797657
         74.3538         -0.713585          0.851166
         74.3733          0.948655          0.999734
         74.3929           1.81670           1.06797
         74.4124           1.00041           1.54876
         74.4320          -2.02390          0.838788
         74.4516        -0.0718005           1.25103
         74.4711           1.11448           1.07274
         74.4907          0.839754           1.35720
         74.5102          -1.97346           1.11591
         74.5298           1.76319           1.33196
         74.5493         -0.530147          0.910747
         74.5689          -1.62466           1.49884
         74.5884          0.393769           1.14928
         74.6080         -0.160402           1.39064
         74.6275          -2.69040           1.41360
         74.6471         -0.620846           1.44947
         74.6666           2.14661           1.39409
         74.6862           1.42226           1.34254
         74.7057         -0.220784           1.12397
         74.7253           2.72939           1.02757
         74.7448        -0.0399850           1.14797
         74.7644          -2.07922           1.02202
         74.7839         0.0492894           1.38882
         74.8035         -0.124746           1.16278
         74.8230           1.82426           1.07479
         74.8426          0.453660           1.28076
         74.8621         -0.798833           1.37370
         74.8816           1.04090           1.56927
         74.9012         -0.349001           1.53715
         74.9207          -2.03164           1.01331
         74.9403          0.597813           1.57239
         74.9598           1.65114          0.908010
         74.9793          0.439277           1.20824
         74.9989         -0.736171          0.847580
         75.0184          -1.74404           1.10645
         75.0380          0.409539          0.740473
         75.0575         -0.604335           1.31008
         75.0770          -1.44778          0.874503
         75.0966          -1.13933           1.14057
         75.1161          0.151173           1.13713
         75.1356           1.25836           1.15090
         75.1551          -1.01673          0.927809
         75.1747          0.511407           1.06234
         75.1942           1.45897          0.885649
         75.2137          -1.50300          0.989694
         75.2333        -0.0918118          0.771199
         75.2528          -1.22120          0.916205
         75.2723          0.857899          0.974536
         75.2918         -0.252794          0.740595
         75.3114          0.859095          0.841570
         75.3309         -0.988805          0.790329
         75.3504           1.24612          0.679084
         75.3699         -0.386087          0.634023
         75.3894           2.22411          0.895767
         75.4090         -0.963446          0.868275
         75.4285           1.54245          0.768215
         75.4480           1.13601           1.14025
         75.4675           1.60848          0.823194
         75.4870          -1.42169          0.640347
         75.5065          -2.04551          0.975569
         75.5261        -0.0393186          0.667741
         75.5456        -0.0893276           1.02634
         75.5651          -2.68398          0.477208
         75.5846          0.775887           1.04961
         75.6041           2.75861          0.538985
         75.6236          0.818117          0.967713
         75.6431          0.280507          0.501118
         75.6626          -1.11335          0.799250
         75.6821          0.800086          0.679121
         75.7016         -0.541234          0.972089
         75.7212          -1.13803          0.381150
         75.7407           1.01862          0.867352
         75.7602           1.20438          0.572303
         75.7797           1.17274          0.770741
         75.7992         -0.614632          0.708861
         75.8187          0.143150          0.938632
         75.8382        -0.0731896          0.699988
         75.8577          -2.42524          0.855577
         75.8772           1.60961          0.707204
         75.8967          0.625500          0.883207
         75.9162          0.600156          0.614229
         75.9357          0.696072          0.680591
         75.9551          0.352372          0.851735
         75.9746          -1.97259          0.697827
         75.9941         -0.210257          0.927397
         76.0136          -1.57134          0.622729
         76.0331           1.56096          0.681023
         76.0526          -1.02632          0.886916
         76.0721          -1.98140          0.879376
         76.0916           2.02015          0.890962
         76.1111         -0.301006          0.830566
         76.1306         -0.525455          0.831861
         76.1500          -2.27399          0.748662
         76.1695         -0.595388          0.642892
         76.1890           2.52883          0.621486
         76.2085          -2.10338          0.621440
         76.2280           1.48200          0.714987
         76.2475           1.82137          0.446309
         76.2669         -0.255197          0.790430
         76.2864          0.803925          0.428343
         76.3059          -1.29849          0.893083
         76.3254          -2.82941          0.586035
         76.3448           1.21374          0.645358
         76.3643          0.965537          0.508128
         76.3838          0.165504          0.691608
         76.4033           1.15241          0.554600
         76.4227           1.49193          0.802201
         76.4422         -0.742501          0.642730
         76.4617         -0.771228          0.886863
         76.4812         -0.605994          0.741714
         76.5006          0.170110           1.13789
         76.5201         -0.501405          0.558062
         76.5396           1.35423          0.907954
         76.5590          -1.98983          0.627293
         76.5785         -0.663902          0.737499
         76.5979          0.295315          0.664620
         76.6174          0.241999          0.965286
         76.6369           1.89422           1.22978
         76.6563          -1.94147          0.875260
         76.6758         -0.284361          0.756226
         76.6952         0.0744810          0.787215
         76.7147           2.09342          0.608575
         76.7342           1.64227          0.825370
         76.7536           1.36542           1.16314
         76.7731          -1.29158           1.11021
         76.7925          0.831010           1.30015
         76.8120          -1.66816          0.817187
         76.8314          0.142665          0.786297
         76.8509         -0.718265           1.08580
         76.8703          -2.21775          0.860468
         76.8898          -1.86560          0.804082
         76.9092          -2.39189          0.853307
         76.9287         -0.923528           1.00368
         76.9481         -0.649248           1.25052
         76.9676           3.59120           1.11978
         76.9870          0.281941           1.01953
         77.0064          0.668297          0.671324
         77.0259          0.512734           1.16393
         77.0453          0.463742          0.924766
         77.0648          0.829600           1.09701
         77.0842          0.172657          0.740769
         77.1036          0.303140          0.894722
         77.1231        -0.0347056          0.647888
         77.1425           3.13322          0.730238
         77.1619          -1.63328          0.511026
         77.1814          0.660090           1.04191
         77.2008          -1.77061          0.496333
         77.2202         -0.737132          0.864722
         77.2397          0.451963          0.555767
         77.2591         -0.533525           1.09209
         77.2785         -0.728231          0.624383
         77.2980           1.62456           1.03729
         77.3174          -1.62245          0.743419
         77.3368         -0.143291           1.08718
         77.3562           1.49883          0.794933
         77.3756         0.0663324           1.15856
         77.3951           1.34145          0.717406
         77.4145          0.550179           1.37537
         77.4339           2.37653          0.686278
         77.4533         -0.391235          0.986535
         77.4727          0.379692          0.807808
         77.4922          0.818921          0.848539
         77.5116          -2.43162          0.636983
         77.5310          -2.36850          0.842083
         77.5504          -1.77516          0.623283
         77.5698          -1.32080           1.17897
         77.5892          0.156764          0.801712
         77.6086        -0.0756257           1.01006
         77.6280           2.96519          0.718032
         77.6474          0.560904           1.09469
         77.6668          0.289371          0.700074
         77.6863           1.83067          0.887290
         77.7057          -1.96310          0.962041
         77.7251         -0.387611          0.790049
         77.7445         -0.379425          0.974167
         77.7639          0.366032          0.778531
         77.7833          0.486017          0.809423
         77.8027         -0.404817           1.10170
         77.8221        -0.0378042          0.769363
         77.8414          -1.23438          0.985616
         77.8608          0.841401           1.04219
         77.8802         -0.303053          0.775516
         77.8996          0.818349          0.781524
         77.9190         -0.197682          0.666287
         77.9384          -1.39380           1.08399
         77.9578          0.842814          0.701131
         77.9772          -2.09477           1.36269
         77.9966          0.114094           1.05615
         78.0160         -0.522879           1.23879
         78.0353          0.428097          0.892706
         78.0547           1.28438          0.955128
         78.0741         -0.919755          0.704662
         78.0935          0.382303           1.06130
         78.1129           1.21820          0.735304
         78.1322           2.44790          0.966044
         78.1516          -2.05666          0.704448
         78.1710          0.270825          0.768824
         78.1904         -0.580978           1.09701
         78.2097          0.729223          0.924214
         78.2291         -0.822412          0.794264
         78.2485          0.787465          0.912592
         78.2679           1.36921          0.803015
         78.2872         -0.458891          0.691475
         78.3066          -3.08745          0.794348
         78.3260          0.805794           1.06307
         78.3453         -0.890247          0.813706
         78.3647           1.36124          0.869955
         78.3841          -3.52440          0.819988
         78.4034          -2.05004          0.745647
         78.4228           2.64424          0.695474
         78.4421          0.530239          0.750456
         78.4615           2.37418          0.883185
         78.4809        -0.0683377          0.599898
         78.5002           1.80276          0.653840
         78.5196         -0.309228          0.767520
         78.5389         0.0232097          0.419056
         78.5583          -3.01948           1.04495
         78.5776          0.704290          0.394198
         78.5970         0.0767108          0.865008
         78.6163         -0.786038          0.466818
         78.6357          -1.47054          0.865177
         78.6550         -0.809691          0.494729
         78.6744           1.06676          0.765635
         78.6937          0.609704          0.407420
         78.7130          -1.48601          0.838681
         78.7324           2.35949          0.306572
         78.7517         -0.213219          0.777978
         78.7711           1.22246          0.305408
         78.7904           3.62197          0.608301
         78.8097          -1.43041          0.444639
         78.8291           2.65255          0.425393
         78.8484         -0.411252          0.392739
         78.8677          0.936398          0.586273
         78.8871         -0.996773          0.512918
         78.9064          -2.52126          0.591779
         78.9257           1.81938          0.492340
         78.9451         -0.492160          0.524940
         78.9644         -0.324154          0.439871
         78.9837         -0.307065          0.521724
         79.0030          -2.33414          0.404616
         79.0224          -1.51658          0.470750
         79.0417         -0.427425          0.374831
         79.0610           2.23937          0.685355
         79.0803        -0.0448777          0.403521
         79.0996          0.108271          0.425770
         79.1189          0.907923          0.362042
         79.1383          0.128950          0.502205
         79.1576         -0.220008          0.471995
         79.1769          0.272637          0.588094
         79.1962          0.646356          0.364203
         79.2155         0.0799945          0.631890
         79.2348          0.398678          0.423643
         79.2541          -3.19213          0.677357
         79.2734           1.46498          0.560481
         79.2927           1.14690          0.815982
         79.3120          -2.37240          0.554315
         79.3313           1.57630          0.543602
         79.3506           1.42417          0.612097
         79.3699          0.810381          0.705029
         79.3892           2.07790          0.471897
         79.4085         -0.726380          0.656062
         79.4278           1.39403          0.435726
         79.4471          -2.78487          0.688906
         79.4664          -2.68382          0.661691
         79.4857           1.19475          0.671290
         79.5050           3.10648          0.609633
         79.5243         -0.943026          0.938105
         79.5436           1.36043          0.578900
         79.5628          -1.72175          0.904052
         79.5821          -2.22375          0.358331
         79.6014          -1.87411          0.784609
         79.6207        -0.0431503          0.437681
         79.6400         0.0954852          0.885997
         79.6593         -0.191347          0.563140
         79.6785         -0.500697          0.995084
         79.6978          0.731327          0.580006
         79.7171          -3.78338          0.689740
         79.7364          0.356631          0.456650
         79.7556         -0.820359           1.03576
         79.7749           3.33436          0.378858
         79.7942         -0.523888          0.520348
         79.8134           3.42903          0.785017
         79.8327         -0.577881          0.699363
         79.8520          0.567200          0.398505
         79.8712          -1.32267          0.820236
         79.8905          0.913050          0.533625
         79.9098          -1.84354          0.878878
         79.9290         -0.814404          0.670702
         79.9483          0.565207          0.757006
         79.9675          0.668636          0.535542
         79.9868          -1.59257          0.899297
         80.0060          0.139415          0.480128
         80.0253          -1.93949          0.829610
         80.0445           2.88967          0.804539
         80.0638         -0.404590          0.749846
         80.0830         -0.915410          0.611875
         80.1023          -1.44786          0.653299
         80.1215           2.03566          0.471259
         80.1408         -0.529884          0.738540
         80.1600          -1.20580          0.572257
         80.1793          0.135338          0.779903
         80.1985          0.762310          0.396331
         80.2177          -1.90966          0.729291
         80.2370          0.943238          0.578433
         80.2562          0.207080          0.728245
         80.2754          0.145889          0.333341
         80.2947         -0.222322          0.623213
         80.3139           2.29858          0.462747
         80.3331          0.814546          0.697209
         80.3524          0.375093          0.551469
         80.3716          0.835740          0.770020
         80.3908          -1.75930          0.449152
         80.4100          0.308272          0.729509
         80.4293           1.27309          0.426986
         80.4485         -0.721164          0.575082
         80.4677         -0.923303          0.447732
         80.4869          0.453547          0.543956
         80.5061           2.03538          0.503007
         80.5254         -0.598374          0.585615
         80.5446          -1.34232          0.432792
         80.5638         0.0872932          0.657524
         80.5830          0.835508          0.662721
         80.6022          0.115650          0.509244
         80.6214        -0.0612428          0.525142
         80.6406           2.24766          0.597598
         80.6598         -0.612131          0.509171
         80.6790          -1.50474          0.570850
         80.6982         -0.190902          0.583035
         80.7174           2.12951          0.659928
         80.7366          -1.90347          0.604785
         80.7558          0.683235          0.583430
         80.7750           1.64689          0.617671
         80.7942          -2.61008          0.599662
         80.8134           1.47184          0.520716
         80.8326          0.899593          0.817637
         80.8518         -0.732127          0.344210
         80.8710          -2.29541          0.679029
         80.8902          0.311918          0.359917
         80.9094           1.44401          0.582059
         80.9285          -2.70432          0.340449
         80.9477         -0.632292          0.726396
         80.9669          0.335378          0.316706
         80.9861           2.62602          0.712716
         81.0053           1.99486          0.377641
         81.0244         -0.733944          0.939431
         81.0436           2.44816          0.418074
         81.0628         0.0229957          0.740656
         81.0820          -4.73554          0.467972
         81.1011          0.621898          0.558161
         81.1203          -1.61722          0.396777
         81.1395           1.24066          0.601833
         81.1586         -0.936957          0.447158
         81.1778          0.476676          0.501651
         81.1969         -0.470974          0.495156
         81.2161          -1.64945          0.566817
         81.2353          -1.41031          0.438799
         81.2544          0.104638          0.489048
         81.2736           2.48155          0.479763
         81.2927          0.346471          0.561266
         81.3119           1.30683          0.475503
         81.3310          0.314798          0.566529
         81.3502           1.42043          0.387443
         81.3693          -2.86065          0.606559
         81.3885          -1.70905          0.505137
         81.4076          -1.91225          0.548439
         81.4268          0.487042          0.455944
         81.4459          0.452185          0.533911
         81.4651           1.70138          0.398586
         81.4842           1.05085          0.610904
         81.5033           1.24604          0.369093
         81.5225         -0.695052          0.625074
         81.5416          0.390355          0.376371
         81.5607          -3.21035          0.797701
         81.5799          -1.68757          0.482155
         81.5990           2.26715          0.626314
         81.6181           1.77932          0.371395
         81.6372          -3.06580          0.593318
         81.6564          -2.99828          0.485587
         81.6755         -0.838682          0.492349
         81.6946          0.599577          0.510540
         81.7137          -2.51381          0.509643
         81.7329           1.47690          0.549720
         81.7520           1.16936          0.471880
         81.7711           3.55668          0.463577
         81.7902           1.81122          0.556004
         81.8093          -1.17299          0.489759
         81.8284           1.86993          0.496424
         81.8475           1.04696          0.734030
         81.8666         -0.422365          0.499870
         81.8857          -1.69845          0.772564
         81.9048          0.386315          0.378734
         81.9239         -0.718215          0.688745
         81.9430         0.0263439          0.323936
         81.9621          -1.11543          0.640249
         81.9812           1.77444          0.470379
         82.0003           1.09280          0.770030
         82.0194          0.267935          0.330989
         82.0385          0.800395          0.742311
         82.0576          0.368670          0.271383
         82.0767          0.841435          0.701359
         82.0958         -0.413294          0.314812
         82.1149           1.45117          0.759198
         82.1339          0.866849          0.430867
         82.1530          -3.14250          0.649527
         82.1721         -0.610463          0.432780
         82.1912           1.88885          0.534545
         82.2103         -0.837090          0.478166
         82.2293          0.887662          0.599962
         82.2484          -3.31164          0.627796
         82.2675          0.287150          0.770133
         82.2866          -4.05115          0.568934
         82.3056          0.654875          0.552660
         82.3247           1.56978          0.497389
         82.3437         -0.932379          0.560501
         82.3628           1.84499          0.391200
         82.3819         -0.707794          0.791912
         82.4009          -2.19422          0.400243
         82.4200           5.76484          0.750199
         82.4390          -3.07261          0.357520
         82.4581           3.47939          0.726127
         82.4772          -1.19648          0.658666
         82.4962          0.497291          0.563184
         82.5153           1.33282          0.441354
         82.5343          -1.54391          0.787821
         82.5533         -0.491297          0.733105
         82.5724           1.15644          0.666527
         82.5914         -0.768121          0.473359
         82.6105          0.751416          0.604239
         82.6295           2.09046          0.516356
         82.6485           1.39223          0.827729
         82.6676         -0.577542          0.552874
         82.6866           1.39515          0.578443
         82.7056          -2.39388          0.535053
         82.7247          -3.24468          0.698454
         82.7437           1.11158          0.353787
         82.7627          -1.75498          0.639402
         82.7818           1.93026          0.711921
         82.8008         -0.771016          0.650313
         82.8198           1.74900          0.760764
         82.8388          0.354696          0.410434
         82.8578          -1.23435          0.755784
         82.8768         0.0523424          0.472182
         82.8959         -0.190226          0.372404
         82.9149          0.787145          0.654937
         82.9339         -0.216992          0.652939
         82.9529          -3.86855          0.463201
         82.9719         -0.195543          0.668374
         82.9909          -1.81818          0.474710
         83.0099           1.64921          0.762468
         83.0289           2.54319          0.441926
         83.0479          -1.84093          0.632775
         83.0669           2.12089          0.513638
         83.0859          -2.69346          0.566958
         83.1049         -0.140852          0.529143
         83.1239          -2.84726          0.539688
         83.1429         -0.273297          0.434259
         83.1619         0.0103285          0.588897
         83.1808           1.18814          0.454574
         83.1998           1.95315          0.479223
         83.2188           1.11228          0.376195
         83.2378          0.202554          0.416021
         83.2568          0.720439          0.330615
         83.2758           1.50752          0.562662
         83.2947           1.19021          0.245249
         83.3137         -0.305771          0.532983
         83.3327         -0.440587          0.484216
         83.3516         0.0502386          0.457180
         83.3706          0.439444          0.432839
         83.3896          -1.20540          0.422032
         83.4085           1.24603          0.423347
         83.4275          -2.44778          0.473343
         83.4465          -3.61902          0.354706
         83.4654          -1.50989          0.436802
         83.4844           4.35295          0.303842
         83.5033          -3.69394          0.320038
         83.5223          -1.90445          0.322802
         83.5412           1.42787          0.430413
         83.5602           2.45236          0.407647
         83.5791           2.90590          0.380933
         83.5981           2.80460          0.364229
         83.6170           1.16957          0.307884
         83.6360           1.51984          0.456974
         83.6549           4.09367          0.395189
         83.6738          -1.95408          0.400193
         83.6928          -3.79602          0.310963
         83.7117          -3.37324          0.577001
         83.7306          -1.42017          0.301802
         83.7496          0.898348          0.539227
         83.7685         -0.703197          0.466527
         83.7874          -2.23055          0.560895
         83.8064           2.81840          0.273637
         83.8253          0.241948          0.544389
         83.8442           1.22673          0.431062
         83.8631          -2.84415          0.574738
         83.8820           3.17744          0.337469
         83.9010          0.463836          0.579473
         83.9199          -1.31891          0.299626
         83.9388          -1.69261          0.470176
         83.9577          0.622658          0.418209
         83.9766           2.09594          0.504944
         83.9955          -2.08206          0.271332
         84.0144           1.00247          0.340643
         84.0333          0.677995          0.543953
         84.0522          -2.09836          0.427704
         84.0711          0.310122          0.349853
         84.0900          -1.57696          0.491725
         84.1089        -0.0964149          0.297312
         84.1278         -0.940220          0.546134
         84.1467           3.85273          0.294230
         84.1656         -0.765595          0.453218
         84.1844          -2.43044          0.358526
         84.2033         -0.188880          0.505740
         84.2222          -1.15462          0.572947
         84.2411          0.152598          0.306541
         84.2600          0.863765          0.557931
         84.2788          -2.58250          0.450077
         84.2977           2.17428          0.405557
         84.3166         -0.944787          0.426279
         84.3355          0.272747          0.611930
         84.3543           3.35977          0.313324
         84.3732           3.63863          0.557552
         84.3921           5.08055          0.297223
         84.4109          -2.93819          0.530856
         84.4298          -1.59417          0.393017
         84.4486          -2.71952          0.434916
         84.4675          -2.43159          0.428858
         84.4863          -2.96770          0.556191
         84.5052         -0.861451          0.509527
         84.5240         -0.693803          0.678240
         84.5429         -0.858474          0.664736
         84.5617           1.04444          0.498677
         84.5806           3.53217          0.293457
         84.5994           4.14666          0.376398
         84.6183           3.50533          0.319842
         84.6371          0.484548          0.404813
         84.6559          0.820041          0.345619
         84.6748        -0.0229081          0.586007
         84.6936          -2.40245          0.398355
         84.7124          -3.83303          0.498012
         84.7313          -1.43333          0.307893
         84.7501          0.405578          0.406589
         84.7689          -2.72799          0.463255
         84.7877         0.0549135          0.396599
         84.8065          0.378804          0.450546
         84.8254           3.03908          0.381365
         84.8442          -2.41061          0.306566
         84.8630           1.17709          0.400349
         84.8818          -3.39320          0.583624
         84.9006          0.730936          0.298232
         84.9194          -1.78934          0.405916
         84.9382         -0.254154          0.264757
         84.9570           1.79891          0.537516
         84.9758           2.35687          0.350280
         84.9946          0.791688          0.427612
         85.0134           1.85946          0.287356
         85.0322           1.90360          0.401313
         85.0510         -0.563353          0.425054
         85.0698          0.359120          0.377216
         85.0886           1.02384          0.352974
         85.1074         -0.451099          0.442837
         85.1261          -2.79419          0.366395
         85.1449         -0.841780          0.364690
         85.1637           1.09871          0.334336
         85.1825          -1.17915          0.527403
         85.2013          -2.64811          0.414824
         85.2200          0.848289          0.443814
         85.2388           1.36461          0.250076
         85.2576         -0.386253          0.485831
         85.2763          0.103006          0.374257
         85.2951           2.02817          0.325834
         85.3139          -2.55803          0.407968
         85.3326        -0.0721848          0.372255
         85.3514           2.33863          0.476336
         85.3701          -1.25866          0.302325
         85.3889           1.39154          0.509800
         85.4076           4.33501          0.236398
         85.4264          0.213686          0.478920
         85.4451           3.53990          0.439838
         85.4639          -3.17839          0.524434
         85.4826           3.09352          0.405959
         85.5014          -1.47858          0.467503
         85.5201         -0.126345          0.306817
         85.5388          -1.82829          0.462221
         85.5576          0.927343          0.295868
         85.5763          -3.41223          0.501891
         85.5950           1.39347          0.301189
         85.6138          -1.86810          0.414709
         85.6325          0.870031          0.376789
         85.6512         -0.515933          0.430130
         85.6699          -4.66195          0.310191
         85.6887           2.35664          0.380681
         85.7074          -2.68179          0.555399
         85.7261          0.256028          0.232165
         85.7448           2.40843          0.399819
         85.7635           1.24528          0.326333
         85.7822          0.713183          0.403954
         85.8009          -2.02339          0.262349
         85.8196         -0.844459          0.552647
         85.8383           3.84429          0.295149
         85.8570          -5.04685          0.524313
         85.8757          0.728001          0.304318
         85.8944          -2.19085          0.450779
         85.9131           4.13316          0.207077
         85.9318          -5.04618          0.542857
         85.9505          0.258435          0.335644
         85.9692          -2.77546          0.429114
         85.9879          0.673082          0.273698
         86.0065           1.27926          0.412144
         86.0252           1.45844          0.334509
         86.0439          0.781679          0.502992
         86.0626          0.913705          0.335465
         86.0812          0.183892          0.422234
         86.0999          -2.19521          0.357123
         86.1186          0.985150          0.427286
         86.1372          -2.77821          0.337645
         86.1559          0.658504          0.290504
         86.1746           1.85520          0.492270
         86.1932           2.48456          0.346194
         86.2119           1.77473          0.513516
         86.2305          -3.14959          0.270196
         86.2492           2.81254          0.371153
         86.2678          -1.66951          0.244118
         86.2865           1.80806          0.418155
         86.3051          0.126281          0.320288
         86.3238           1.78107          0.410813
         86.3424          0.468976          0.386988
         86.3610         -0.852925          0.497929
         86.3797         -0.824042          0.396389
         86.3983          -2.18020          0.438239
         86.4169           1.79045          0.324290
         86.4356          -3.57098          0.373999
         86.4542          -2.28126          0.317414
         86.4728          -1.29008          0.366551
         86.4914         -0.394928          0.428698
         86.5101          -3.19171          0.413858
         86.5287           4.01216          0.383438
         86.5473           4.11627          0.357710
         86.5659          0.562463          0.500547
         86.5845          0.929305          0.286479
         86.6031          0.169891          0.359039
         86.6217           1.58285          0.313623
         86.6403         -0.560759          0.429440
         86.6589         -0.515655          0.357324
         86.6775           1.69453          0.549608
         86.6961           2.13737          0.250489
         86.7147          -2.80300          0.403462
         86.7333           4.40263          0.365844
         86.7519          -3.44942          0.379993
         86.7705          -1.38409          0.379319
         86.7891          0.102562          0.369679
         86.8076          -1.11668          0.313583
         86.8262         -0.937290          0.462754
         86.8448          -2.44404          0.402344
         86.8634           2.41974          0.372749
         86.8819          -1.45383          0.551650
         86.9005           2.56689          0.412521
         86.9191           2.30878          0.441671
         86.9377         -0.100025          0.359625
         86.9562          -4.44188          0.379646
         86.9748         -0.123719          0.282079
         86.9933          -3.49292          0.578914
         87.0119           1.65889          0.246775
         87.0304          0.548271          0.454367
         87.0490           2.91850          0.307966
         87.0675          -3.56552          0.439094
         87.0861          0.194184          0.364471
         87.1046          -2.41253          0.526300
         87.1232          -1.17502          0.312581
         87.1417          -1.71770          0.361993
         87.1602           3.01653          0.289262
         87.1788           1.03804          0.479878
         87.1973           1.86533          0.359734
         87.2158           2.48071          0.469640
         87.2344          -1.19537          0.637497
         87.2529          -1.55758          0.342553
         87.2714          0.264639          0.679989
         87.2899           3.85362          0.268586
         87.3084          -1.81868          0.431844
         87.3270           2.36189          0.365431
         87.3455         -0.751073          0.642942
         87.3640           1.95958          0.478503
         87.3825          -2.52271          0.647941
         87.4010         -0.519982          0.309062
         87.4195           1.12292          0.623276
         87.4380           1.97778          0.415472
         87.4565          -1.44063          0.540036
         87.4750           1.32932          0.389702
         87.4935          -2.48366          0.480205
         87.5120           4.02102          0.336228
         87.5304          -1.52989          0.604185
         87.5489          -1.99366          0.446546
         87.5674          -1.01445          0.482049
         87.5859          -1.40154          0.575487
         87.6044           1.47178          0.212763
         87.6228          0.330112          0.573080
         87.6413         -0.810809          0.478480
         87.6598         -0.760376          0.504360
         87.6782          0.703332          0.208655
         87.6967           1.17028          0.621504
         87.7152          -3.48735          0.362102
         87.7336          0.866645          0.617001
         87.7521          0.840288          0.271265
         87.7705         -0.276537          0.459317
         87.7890         -0.622385          0.290738
         87.8074          0.181030          0.423927
         87.8259           2.44225          0.364437
         87.8443         -0.673407          0.631568
         87.8628          0.304144          0.454082
         87.8812         -0.966380          0.251998
         87.8997           1.06801          0.458581
         87.9181          0.148244          0.313992
         87.9365          -1.66038          0.407869
         87.9549         -0.200388          0.290014
         87.9734          -1.88396          0.308240
         87.9918         -0.758509          0.229171
         88.0102          -1.25252          0.470900
         88.0286         -0.816497          0.317935
         88.0471          0.181545          0.372389
         88.0655           5.68014          0.287127
         88.0839          -2.42543          0.380650
         88.1023           1.31616          0.292835
         88.1207          -1.29393          0.377378
         88.1391         0.0176044          0.378144
         88.1575           1.69378          0.526792
         88.1759           2.62305          0.420371
